date,region,kpi_new_user,retention,active_revenue,impression_Appier_INSTALL,impression_AppleSearch_ROAS,impression_Applovin_AEO,impression_Applovin_ALL,impression_Applovin_INSTALL,impression_Applovin_ROAS,impression_Chartboost_ROAS,impression_Exmox_AEO,impression_Facebook_AEO,impression_Facebook_ALL,impression_Facebook_INSTALL,impression_Facebook_ROAS,impression_GoogleUAC_AEO,impression_GoogleUAC_ALL,impression_GoogleUAC_ROAS,impression_IronSource_INSTALL,impression_Jampp_ROAS,impression_Kaden_ROAS,impression_Kyawake_ALL,impression_Kyawake_OTHER,impression_Kyawake_ROAS,impression_Liftoff_OTHER,impression_Mobupps_AEO,impression_Moloco_ROAS,impression_Snapchat_AEO,impression_Snapchat_INSTALL,impression_TikTok_AEO,impression_TikTok_INSTALL,impression_Unity_INSTALL,impression_Unity_ROAS,impression_Vungle_OTHER,impression_Vungle_ROAS,spend_Appier_INSTALL,spend_AppleSearch_ROAS,spend_Applovin_AEO,spend_Applovin_ALL,spend_Applovin_INSTALL,spend_Applovin_ROAS,spend_Chartboost_ROAS,spend_Exmox_AEO,spend_Facebook_AEO,spend_Facebook_ALL,spend_Facebook_INSTALL,spend_Facebook_ROAS,spend_GoogleUAC_AEO,spend_GoogleUAC_ALL,spend_GoogleUAC_ROAS,spend_IronSource_INSTALL,spend_Jampp_ROAS,spend_Kaden_ROAS,spend_Kyawake_ALL,spend_Kyawake_OTHER,spend_Kyawake_ROAS,spend_Liftoff_OTHER,spend_Mobupps_AEO,spend_Moloco_ROAS,spend_Snapchat_AEO,spend_Snapchat_INSTALL,spend_TikTok_AEO,spend_TikTok_INSTALL,spend_Unity_INSTALL,spend_Unity_ROAS,spend_Vungle_OTHER,spend_Vungle_ROAS,advertising_new_user,day1_revenue,advertising_day7_revenue,day14_revenue,publish_force,publish_hot,publish_bug,publish_internal,publish_external,kpi_day7_revenue
2022-01-31,US,6119.0,44.84,52303.15,8037.06,6.76,66.4,0.0,0.0,157.54,13.71,0.0,847.45,0.0,2.48,996.63,134.24,0.0,0.0,102.13,0.0,0.0,0.0,0.0,0.0,427.47,0.0,16693.04,0.0,0.0,362.36,0.0,144.0,172.86,0.0,178.28,515.0,1633.7,6397.900000000001,0.0,24.0,24563.04,90.0,0.0,8429.36,0.0,36.82,21994.41,4570.03,0.0,0.0,2675.66,0.0,0.0,0.0,0.0,0.0,17301.2,0.0,12534.15,0.0,0.0,1455.0,0.0,2875.1800000000003,7414.06,0.0,3357.5,4489,1756.55,9763.36,16267.310000000001,0.0,0.0,0.0,0.0,0.0,12929.1
2022-02-01,US,5957.0,44.72,48951.93,7492.82,7.26,55.04,0.0,0.0,197.15,3.36,0.0,921.02,0.0,2.5,1106.8,202.43,0.0,0.0,66.28999999999999,0.0,0.0,0.0,0.0,0.0,440.69,0.0,17983.58,0.0,0.0,376.85,0.0,131.17000000000002,126.7,0.0,201.22,505.0,1827.8500000000001,5789.66,0.0,6.0,23526.96,40.0,0.0,8813.800000000001,0.0,36.480000000000004,23255.530000000002,6027.1,0.0,0.0,2062.4500000000003,0.0,0.0,0.0,0.0,0.0,17859.02,0.0,12520.02,0.0,0.0,1455.01,0.0,2476.69,7945.56,0.0,3004.5,4436,1628.75,9295.029999999999,15193.42,0.0,0.0,0.0,0.0,0.0,12013.17
2022-02-02,US,6081.0,46.82,56666.73,9672.91,7.82,45.42,0.0,0.0,160.59,1.54,0.0,849.02,0.0,2.26,1079.19,169.59,0.0,0.0,59.75,0.0,0.0,0.0,0.0,0.0,468.37,0.0,17696.93,0.0,0.0,347.67,0.0,142.12,111.14,0.0,243.93,500.0,1880.52,5002.89,0.0,6.0,26352.08,10.0,0.0,8340.7,0.0,36.33,22053.89,5620.14,0.0,0.0,1850.13,0.0,0.0,0.0,0.0,0.0,18801.91,0.0,12515.28,0.0,0.0,1455.0,0.0,2848.33,7717.5599999999995,0.0,4348.0,4494,1364.08,8775.4,14547.420000000002,0.0,0.0,0.0,0.0,0.0,10965.73
2022-02-03,US,6312.0,45.87,50618.840000000004,9045.97,8.05,70.4,0.0,0.0,126.62,0.0,0.0,836.36,0.0,2.13,999.11,123.24,0.0,0.0,62.230000000000004,0.0,0.0,0.0,0.0,0.0,586.42,0.0,20436.82,0.0,0.0,378.85,0.0,142.86,107.90999999999998,0.0,245.35,495.0,1578.06,4253.72,0.0,6.0,23971.34,0.0,0.0,8671.710000000001,0.0,36.300000000000004,23277.31,4441.8,0.0,0.0,1960.66,0.0,0.0,0.0,0.0,0.0,19870.91,0.0,12284.79,0.0,0.0,1455.0,0.0,3017.09,7349.77,0.0,4610.0,4715,1728.91,11063.67,18023.170000000002,0.0,0.0,0.0,0.0,0.0,14644.11
2022-02-04,US,6414.0,44.15,56783.47,8644.96,10.45,67.14,0.0,0.0,160.22,5.45,0.0,769.22,0.0,2.21,1048.75,129.07,0.0,0.0,79.46000000000001,0.0,0.0,0.0,0.0,0.0,555.99,0.0,18168.2,0.0,0.0,344.77,0.0,129.9,94.61,0.0,253.37,555.0,1881.27,4759.33,0.0,6.0,24759.66,30.0,0.0,8989.01,0.0,36.65,23847.71,4986.77,0.0,0.0,2432.7200000000003,0.0,0.0,0.0,0.0,0.0,19903.260000000002,0.0,12519.220000000001,0.0,0.0,1455.0,0.0,2728.84,6499.7300000000005,0.0,4555.5,4619,1632.8600000000001,8191.7,14247.93,0.0,0.0,0.0,0.0,0.0,12814.5
2022-02-05,US,6841.0,47.36,58948.840000000004,8216.86,11.600000000000001,17.54,0.0,0.0,101.8,19.78,0.0,774.98,0.0,2.16,913.49,181.3,0.0,0.0,80.07,0.0,0.0,0.0,0.0,0.0,525.23,0.0,17130.98,0.0,0.0,351.94,0.0,130.1,94.50999999999999,0.0,242.13,580.0,2336.7900000000004,4452.06,0.0,6.0,23388.600000000002,160.0,0.0,8798.84,0.0,35.28,23029.510000000002,5812.43,0.0,0.0,2619.4500000000003,0.0,0.0,0.0,0.0,0.0,19709.73,0.0,12536.77,0.0,0.0,1455.0,0.0,2787.4700000000003,6718.02,0.0,5213.5,4703,2084.08,10067.44,18856.34,0.0,0.0,0.0,0.0,0.0,16232.43
2022-02-06,US,6711.0,43.57,58129.57,8198.12,12.469999999999999,21.11,0.0,0.0,99.72,5.56,0.0,745.54,0.0,2.22,1004.4200000000001,143.95,0.0,0.0,51.67,0.0,0.0,0.0,0.0,0.0,535.05,0.0,18402.55,0.0,0.0,409.41,0.0,128.81,95.8,0.0,198.1,534.0,2161.72,2794.08,0.0,0.0,19732.93,70.0,0.0,8457.03,0.0,36.35,23362.48,5415.02,0.0,0.0,1805.19,0.0,0.0,0.0,0.0,0.0,19855.57,0.0,12517.91,0.0,0.0,1455.0,0.0,2772.08,7257.97,0.0,4934.5,4472,1953.68,8363.45,14258.83,0.0,0.0,0.0,0.0,0.0,13722.73
2022-02-07,US,5803.0,45.89,59177.76,8344.25,9.53,40.33,0.0,0.0,79.76,0.0,0.0,861.99,0.0,2.2,978.4300000000001,96.18,0.0,0.0,42.47,0.0,0.0,0.0,0.0,0.0,551.08,0.0,18017.79,0.0,0.0,372.26,29.88,127.1,102.78999999999999,0.0,176.97,612.0,1813.12,2537.82,0.0,6.0,18274.64,0.0,0.0,8388.2,0.0,36.38,23126.5,3700.14,0.0,0.0,1533.07,0.0,0.0,0.0,0.0,0.0,19591.31,0.0,12285.19,0.0,0.0,1455.0,194.02,2812.51,7387.320000000001,0.0,3887.5,4089,1437.8500000000001,7609.3,13887.060000000001,0.0,0.0,0.0,0.0,0.0,10606.07
2022-02-08,US,6061.0,45.42,46526.840000000004,15220.07,8.16,74.56,0.0,0.0,84.46,0.6,0.0,819.82,0.0,2.0,957.22,135.14,0.0,0.0,39.28,0.0,0.0,0.0,0.0,0.0,570.4,0.0,17935.18,0.0,0.0,332.71,36.95,130.3,125.44999999999999,0.0,188.8,858.0,2019.0700000000002,4912.04,0.0,12.0,15787.720000000001,20.0,0.0,8563.78,0.0,37.46,24657.600000000002,5130.08,0.0,0.0,1427.6100000000001,0.0,0.0,0.0,0.0,0.0,19922.21,0.0,12510.880000000001,0.0,0.0,1455.0,194.0,2681.49,8193.66,0.0,3407.0,4494,1291.7,8559.11,15169.070000000002,0.0,0.0,0.0,0.0,0.0,10856.95
2022-02-09,US,5842.0,44.28,57193.08,16112.31,7.51,88.22,0.0,0.0,87.45,0.6,0.0,776.24,0.0,1.95,910.77,115.96,0.0,0.0,34.61,0.0,0.0,0.0,0.0,0.0,817.52,0.0,17734.94,0.0,0.0,316.44,41.69,144.2,138.88,0.0,185.81,798.0,1862.63,8777.98,0.0,6.0,16376.32,20.0,0.0,8533.7,0.0,36.65,24595.47,4600.72,0.0,0.0,1492.6200000000001,0.0,0.0,0.0,0.0,0.0,19797.72,0.0,12516.57,0.0,0.0,1451.44,194.0,3096.4,8397.210000000001,0.0,3486.5,4306,1538.96,7609.1900000000005,13057.05,0.0,0.0,0.0,0.0,0.0,10796.880000000001
2022-02-10,US,5912.0,43.25,48199.53,17550.29,7.15,69.96,0.0,0.0,98.8,6.27,0.0,736.62,0.0,1.86,1028.27,86.78,0.0,0.0,29.56,0.0,0.0,0.0,0.0,0.0,868.83,0.0,16959.61,0.0,0.0,343.22,37.96,124.08,121.04,0.0,220.04,1008.0,1984.69,13458.050000000001,0.0,6.0,17650.31,40.0,0.0,8460.25,0.0,36.04,24385.870000000003,3342.62,0.0,0.0,1234.95,0.0,0.0,0.0,0.0,0.0,22525.78,0.0,12517.36,0.0,0.0,1455.0,194.01,2778.1800000000003,7715.280000000001,0.0,4356.5,4384,1246.15,8155.030000000001,14290.050000000001,0.0,0.0,0.0,0.0,0.0,11491.02
2022-02-11,US,5887.0,43.38,53279.840000000004,17558.61,5.68,146.12,0.0,0.0,152.97,7.06,0.0,619.18,0.0,1.79,1041.1,41.92,0.0,0.0,38.04,0.0,0.0,0.0,0.0,0.0,758.35,0.0,16449.88,0.0,0.0,13.04,37.72,111.15,115.87,0.0,204.11,774.0,2137.25,12990.08,0.0,18.0,22347.84,74.28,0.0,7642.34,0.0,35.95,24813.670000000002,1989.3700000000001,0.0,0.0,945.3199999999999,0.0,0.0,0.0,0.0,0.0,22505.32,0.0,12525.16,0.0,0.0,67.23,194.01,2469.13,8402.67,0.0,4404.5,4378,1823.44,10123.11,15933.52,0.0,0.0,0.0,0.0,0.0,13261.53
2022-02-12,US,7316.0,44.26,57318.14,17599.76,7.33,192.45,0.0,0.0,216.97,7.81,0.0,636.47,0.0,1.69,1117.67,51.62,0.0,0.0,87.53999999999999,0.0,0.0,0.0,0.0,0.0,785.28,0.0,17013.73,0.0,0.0,0.0,34.97,102.03,109.36,0.0,207.3,882.0,2265.32,13626.630000000001,0.0,6.0,25268.86,91.22,0.0,8373.82,0.0,35.75,25877.26,2622.4500000000003,0.0,0.0,2932.7400000000002,0.0,0.0,0.0,0.0,0.0,22519.33,0.0,12512.75,0.0,0.0,0.0,193.99,2286.8100000000004,7603.06,0.0,4151.5,5487,2382.76,11495.5,19928.71,0.0,0.0,0.0,0.0,0.0,14991.28
2022-02-13,US,7507.0,40.54,61327.49,17114.8,8.25,210.06,0.0,0.0,273.71,29.77,0.0,780.59,0.0,2.05,1294.57,85.38,0.0,0.0,104.35,0.0,0.0,0.0,0.0,0.0,754.58,0.0,17748.38,0.0,0.0,0.0,36.44,114.09,95.97,0.0,201.24,900.0,2134.83,18781.13,0.0,6.0,32238.5,438.71000000000004,0.0,7961.91,0.0,35.99,24622.77,3468.5,0.0,0.0,3475.3300000000004,0.0,0.0,0.0,0.0,0.0,22105.62,0.0,12526.45,0.0,0.0,0.0,194.02,2683.9,6750.9400000000005,0.0,4762.5,5601,2533.31,14351.27,23345.73,0.0,0.0,0.0,0.0,0.0,17784.12
2022-02-14,US,6938.0,44.87,57687.86,18758.78,5.55,243.78,0.0,0.0,345.45,44.11,0.0,862.38,0.0,2.09,1496.54,86.34,0.0,0.0,92.38,0.0,0.0,0.0,0.0,0.0,713.39,0.0,15355.14,0.0,0.0,0.0,48.47,143.38,91.51,0.0,153.7,1254.0,1837.07,18085.87,0.0,18.0,36146.31,408.61,0.0,7956.070000000001,0.0,36.2,24777.04,3272.4500000000003,0.0,0.0,2405.08,0.0,0.0,0.0,0.0,0.0,21207.43,0.0,12526.460000000001,0.0,0.0,0.0,259.35,3540.1800000000003,6064.02,0.0,3269.0,5332,1810.7500000000002,12934.17,21679.44,0.0,0.0,0.0,0.0,0.0,15590.1
2022-02-15,US,6832.0,44.769999999999996,57970.49,26545.33,5.6499999999999995,254.77,0.0,0.0,337.39,15.64,0.0,784.27,0.0,1.94,1314.22,73.24,0.0,0.0,93.39,0.0,0.0,0.0,0.0,0.0,732.46,0.0,15898.09,0.0,0.0,0.0,53.72,160.46,89.33999999999999,0.0,181.4,1542.0,1458.8,17136.84,0.0,0.0,37942.200000000004,393.61,0.0,8014.8,0.0,37.0,24728.06,3147.85,0.0,0.0,2311.76,0.0,0.0,0.0,0.0,0.0,22007.82,0.0,12568.07,0.0,0.0,0.0,291.0,4163.7,5909.12,0.0,3324.5,5164,1775.73,13053.1,22715.75,0.0,0.0,0.0,0.0,0.0,16450.18
2022-02-16,US,6871.0,44.51,61590.5,27771.25,6.39,200.31,0.0,0.0,236.04,2.81,0.0,713.22,0.0,2.22,1129.6,186.82,0.0,0.0,69.98,0.0,0.0,0.0,0.0,0.0,745.75,0.0,17927.8,0.0,0.0,0.0,54.76,147.77,93.71,0.0,200.18,1578.0,2081.49,19979.43,0.0,6.0,40702.18,132.0,0.0,8228.03,0.0,36.52,24563.35,6954.5,0.0,0.0,1824.1100000000001,0.0,0.0,0.0,0.0,0.0,20131.86,0.0,12434.27,0.0,0.0,0.0,291.0,3457.44,5915.41,0.0,4059.6,5180,1830.13,11741.42,18989.66,0.0,0.0,0.0,0.0,0.0,14280.24
2022-02-17,US,6815.0,43.1,60222.92,29211.11,5.2700000000000005,156.1,0.0,0.0,257.99,7.38,0.0,668.42,0.0,2.02,1085.9,111.71,0.0,0.0,48.349999999999994,0.0,0.0,0.0,0.0,0.0,779.22,0.0,18858.97,0.0,0.0,0.0,55.85,151.85000000000002,105.66000000000001,0.0,246.21,1890.0,2268.5099999999998,20650.33,0.0,0.0,40807.450000000004,72.0,0.0,8014.150000000001,0.0,37.17,25147.83,4952.56,0.0,0.0,1363.13,0.0,0.0,0.0,0.0,0.0,23363.88,0.0,12513.12,0.0,0.0,0.0,290.99,3577.69,5825.31,0.0,5067.5,5128,2241.1000000000004,12939.000000000002,21891.81,0.0,0.0,0.0,0.0,0.0,16376.35
2022-02-18,US,6828.0,41.33,58028.700000000004,29526.48,4.91,155.94,0.0,0.0,262.87,4.94,0.0,624.21,0.0,1.7,972.3800000000001,237.81,0.0,0.0,34.44,0.0,0.0,0.0,0.0,0.0,690.08,0.0,19028.35,0.0,0.0,0.0,60.14,150.45,117.42999999999999,0.0,243.03,1967.0,1863.5300000000002,14882.54,0.0,0.0,45469.35,88.01,0.0,7720.74,0.0,35.660000000000004,23454.510000000002,8199.15,0.0,0.0,978.53,0.0,0.0,0.0,0.0,0.0,21265.170000000002,0.0,12514.85,0.0,0.0,0.0,291.0,3498.38,5926.54,0.0,4735.2,5065,1709.8000000000002,10142.32,17492.28,0.0,0.0,0.0,0.0,0.0,12979.630000000001
2022-02-19,US,7743.0,44.03,65245.060000000005,29514.29,7.06,240.13,0.0,0.0,239.28,0.0,0.0,722.93,0.0,1.84,1165.72,182.41,0.0,0.0,51.019999999999996,0.0,0.0,0.0,0.0,0.0,790.97,0.0,18551.49,0.0,0.0,0.0,58.48,166.07,137.70000000000002,0.0,224.45,2030.0,1947.52,14507.03,0.0,0.0,46464.770000000004,0.0,0.0,8123.070000000001,0.0,36.07,25290.1,6540.55,0.0,0.0,1544.81,0.0,0.0,0.0,0.0,0.0,22219.53,0.0,12516.17,0.0,0.0,0.0,291.01,3691.27,6483.46,0.0,4803.2,5841,2844.1800000000003,13090.18,20245.56,0.0,0.0,0.0,0.0,0.0,18379.279999999995
2022-02-20,US,8298.0,43.309999999999995,68883.11,30256.2,6.8,246.02,0.0,0.0,294.64,0.0,0.0,657.31,0.0,2.04,1201.55,131.25,0.0,0.0,68.97,0.0,0.0,0.0,0.0,0.0,719.86,0.0,19044.05,0.0,0.0,0.0,66.46,177.95,139.9,0.0,210.06,1827.0,2284.94,17931.78,0.0,6.0,44014.17,0.0,0.0,7637.06,0.0,36.06,25065.4,5581.58,0.0,0.0,1855.96,0.0,0.0,0.0,0.0,0.0,22217.02,0.0,12521.34,0.0,0.0,0.0,291.0,4159.12,7595.8,0.0,4186.3,6131,3986.84,17527.36,27072.27,0.0,0.0,0.0,0.0,0.0,21166.66
2022-02-21,US,7390.0,43.18,70607.53,33830.77,6.83,140.7,0.0,0.0,229.26,5.88,0.0,672.92,0.0,1.97,1128.6100000000001,226.85,0.0,0.0,40.31,0.0,0.0,0.0,0.0,0.0,596.73,0.0,18459.53,0.0,0.0,0.0,66.06,166.69,180.26000000000002,0.0,195.76,2296.0,2222.47,18749.83,0.0,0.0,54167.28,18.47,0.0,7464.150000000001,0.0,36.77,24172.88,7640.37,0.0,0.0,1252.5,0.0,0.0,0.0,0.0,0.0,21757.32,0.0,12522.970000000001,0.0,0.0,0.0,291.0,3742.9100000000003,8601.94,0.0,3417.4,5410,2505.39,12149.25,21452.32,0.0,0.0,0.0,0.0,0.0,15374.9
2022-02-22,US,6798.0,43.76,63322.36,34539.29,5.22,117.84,0.0,0.0,176.12,202.34,0.0,582.64,0.0,2.03,1190.5900000000001,192.49,0.0,0.0,44.78,0.0,0.0,0.0,0.0,0.0,580.95,0.0,19455.31,0.0,0.0,0.0,63.95,151.09,157.81,0.0,203.08,2100.0,1360.01,16539.96,0.0,0.0,47732.01,1155.68,0.0,7241.05,0.0,35.54,24715.27,6956.4800000000005,0.0,0.0,1369.99,0.0,0.0,0.0,0.0,0.0,21547.8,0.0,12513.75,0.0,0.0,0.0,291.01,3158.6000000000004,7690.05,0.0,4122.4,4902,2221.37,12413.04,23172.39,0.0,0.0,0.0,0.0,0.0,15931.220000000001
2022-02-23,US,6748.0,43.15,58835.26,34524.4,5.32,140.32,0.0,0.0,216.96,65.66,0.0,537.78,0.0,1.87,1148.1100000000001,181.74,0.0,0.0,36.67,0.0,0.0,0.0,0.0,0.0,682.65,0.0,20927.97,0.0,0.0,0.0,64.83,142.76999999999998,135.03,0.0,226.52,1848.0,1761.88,13066.16,0.0,0.0,39561.74,741.42,0.0,7240.0,0.0,36.44,24762.87,6992.64,0.0,0.0,1133.8600000000001,0.0,0.0,0.0,620.0,0.0,21420.91,0.0,13614.11,0.0,0.0,0.0,291.01,3107.86,6909.45,0.0,4132.28,4842,1539.41,10714.970000000001,17648.02,0.0,0.0,0.0,0.0,0.0,14299.89
2022-02-24,US,6814.0,43.37,54736.97,20237.94,7.24,156.23,0.0,0.0,182.9,23.07,0.0,542.25,0.0,1.88,1256.46,172.03,0.0,0.0,52.78,0.0,0.0,0.0,0.0,0.0,753.4,0.0,17055.35,0.0,0.0,0.0,62.63,103.56,125.01000000000002,0.0,227.33,1421.0,2165.8900000000003,14085.73,0.0,0.0,45287.92,352.23,0.0,7320.38,0.0,36.15,24920.1,6662.34,0.0,0.0,1235.48,0.0,0.0,0.0,792.0,0.0,22973.95,0.0,14111.720000000001,0.0,0.0,0.0,291.01,2338.26,6825.65,0.0,4214.58,5068,1670.0,11441.61,19649.13,0.0,0.0,0.0,0.0,0.0,14910.89
2022-02-25,US,6684.0,42.16,58379.48,35881.27,6.85,155.86,0.0,0.0,185.74,57.53,0.0,605.86,0.0,2.14,1342.77,207.37,0.0,0.0,34.9,0.0,0.0,0.0,0.0,0.0,651.64,0.0,17786.92,0.0,0.0,0.0,53.03,106.00999999999999,125.96000000000001,0.0,238.65,1729.0,1680.06,16151.86,0.0,0.0,40373.03,594.0,0.0,7583.91,0.0,37.1,25536.43,7070.05,0.0,0.0,819.6700000000001,0.0,0.0,0.0,972.0,0.0,21102.06,0.0,14023.45,0.0,0.0,0.0,291.0,2458.9900000000002,7193.9800000000005,0.0,4784.74,4895,1814.13,12233.99,21231.82,0.0,0.0,0.0,0.0,0.0,15446.35
2022-02-26,US,7917.0,44.25,62435.32,28691.76,7.67,175.69,0.0,0.0,223.93,48.77,0.0,546.2,0.0,2.46,1302.74,201.91,0.0,0.0,46.9,0.0,0.0,0.0,0.0,0.0,679.64,0.0,18174.72,0.0,0.0,0.0,55.73,112.55,158.6,0.0,236.48,1911.0,2407.95,16826.65,0.0,6.0,43525.08,860.13,0.0,7063.39,0.0,36.550000000000004,25931.65,6986.110000000001,0.0,0.0,1185.5,0.0,0.0,0.0,1000.0,0.0,21891.420000000002,0.0,14025.04,0.0,0.0,0.0,291.0,3139.55,9377.56,0.0,5054.84,5959,2971.2000000000003,15512.98,26204.300000000003,0.0,0.0,0.0,0.0,0.0,19393.49
2022-02-27,US,8468.0,40.47,65691.61,23415.96,7.55,181.99,0.0,0.0,227.8,44.5,0.0,560.04,0.0,2.39,1234.47,180.07,0.0,0.0,98.71000000000001,0.0,0.0,0.0,0.0,0.0,659.54,0.0,17725.69,0.0,0.0,0.0,59.85,181.22,196.7,0.0,230.35,1610.0,1863.75,22437.98,0.0,0.0,44084.82,594.0,0.0,7258.26,0.0,36.14,24641.32,7009.29,0.0,0.0,2515.25,0.0,0.0,0.0,924.0,0.0,22245.2,0.0,14023.460000000001,0.0,0.0,0.0,291.01,5050.67,10636.93,0.0,5473.5,6386,2446.14,11822.92,22005.78,0.0,0.0,0.0,0.0,0.0,15439.479999999998
2022-02-28,US,6460.0,41.49,64001.29,27826.9,5.65,172.93,0.0,0.0,155.51,53.6,0.0,511.31,0.0,2.25,1242.36,182.0,0.0,0.0,39.39,0.0,0.0,0.0,0.0,0.0,741.6,2007.1299999999999,18305.5,0.0,0.0,0.0,44.97,161.54,170.23,0.0,152.5,1764.0,1868.29,23575.24,0.0,6.0,45284.53,624.83,0.0,7342.25,0.0,36.94,24660.97,6776.54,0.0,0.0,1188.3000000000002,0.0,0.0,0.0,504.0,0.0,22292.98,445.0,14013.04,0.0,0.0,0.0,290.98,4651.99,8535.72,0.0,3440.82,4938,1608.44,10019.34,18682.12,0.0,0.0,0.0,0.0,0.0,13639.86
2022-03-01,US,6021.0,42.82,60199.82000000001,35692.85,5.22,216.86,0.0,0.0,137.73,55.63,0.0,619.65,0.0,2.31,1427.81,190.61,0.0,0.0,26.159999999999997,0.0,0.0,0.0,0.0,0.0,714.86,767.31,20987.41,0.0,0.0,0.0,41.64,130.4,167.91,0.0,148.32,3010.0,1962.28,20534.34,0.0,6.0,40619.88,648.0,0.0,7482.79,0.0,37.480000000000004,25572.44,7099.43,0.0,0.0,817.39,0.0,0.0,0.0,344.0,0.0,23088.36,355.0,14018.25,0.0,0.0,0.0,291.0,3498.1200000000003,7535.75,0.0,2857.7200000000003,4559,1369.54,8046.96,16017.85,0.0,0.0,0.0,0.0,0.0,11343.29
2022-03-02,US,5914.0,42.83,68536.31,34559.17,5.18,167.51,0.0,0.0,126.7,50.82,0.0,545.9,0.0,2.18,1281.22,165.45,0.0,0.0,25.23,0.0,0.0,0.0,0.0,0.0,694.41,3135.2200000000003,20886.73,0.0,0.0,0.0,48.84,122.17,156.89000000000001,0.0,192.74,2570.0,1809.5900000000001,20207.28,0.0,6.0,37842.57,702.0,0.0,6263.860000000001,0.0,35.95,21640.980000000003,6793.34,0.0,0.0,730.02,0.0,0.0,0.0,344.0,0.0,22707.44,685.0,14030.52,0.0,0.0,0.0,290.99,3522.21,7434.52,0.0,4005.98,4578,1716.89,11189.69,18399.35,0.0,0.0,0.0,0.0,0.0,13365.909999999998
2022-03-03,US,5541.0,42.18,61952.25,31699.88,7.029999999999999,106.28,0.0,0.0,105.54,0.0,0.0,509.96,0.0,2.13,1246.6,108.01,0.0,0.0,23.36,0.0,0.0,0.0,0.0,0.0,641.63,1854.13,20766.06,0.0,0.0,0.0,48.08,86.81,169.04,0.0,216.22,2530.0,2127.63,19729.07,0.0,0.0,32463.38,0.0,0.0,6262.53,0.0,36.28,21572.29,5744.43,0.0,0.0,821.8299999999999,0.0,0.0,0.0,444.0,0.0,23650.96,340.0,14012.06,0.0,0.0,0.0,291.01,2001.6000000000001,7989.83,0.0,4830.84,4199,1265.42,9993.77,17517.9,0.0,0.0,0.0,0.0,0.0,11829.31
2022-03-04,US,6484.0,41.589999999999996,64015.810000000005,27689.73,6.859999999999999,249.49,0.0,0.0,110.24,0.0,0.0,581.24,0.0,1.97,1190.13,70.29,0.0,0.0,68.82000000000001,0.0,0.0,0.0,0.0,0.0,662.87,2548.32,20039.29,0.0,0.0,148.5,2.15,59.63,154.60999999999999,0.0,180.85,2060.0,2080.55,15761.11,0.0,0.0,25086.23,0.0,0.0,6411.93,0.0,36.03,20988.91,4371.28,0.0,0.0,1780.55,0.0,0.0,0.0,484.0,0.0,26485.09,830.0,14014.77,0.0,0.0,969.99,14.540000000000001,1344.39,7473.900000000001,0.0,4073.6600000000003,4911,1739.7,10770.28,19760.64,0.0,0.0,0.0,0.0,0.0,14590.310000000001
2022-03-05,US,6843.0,45.24,71264.19,23223.98,8.51,202.3,0.0,0.0,180.83,32.23,0.0,595.32,0.0,2.35,1148.57,130.75,0.0,0.0,94.02,0.0,0.0,0.0,0.0,0.0,721.64,1975.78,18912.53,0.0,0.0,257.83,0.0,58.260000000000005,121.7,0.0,207.79,2150.0,2198.94,29406.760000000002,0.0,0.0,28144.87,738.0,0.0,6597.88,0.0,35.76,21973.44,6987.82,0.0,0.0,3208.26,0.0,0.0,0.0,577.5,0.0,25822.420000000002,1055.0,14023.17,0.0,0.0,967.12,0.0,1496.91,6479.14,0.0,4460.06,5232,2731.2300000000005,12820.36,23156.54,0.0,0.0,0.0,0.0,0.0,16320.050000000001
2022-03-06,US,7286.0,42.92,74878.91,24687.04,8.18,212.66,0.0,0.0,233.4,33.53,0.0,602.59,0.0,2.54,1215.58,221.01,0.0,0.0,92.44,0.0,0.0,0.0,0.0,0.0,771.42,2245.3199999999997,20244.19,0.0,0.0,279.48,0.0,60.68,92.47,0.0,206.91,2050.0,2287.99,37127.99,0.0,6.0,35438.37,450.0,0.0,6231.4800000000005,0.0,36.88,20290.11,9661.75,0.0,0.0,3110.25,0.0,0.0,0.0,313.5,0.0,25305.190000000002,570.0,14022.17,0.0,0.0,970.0,0.0,1501.3400000000001,5489.79,0.0,5239.62,5640,2146.0,13433.060000000001,23444.09,0.0,0.0,0.0,0.0,0.0,17343.09
2022-03-07,US,5951.0,44.16,69129.99,36363.4,8.3,228.71,0.0,0.0,184.0,27.5,0.0,627.9,0.0,2.41,1270.5,74.1,0.0,0.0,70.9,0.0,0.0,0.0,0.0,0.0,777.13,2126.91,19658.2,0.0,0.0,304.88,0.0,52.730000000000004,66.02,164.32,113.59,2400.0,2070.48,37530.520000000004,0.0,0.0,46423.020000000004,594.0,0.0,6452.42,0.0,36.62,21534.03,2927.26,0.0,0.0,2460.96,0.0,0.0,0.0,396.0,0.0,24677.46,290.0,14026.800000000001,0.0,0.0,967.89,0.0,1400.56,3961.8500000000004,1005.0,2864.84,4536,1966.22,13647.910000000002,22788.85,0.0,0.0,0.0,0.0,0.0,16475.5
