date,channel,optimize,impression,cost,new_user_x,day1_revenue,day7_revenue_x,day14_revenue,publish_force,publish_hot,publish_bug,publish_internal,publish_external,day7_revenue_y,new_user_y,retention,active_revenue
2/9/2022,TikTok (1724100454008866),INSTALL,41687,194,21,1.21,2.8,4.64,0,0,0,0,0,10796.88,5842,0.4428,57193.08
2/9/2022,TikTok (1722286226972721),AEO,316439,1451.44,8,4.97,5.49,5.49,0,0,0,0,0,10796.88,5842,0.4428,57193.08
2/9/2022,Moloco (qndPqBpJ1dAMf41N),ROAS,17734940,12516.57,979,247.54,1409.7,2498.23,0,0,0,0,0,10796.88,5842,0.4428,57193.08
2/9/2022,Liftoff (88ffd090d1),OTHER,817524,19797.72,806,163.3,1212.09,1971.66,0,0,0,0,0,10796.88,5842,0.4428,57193.08
2/9/2022,IronSource (8454073),INSTALL,34613,1487.62,142,46.23,183.57,285.48,0,0,0,0,0,10796.88,5842,0.4428,57193.08
2/9/2022,IronSource (8437695),INSTALL,0,5,0,0,0,0,0,0,0,0,0,10796.88,5842,0.4428,57193.08
2/9/2022,GoogleUAC (12661998941),AEO,115962,4600.72,10,1.12,21.07,42.28,0,0,0,0,0,10796.88,5842,0.4428,57193.08
2/9/2022,Facebook (23849554058460631),ROAS,193901,5625.5,0,0,0,0,0,0,0,0,0,10796.88,5842,0.4428,57193.08
2/9/2022,Facebook (23848330050610631),ROAS,105124,2556.56,0,0,0,0,0,0,0,0,0,10796.88,5842,0.4428,57193.08
2/9/2022,Facebook (23847706553010631),ROAS,611753,16413.41,0,0,0,0,0,0,0,0,0,10796.88,5842,0.4428,57193.08
2/9/2022,Facebook (23847011685740631),AEO,776239,8533.7,0,0,0,0,0,0,0,0,0,10796.88,5842,0.4428,57193.08
2/9/2022,Facebook (23847011092900631),INSTALL,1946,36.65,0,0,0,0,0,0,0,0,0,10796.88,5842,0.4428,57193.08
2/9/2022,Chartboost (61e14238d5feab0838c66aad),ROAS,604,20,1,23.98,23.98,23.98,0,0,0,0,0,10796.88,5842,0.4428,57193.08
2/9/2022,Applovin (2b5a3e161e7c1e7999d0d5cf7c1605fb),ROAS,87452,16376.32,404,251.62,1676.91,3241.9,0,0,0,0,0,10796.88,5842,0.4428,57193.08
2/9/2022,Applovin (1b9638f46b9476ed96e6ccf54b2cc7bd),INSTALL,0,6,0,0,0,0,0,0,0,0,0,10796.88,5842,0.4428,57193.08
2/9/2022,Applovin (1619a4ec3c54d4c51e469d3f245c1b4e),AEO,88221,8777.98,549,204.09,1100.43,2079.83,0,0,0,0,0,10796.88,5842,0.4428,57193.08
2/9/2022,AppleSearch (893215735),ROAS,3681,248.04,4,0,4.03,9.26,0,0,0,0,0,10796.88,5842,0.4428,57193.08
2/9/2022,AppleSearch (893208478),ROAS,3828,1614.59,81,161.94,261.69,439.06,0,0,0,0,0,10796.88,5842,0.4428,57193.08
2/9/2022,Appier (DreamIsland_ee13173f81f5),INSTALL,16112306,798,126,43.86,151.97,200.13,0,0,0,0,0,10796.88,5842,0.4428,57193.08
2/10/2022,Vungle (61c13dced41d3500101b4cef),ROAS,220042,4356.5,400,51.62,506.16,862.32,0,0,0,0,0,11491.02,5912,0.4325,48199.53
2/10/2022,Unity (62051552a368fa54e6597817),ROAS,2124,126.07,17,0.75,7.49,25.85,0,0,0,0,0,11491.02,5912,0.4325,48199.53
2/10/2022,Unity (61c06cab2cd994fec218c0ab),ROAS,23811,1801.64,140,11.93,214.23,386.71,0,0,0,0,0,11491.02,5912,0.4325,48199.53
2/10/2022,Unity (612db4293201446aea84eb37),ROAS,70865,3818.98,179,24.61,174.8,374.68,0,0,0,0,0,11491.02,5912,0.4325,48199.53
2/10/2022,Unity (6116217fd19d5606f9bcd4b2),ROAS,12892,1166.88,40,23.83,69.83,91.88,0,0,0,0,0,11491.02,5912,0.4325,48199.53
2/10/2022,Unity (60a4e5353aade805296adfa0),ROAS,11356,801.71,22,0.62,5.67,10.57,0,0,0,0,0,11491.02,5912,0.4325,48199.53
2/10/2022,Unity (6081233cd01097498049b622),INSTALL,71504,1198.66,192,53.46,190.36,269.18,0,0,0,0,0,11491.02,5912,0.4325,48199.53
2/10/2022,Unity (6066e99c352a0bbbf644ec71),INSTALL,52576,1579.52,207,44.23,178.08,263.05,0,0,0,0,0,11491.02,5912,0.4325,48199.53
2/10/2022,TikTok (1724100454008866),INSTALL,37957,194.01,13,1.23,2.52,2.52,0,0,0,0,0,11491.02,5912,0.4325,48199.53
2/10/2022,TikTok (1722286226972721),AEO,343217,1455,9,0,0.48,0.75,0,0,0,0,0,11491.02,5912,0.4325,48199.53
2/10/2022,Moloco (qndPqBpJ1dAMf41N),ROAS,16959614,12517.36,963,148.24,1459.78,2462.15,0,0,0,0,0,11491.02,5912,0.4325,48199.53
2/10/2022,Liftoff (88ffd090d1),OTHER,868826,22525.78,958,284.55,1479.83,2948.57,0,0,0,0,0,11491.02,5912,0.4325,48199.53
2/10/2022,IronSource (8454073),INSTALL,29560,1234.95,110,33.25,133.48,168.65,0,0,0,0,0,11491.02,5912,0.4325,48199.53
2/10/2022,GoogleUAC (12661998941),AEO,86777,3342.62,4,21.62,49.85,71.61,0,0,0,0,0,11491.02,5912,0.4325,48199.53
2/10/2022,Facebook (23849554058460631),ROAS,243332,5614.84,0,0,0,0,0,0,0,0,0,11491.02,5912,0.4325,48199.53
2/10/2022,Facebook (23848330050610631),ROAS,114692,2472.89,0,0,0,0,0,0,0,0,0,11491.02,5912,0.4325,48199.53
2/10/2022,Facebook (23847706553010631),ROAS,670253,16298.14,0,0,0,0,0,0,0,0,0,11491.02,5912,0.4325,48199.53
2/10/2022,Facebook (23847011685740631),AEO,736625,8460.25,0,0,0,0,0,0,0,0,0,11491.02,5912,0.4325,48199.53
2/10/2022,Facebook (23847011092900631),INSTALL,1858,36.04,0,0,0,0,0,0,0,0,0,11491.02,5912,0.4325,48199.53
2/10/2022,Chartboost (61e14238d5feab0838c66aad),ROAS,6269,40,2,0,0.55,0.99,0,0,0,0,0,11491.02,5912,0.4325,48199.53
2/10/2022,Applovin (2b5a3e161e7c1e7999d0d5cf7c1605fb),ROAS,98800,17650.31,484,307.62,2171.32,3730.22,0,0,0,0,0,11491.02,5912,0.4325,48199.53
2/10/2022,Applovin (1b9638f46b9476ed96e6ccf54b2cc7bd),INSTALL,0,6,0,0,0,0,0,0,0,0,0,11491.02,5912,0.4325,48199.53
2/10/2022,Applovin (1619a4ec3c54d4c51e469d3f245c1b4e),AEO,69959,13458.05,382,180.91,1042.9,1920.26,0,0,0,0,0,11491.02,5912,0.4325,48199.53
2/10/2022,AppleSearch (893215735),ROAS,2903,158.48,5,0.65,0.65,0.65,0,0,0,0,0,11491.02,5912,0.4325,48199.53
2/10/2022,AppleSearch (893208478),ROAS,4252,1826.21,106,29.47,313.82,453.8,0,0,0,0,0,11491.02,5912,0.4325,48199.53
2/10/2022,Appier (DreamIsland_ee13173f81f5),INSTALL,17550287,1008,151,27.56,153.23,245.64,0,0,0,0,0,11491.02,5912,0.4325,48199.53
2/11/2022,Vungle (61c13dced41d3500101b4cef),ROAS,204112,4404.5,334,97.1,459.03,891.58,0,0,0,0,0,13261.53,5887,0.4338,53279.84
2/11/2022,Unity (62051552a368fa54e6597817),ROAS,4384,223.05,11,0.3,1.21,5.01,0,0,0,0,0,13261.53,5887,0.4338,53279.84
2/11/2022,Unity (61c06cab2cd994fec218c0ab),ROAS,32286,2692.17,135,88.6,425.77,690.25,0,0,0,0,0,13261.53,5887,0.4338,53279.84
2/11/2022,Unity (612db4293201446aea84eb37),ROAS,59032,3735.22,199,43.12,160.81,381.62,0,0,0,0,0,13261.53,5887,0.4338,53279.84
2/11/2022,Unity (6116217fd19d5606f9bcd4b2),ROAS,10005,949.09,26,3.51,64.63,91.71,0,0,0,0,0,13261.53,5887,0.4338,53279.84
2/11/2022,Unity (60a4e5353aade805296adfa0),ROAS,10163,803.14,26,35.5,366.66,378.82,0,0,0,0,0,13261.53,5887,0.4338,53279.84
2/11/2022,Unity (6081233cd01097498049b622),INSTALL,66688,1197.21,190,40,143.13,212.55,0,0,0,0,0,13261.53,5887,0.4338,53279.84
2/11/2022,Unity (6066e99c352a0bbbf644ec71),INSTALL,44465,1271.92,202,57.44,196.28,292.72,0,0,0,0,0,13261.53,5887,0.4338,53279.84
2/11/2022,TikTok (1724100454008866),INSTALL,37716,194.01,16,4.32,7.28,8.08,0,0,0,0,0,13261.53,5887,0.4338,53279.84
2/11/2022,TikTok (1722286226972721),AEO,13035,67.23,1,0,0,0,0,0,0,0,0,13261.53,5887,0.4338,53279.84
2/11/2022,Moloco (qndPqBpJ1dAMf41N),ROAS,16449879,12525.16,889,110.18,605.93,1077.52,0,0,0,0,0,13261.53,5887,0.4338,53279.84
2/11/2022,Liftoff (88ffd090d1),OTHER,758350,22505.32,852,293.28,1439.77,2516.34,0,0,0,0,0,13261.53,5887,0.4338,53279.84
2/11/2022,IronSource (8454073),INSTALL,14368,555.52,46,9.85,43.31,45.96,0,0,0,0,0,13261.53,5887,0.4338,53279.84
2/11/2022,IronSource (8437695),INSTALL,23673,389.8,91,35.74,160,179.38,0,0,0,0,0,13261.53,5887,0.4338,53279.84
2/11/2022,GoogleUAC (12661998941),AEO,41920,1989.37,8,5.41,67.99,74.8,0,0,0,0,0,13261.53,5887,0.4338,53279.84
2/11/2022,Facebook (23849554058460631),ROAS,302553,6588.34,0,0,0,0,0,0,0,0,0,13261.53,5887,0.4338,53279.84
2/11/2022,Facebook (23848330050610631),ROAS,121924,2603.97,0,0,0,0,0,0,0,0,0,13261.53,5887,0.4338,53279.84
2/11/2022,Facebook (23847706553010631),ROAS,616630,15621.36,0,0,0,0,0,0,0,0,0,13261.53,5887,0.4338,53279.84
2/11/2022,Facebook (23847011685740631),AEO,619179,7642.34,0,0,0,0,0,0,0,0,0,13261.53,5887,0.4338,53279.84
2/11/2022,Facebook (23847011092900631),INSTALL,1788,35.95,0,0,0,0,0,0,0,0,0,13261.53,5887,0.4338,53279.84
2/11/2022,Chartboost (61e14238d5feab0838c66aad),ROAS,7064,74.28,7,0,1.02,3.36,0,0,0,0,0,13261.53,5887,0.4338,53279.84
2/11/2022,Applovin (2b5a3e161e7c1e7999d0d5cf7c1605fb),ROAS,152968,22347.84,537,585.05,3595.25,5264.48,0,0,0,0,0,13261.53,5887,0.4338,53279.84
2/11/2022,Applovin (1b9638f46b9476ed96e6ccf54b2cc7bd),INSTALL,0,18,0,0,0,0,0,0,0,0,0,13261.53,5887,0.4338,53279.84
2/11/2022,Applovin (1619a4ec3c54d4c51e469d3f245c1b4e),AEO,146118,12990.08,596,337.03,2100.97,3324.91,0,0,0,0,0,13261.53,5887,0.4338,53279.84
2/11/2022,AppleSearch (893215735),ROAS,1537,126.21,4,7,7,8.1,0,0,0,0,0,13261.53,5887,0.4338,53279.84
2/11/2022,AppleSearch (893208478),ROAS,4143,2011.04,89,33.76,135.08,296.13,0,0,0,0,0,13261.53,5887,0.4338,53279.84
2/11/2022,Appier (DreamIsland_ee13173f81f5),INSTALL,17558613,774,119,36.25,141.99,190.2,0,0,0,0,0,13261.53,5887,0.4338,53279.84
2/12/2022,Vungle (61c13dced41d3500101b4cef),ROAS,207302,4151.5,381,65.4,459.26,817.61,0,0,0,0,0,14991.28,7316,0.4426,57318.14
2/12/2022,Unity (62051552a368fa54e6597817),ROAS,3110,201.32,18,2.53,11.4,33.53,0,0,0,0,0,14991.28,7316,0.4426,57318.14
2/12/2022,Unity (61c06cab2cd994fec218c0ab),ROAS,22283,1954.13,95,76.15,274.27,595.22,0,0,0,0,0,14991.28,7316,0.4426,57318.14
2/12/2022,Unity (612db4293201446aea84eb37),ROAS,64749,3799.82,229,189.86,678.31,964.15,0,0,0,0,0,14991.28,7316,0.4426,57318.14
2/12/2022,Unity (6116217fd19d5606f9bcd4b2),ROAS,8472,848.95,24,49.99,98.22,114.99,0,0,0,0,0,14991.28,7316,0.4426,57318.14
2/12/2022,Unity (60a4e5353aade805296adfa0),ROAS,10747,798.84,29,18.61,37.26,91.37,0,0,0,0,0,14991.28,7316,0.4426,57318.14
2/12/2022,Unity (6081233cd01097498049b622),INSTALL,64870,1198.65,235,41.11,159.02,234.72,0,0,0,0,0,14991.28,7316,0.4426,57318.14
2/12/2022,Unity (6066e99c352a0bbbf644ec71),INSTALL,37165,1088.16,199,68.57,231.36,339.94,0,0,0,0,0,14991.28,7316,0.4426,57318.14
2/12/2022,TikTok (1724100454008866),INSTALL,34974,193.99,25,1.72,6.92,7.5,0,0,0,0,0,14991.28,7316,0.4426,57318.14
2/12/2022,Moloco (qndPqBpJ1dAMf41N),ROAS,17013726,12512.75,921,183.94,865.66,1636.2,0,0,0,0,0,14991.28,7316,0.4426,57318.14
2/12/2022,Liftoff (88ffd090d1),OTHER,785283,22519.33,1057,217.54,1628.68,2723.57,0,0,0,0,0,14991.28,7316,0.4426,57318.14
2/12/2022,IronSource (8454073),INSTALL,53285,2204.44,321,97.46,337.12,454.42,0,0,0,0,0,14991.28,7316,0.4426,57318.14
2/12/2022,IronSource (8437695),INSTALL,34256,728.3,147,28.5,105.51,162.45,0,0,0,0,0,14991.28,7316,0.4426,57318.14
2/12/2022,GoogleUAC (12661998941),AEO,51625,2622.45,6,3.59,27.47,34.88,0,0,0,0,0,14991.28,7316,0.4426,57318.14
2/12/2022,Facebook (23849554058460631),ROAS,330446,6983.5,0,0,0,0,0,0,0,0,0,14991.28,7316,0.4426,57318.14
2/12/2022,Facebook (23848330050610631),ROAS,112743,2450.73,0,0,0,0,0,0,0,0,0,14991.28,7316,0.4426,57318.14
2/12/2022,Facebook (23847706553010631),ROAS,674478,16443.03,0,0,0,0,0,0,0,0,0,14991.28,7316,0.4426,57318.14
2/12/2022,Facebook (23847011685740631),AEO,636468,8373.82,0,0,0,0,0,0,0,0,0,14991.28,7316,0.4426,57318.14
2/12/2022,Facebook (23847011092900631),INSTALL,1687,35.75,0,0,0,0,0,0,0,0,0,14991.28,7316,0.4426,57318.14
2/12/2022,Chartboost (61e14238d5feab0838c66aad),ROAS,7807,91.22,5,1.23,2.25,5.06,0,0,0,0,0,14991.28,7316,0.4426,57318.14
2/12/2022,Applovin (2b5a3e161e7c1e7999d0d5cf7c1605fb),ROAS,216971,25268.86,792,970.85,4409.63,7244.91,0,0,0,0,0,14991.28,7316,0.4426,57318.14
2/12/2022,Applovin (1b9638f46b9476ed96e6ccf54b2cc7bd),INSTALL,0,6,0,0,0,0,0,0,0,0,0,14991.28,7316,0.4426,57318.14
2/12/2022,Applovin (1619a4ec3c54d4c51e469d3f245c1b4e),AEO,192453,13626.63,780,290.9,1560.34,2925.39,0,0,0,0,0,14991.28,7316,0.4426,57318.14
2/12/2022,AppleSearch (893215735),ROAS,2534,151.34,8,0.21,3.72,6.74,0,0,0,0,0,14991.28,7316,0.4426,57318.14
2/12/2022,AppleSearch (893208478),ROAS,4796,2113.98,78,32.14,234.85,413.41,0,0,0,0,0,14991.28,7316,0.4426,57318.14
2/12/2022,Appier (DreamIsland_ee13173f81f5),INSTALL,17599756,882,137,42.46,364.25,1122.65,0,0,0,0,0,14991.28,7316,0.4426,57318.14
2/13/2022,Vungle (61c13dced41d3500101b4cef),ROAS,201235,4762.5,366,110.94,307.59,646.98,0,0,0,0,0,17784.12,7507,0.4054,61327.49
2/13/2022,Unity (62051552a368fa54e6597817),ROAS,4450,308.88,19,1.87,5.12,12.7,0,0,0,0,0,17784.12,7507,0.4054,61327.49
2/13/2022,Unity (61c06cab2cd994fec218c0ab),ROAS,13147,1278.7,82,24.23,404.27,670.63,0,0,0,0,0,17784.12,7507,0.4054,61327.49
2/13/2022,Unity (612db4293201446aea84eb37),ROAS,64898,3788.9,226,49.78,510.91,705.23,0,0,0,0,0,17784.12,7507,0.4054,61327.49
2/13/2022,Unity (6116217fd19d5606f9bcd4b2),ROAS,4344,572.84,33,2.04,7.11,26.38,0,0,0,0,0,17784.12,7507,0.4054,61327.49
2/13/2022,Unity (60a4e5353aade805296adfa0),ROAS,9133,801.62,38,9.74,23.23,56.5,0,0,0,0,0,17784.12,7507,0.4054,61327.49
2/13/2022,Unity (6081233cd01097498049b622),INSTALL,66728,1199.13,206,38.85,138.7,202.35,0,0,0,0,0,17784.12,7507,0.4054,61327.49
2/13/2022,Unity (6066e99c352a0bbbf644ec71),INSTALL,47358,1484.77,252,102.03,497.92,638.29,0,0,0,0,0,17784.12,7507,0.4054,61327.49
2/13/2022,TikTok (1724100454008866),INSTALL,36444,194.02,23,0.34,1.07,1.32,0,0,0,0,0,17784.12,7507,0.4054,61327.49
2/13/2022,Moloco (qndPqBpJ1dAMf41N),ROAS,17748381,12526.45,1023,245.67,1540.91,2758.05,0,0,0,0,0,17784.12,7507,0.4054,61327.49
2/13/2022,Liftoff (88ffd090d1),OTHER,754577,22105.62,1041,410.76,2507.81,4221.59,0,0,0,0,0,17784.12,7507,0.4054,61327.49
2/13/2022,IronSource (8454073),INSTALL,55846,2515.53,188,50.85,134.89,173.49,0,0,0,0,0,17784.12,7507,0.4054,61327.49
2/13/2022,IronSource (8437695),INSTALL,48499,959.8,147,57.72,133.39,198.41,0,0,0,0,0,17784.12,7507,0.4054,61327.49
2/13/2022,GoogleUAC (12661998941),AEO,85376,3468.5,3,0,0.72,1.51,0,0,0,0,0,17784.12,7507,0.4054,61327.49
2/13/2022,Facebook (23849554058460631),ROAS,378198,6667.53,0,0,0,0,0,0,0,0,0,17784.12,7507,0.4054,61327.49
2/13/2022,Facebook (23848330050610631),ROAS,138314,2555.3,0,0,0,0,0,0,0,0,0,17784.12,7507,0.4054,61327.49
2/13/2022,Facebook (23847706553010631),ROAS,778063,15399.94,0,0,0,0,0,0,0,0,0,17784.12,7507,0.4054,61327.49
2/13/2022,Facebook (23847011685740631),AEO,780594,7961.91,0,0,0,0,0,0,0,0,0,17784.12,7507,0.4054,61327.49
2/13/2022,Facebook (23847011092900631),INSTALL,2052,35.99,0,0,0,0,0,0,0,0,0,17784.12,7507,0.4054,61327.49
2/13/2022,Chartboost (61e14238d5feab0838c66aad),ROAS,29774,438.71,21,0.22,0.59,0.81,0,0,0,0,0,17784.12,7507,0.4054,61327.49
2/13/2022,Applovin (2b5a3e161e7c1e7999d0d5cf7c1605fb),ROAS,273713,32238.5,1018,903.11,5151.29,8240.43,0,0,0,0,0,17784.12,7507,0.4054,61327.49
2/13/2022,Applovin (1b9638f46b9476ed96e6ccf54b2cc7bd),INSTALL,0,6,0,0,0,0,0,0,0,0,0,17784.12,7507,0.4054,61327.49
2/13/2022,Applovin (1619a4ec3c54d4c51e469d3f245c1b4e),AEO,210061,18781.13,691,300.07,1857.63,3237.38,0,0,0,0,0,17784.12,7507,0.4054,61327.49
2/13/2022,AppleSearch (893215735),ROAS,3558,170.52,7,1.24,4.15,8.1,0,0,0,0,0,17784.12,7507,0.4054,61327.49
2/13/2022,AppleSearch (893208478),ROAS,4689,1964.31,78,192.66,914.14,1237.46,0,0,0,0,0,17784.12,7507,0.4054,61327.49
2/13/2022,Appier (DreamIsland_ee13173f81f5),INSTALL,17114800,900,139,31.19,209.83,308.12,0,0,0,0,0,17784.12,7507,0.4054,61327.49
2/14/2022,Vungle (61c13dced41d3500101b4cef),ROAS,153696,3269,350,40.54,253.36,530.28,0,0,0,0,0,15590.1,6938,0.4487,57687.86
2/14/2022,Unity (62051552a368fa54e6597817),ROAS,1164,72.12,1,0,0.09,1.05,0,0,0,0,0,15590.1,6938,0.4487,57687.86
2/14/2022,Unity (61c06cab2cd994fec218c0ab),ROAS,11052,963.72,54,19.48,362.18,659.72,0,0,0,0,0,15590.1,6938,0.4487,57687.86
2/14/2022,Unity (612db4293201446aea84eb37),ROAS,65783,3785.37,165,82.47,180.41,287.46,0,0,0,0,0,15590.1,6938,0.4487,57687.86
2/14/2022,Unity (6116217fd19d5606f9bcd4b2),ROAS,3497,446.36,11,0.38,9.69,18.02,0,0,0,0,0,15590.1,6938,0.4487,57687.86
2/14/2022,Unity (60a4e5353aade805296adfa0),ROAS,10017,796.45,22,0.77,7.19,18.05,0,0,0,0,0,15590.1,6938,0.4487,57687.86
2/14/2022,Unity (6081233cd01097498049b622),INSTALL,68986,1201.9,167,26.84,93.09,124.19,0,0,0,0,0,15590.1,6938,0.4487,57687.86
2/14/2022,Unity (6066e99c352a0bbbf644ec71),INSTALL,74391,2338.28,442,106.18,402.04,549.12,0,0,0,0,0,15590.1,6938,0.4487,57687.86
2/14/2022,TikTok (1724100454008866),INSTALL,48471,259.35,14,3.39,7.51,7.85,0,0,0,0,0,15590.1,6938,0.4487,57687.86
2/14/2022,Moloco (qndPqBpJ1dAMf41N),ROAS,15355141,12526.46,940,163.91,1251.84,2274.68,0,0,0,0,0,15590.1,6938,0.4487,57687.86
2/14/2022,Liftoff (88ffd090d1),OTHER,713392,21207.43,897,256.17,2544.95,4427.46,0,0,0,0,0,15590.1,6938,0.4487,57687.86
2/14/2022,IronSource (8454073),INSTALL,44893,1519.68,143,34.67,123.42,164.9,0,0,0,0,0,15590.1,6938,0.4487,57687.86
2/14/2022,IronSource (8437695),INSTALL,47486,885.4,152,17.79,117.87,154.61,0,0,0,0,0,15590.1,6938,0.4487,57687.86
2/14/2022,GoogleUAC (12661998941),AEO,86342,3272.45,1,0,0,0,0,0,0,0,0,15590.1,6938,0.4487,57687.86
2/14/2022,Facebook (23849554058460631),ROAS,445274,7058.57,0,0,0,0,0,0,0,0,0,15590.1,6938,0.4487,57687.86
2/14/2022,Facebook (23848330050610631),ROAS,190725,2772.43,0,0,0,0,0,0,0,0,0,15590.1,6938,0.4487,57687.86
2/14/2022,Facebook (23847706553010631),ROAS,860547,14946.04,0,0,0,0,0,0,0,0,0,15590.1,6938,0.4487,57687.86
2/14/2022,Facebook (23847011685740631),AEO,862379,7956.07,0,0,0,0,0,0,0,0,0,15590.1,6938,0.4487,57687.86
2/14/2022,Facebook (23847011092900631),INSTALL,2087,36.2,0,0,0,0,0,0,0,0,0,15590.1,6938,0.4487,57687.86
2/14/2022,Chartboost (61e14238d5feab0838c66aad),ROAS,44114,408.61,20,0.14,1.63,5.91,0,0,0,0,0,15590.1,6938,0.4487,57687.86
2/14/2022,Applovin (2b5a3e161e7c1e7999d0d5cf7c1605fb),ROAS,345451,36146.31,990,710.61,4938.59,7853.52,0,0,0,0,0,15590.1,6938,0.4487,57687.86
2/14/2022,Applovin (1b9638f46b9476ed96e6ccf54b2cc7bd),INSTALL,0,18,0,0,0,0,0,0,0,0,0,15590.1,6938,0.4487,57687.86
2/14/2022,Applovin (1619a4ec3c54d4c51e469d3f245c1b4e),AEO,243775,18085.87,673,268.43,2211.45,3814.14,0,0,0,0,0,15590.1,6938,0.4487,57687.86
2/14/2022,AppleSearch (893215735),ROAS,1554,66.27,3,0.13,1.4,2.07,0,0,0,0,0,15590.1,6938,0.4487,57687.86
2/14/2022,AppleSearch (893208478),ROAS,4002,1770.8,90,38.83,209.44,478.17,0,0,0,0,0,15590.1,6938,0.4487,57687.86
2/14/2022,Appier (DreamIsland_ee13173f81f5),INSTALL,18758782,1254,197,40.02,218.02,308.24,0,0,0,0,0,15590.1,6938,0.4487,57687.86
2/15/2022,Vungle (61c13dced41d3500101b4cef),ROAS,181398,3324.5,219,14.63,188.54,324.61,0,0,0,0,0,16450.18,6832,0.4477,57970.49
2/15/2022,Unity (62051552a368fa54e6597817),ROAS,31,3.46,0,0,0,0,0,0,0,0,0,16450.18,6832,0.4477,57970.49
2/15/2022,Unity (61c06cab2cd994fec218c0ab),ROAS,12036,941.95,72,21.92,282.03,423.74,0,0,0,0,0,16450.18,6832,0.4477,57970.49
2/15/2022,Unity (612db4293201446aea84eb37),ROAS,64708,3778.17,215,71.76,430.29,908.22,0,0,0,0,0,16450.18,6832,0.4477,57970.49
2/15/2022,Unity (6116217fd19d5606f9bcd4b2),ROAS,3016,386.69,13,15.46,195.41,249.34,0,0,0,0,0,16450.18,6832,0.4477,57970.49
2/15/2022,Unity (60a4e5353aade805296adfa0),ROAS,9542,798.85,32,1.71,86.88,209.6,0,0,0,0,0,16450.18,6832,0.4477,57970.49
2/15/2022,Unity (6081233cd01097498049b622),INSTALL,70980,1197.84,161,26.17,109.35,152.9,0,0,0,0,0,16450.18,6832,0.4477,57970.49
2/15/2022,Unity (6066e99c352a0bbbf644ec71),INSTALL,89484,2965.86,397,67.91,240,342.3,0,0,0,0,0,16450.18,6832,0.4477,57970.49
2/15/2022,TikTok (1724100454008866),INSTALL,53716,291,13,1.19,9.87,11.52,0,0,0,0,0,16450.18,6832,0.4477,57970.49
2/15/2022,Moloco (qndPqBpJ1dAMf41N),ROAS,15898088,12568.07,872,177.52,1050.6,1748.72,0,0,0,0,0,16450.18,6832,0.4477,57970.49
2/15/2022,Liftoff (88ffd090d1),OTHER,732457,22007.82,1044,343.92,2799.91,4994.97,0,0,0,0,0,16450.18,6832,0.4477,57970.49
2/15/2022,IronSource (8454073),INSTALL,43997,1444.16,152,46.67,173.88,214.54,0,0,0,0,0,16450.18,6832,0.4477,57970.49
2/15/2022,IronSource (8437695),INSTALL,49386,867.6,140,28.45,118.09,170.13,0,0,0,0,0,16450.18,6832,0.4477,57970.49
2/15/2022,GoogleUAC (12661998941),AEO,73242,3147.85,8,0.08,25.99,48.08,0,0,0,0,0,16450.18,6832,0.4477,57970.49
2/15/2022,Facebook (23849554058460631),ROAS,375908,7028.12,0,0,0,0,0,0,0,0,0,16450.18,6832,0.4477,57970.49
2/15/2022,Facebook (23848330050610631),ROAS,172835,2766.98,0,0,0,0,0,0,0,0,0,16450.18,6832,0.4477,57970.49
2/15/2022,Facebook (23847706553010631),ROAS,765471,14932.96,0,0,0,0,0,0,0,0,0,16450.18,6832,0.4477,57970.49
2/15/2022,Facebook (23847011685740631),AEO,784267,8014.8,0,0,0,0,0,0,0,0,0,16450.18,6832,0.4477,57970.49
2/15/2022,Facebook (23847011092900631),INSTALL,1943,37,0,0,0,0,0,0,0,0,0,16450.18,6832,0.4477,57970.49
2/15/2022,Chartboost (61e14238d5feab0838c66aad),ROAS,15640,393.61,19,0.62,2.25,4.06,0,0,0,0,0,16450.18,6832,0.4477,57970.49
2/15/2022,Applovin (2b5a3e161e7c1e7999d0d5cf7c1605fb),ROAS,337386,37942.2,703,509.26,3454.02,5914.98,0,0,0,0,0,16450.18,6832,0.4477,57970.49
2/15/2022,Applovin (1619a4ec3c54d4c51e469d3f245c1b4e),AEO,254772,17136.84,763,358.41,3036.22,5607.08,0,0,0,0,0,16450.18,6832,0.4477,57970.49
2/15/2022,AppleSearch (893215735),ROAS,1378,29.84,5,0.46,1.21,1.21,0,0,0,0,0,16450.18,6832,0.4477,57970.49
2/15/2022,AppleSearch (893208478),ROAS,4267,1428.96,96,25.05,409.8,831.58,0,0,0,0,0,16450.18,6832,0.4477,57970.49
2/15/2022,Appier (DreamIsland_ee13173f81f5),INSTALL,26545329,1542,240,64.54,438.76,558.17,0,0,0,0,0,16450.18,6832,0.4477,57970.49
2/16/2022,Vungle (61c13dced41d3500101b4cef),ROAS,200177,4059.6,405,53.52,370.59,647.57,0,0,0,0,0,14280.24,6871,0.4451,61590.5
2/16/2022,Unity (62051552a368fa54e6597817),ROAS,4,0.63,0,0,0,0,0,0,0,0,0,14280.24,6871,0.4451,61590.5
2/16/2022,Unity (61c06cab2cd994fec218c0ab),ROAS,13531,949.74,55,4.46,54.06,115.16,0,0,0,0,0,14280.24,6871,0.4451,61590.5
2/16/2022,Unity (612db4293201446aea84eb37),ROAS,67194,3816.6,213,30.44,188.97,431.79,0,0,0,0,0,14280.24,6871,0.4451,61590.5
