date,channel,optimize,impression,cost,new_user_x,day1_revenue,day7_revenue_x,day14_revenue,publish_force,publish_hot,publish_bug,publish_internal,publish_external,day7_revenue_y,new_user_y,retention,active_revenue
1/1/2022,Vungle (61c13dced41d3500101b4cef),ROAS,117741,2873,319,75.42,293.78,673.86,0,0,0,0,0,8416.6,4320,0.4884,40848.45
1/1/2022,Unity (61c06cab2cd994fec218c0ab),ROAS,3300,204.11,12,1.07,35.5,51.15,0,0,0,0,0,8416.6,4320,0.4884,40848.45
1/1/2022,Unity (612db4293201446aea84eb37),ROAS,12990,891.63,36,1.09,7.36,72.35,0,0,0,0,0,8416.6,4320,0.4884,40848.45
1/1/2022,Unity (6116217fd19d5606f9bcd4b2),ROAS,3,1.22,0,0,0,0,0,0,0,0,0,8416.6,4320,0.4884,40848.45
1/1/2022,Unity (60a4e5353aade805296adfa0),ROAS,14299,1035.05,64,16.99,251.9,340.82,0,0,0,0,0,8416.6,4320,0.4884,40848.45
1/1/2022,Unity (6081233cd01097498049b622),INSTALL,38918,802.33,158,46.61,162.3,207.31,0,0,0,0,0,8416.6,4320,0.4884,40848.45
1/1/2022,Unity (6066e99c352a0bbbf644ec71),INSTALL,40330,1501.91,353,98.8,494.57,662.9,0,0,0,0,0,8416.6,4320,0.4884,40848.45
1/1/2022,Moloco (qndPqBpJ1dAMf41N),ROAS,10027961,7512.99,786,120.25,896.4,1670.93,0,0,0,0,0,8416.6,4320,0.4884,40848.45
1/1/2022,Liftoff (88ffd090d1),OTHER,532721,12266.19,803,251.85,1573.47,3060.59,0,0,0,0,0,8416.6,4320,0.4884,40848.45
1/1/2022,IronSource (8454073),INSTALL,8077,381.44,100,24.32,117.83,146.61,0,0,0,0,0,8416.6,4320,0.4884,40848.45
1/1/2022,IronSource (8437695),INSTALL,32477,637.9,98,22.12,103.1,150.61,0,0,0,0,0,8416.6,4320,0.4884,40848.45
1/1/2022,GoogleUAC (12661998941),AEO,74728,3922.67,11,4.15,33.98,57.41,0,0,0,0,0,8416.6,4320,0.4884,40848.45
1/1/2022,Facebook (23848330050610631),ROAS,64973,1206.35,0,0,0,0,0,0,0,0,0,8416.6,4320,0.4884,40848.45
1/1/2022,Facebook (23847706553010631),ROAS,508157,9557.69,0,0,0,0,0,0,0,0,0,8416.6,4320,0.4884,40848.45
1/1/2022,Facebook (23847011685740631),AEO,626632,4224.18,0,0,0,0,0,0,0,0,0,8416.6,4320,0.4884,40848.45
1/1/2022,Facebook (23847011092900631),INSTALL,4187,36.29,0,0,0,0,0,0,0,0,0,8416.6,4320,0.4884,40848.45
1/1/2022,Applovin (1b9638f46b9476ed96e6ccf54b2cc7bd),INSTALL,5516,450,36,81.21,754.35,792,0,0,0,0,0,8416.6,4320,0.4884,40848.45
1/1/2022,Applovin (1619a4ec3c54d4c51e469d3f245c1b4e),AEO,25688,1755.88,139,52.6,259.12,381.31,0,0,0,0,0,8416.6,4320,0.4884,40848.45
1/1/2022,AppleSearch (893215735),ROAS,115,45.39,4,0.86,2.25,3.69,0,0,0,0,0,8416.6,4320,0.4884,40848.45
1/1/2022,AppleSearch (893208478),ROAS,5383,1204.17,67,8.53,60.37,139.26,0,0,0,0,0,8416.6,4320,0.4884,40848.45
1/2/2022,Vungle (61c13dced41d3500101b4cef),ROAS,142391,3640,311,9.71,264.75,525.34,0,0,0,0,0,7773.88,4740,0.4892,38377.71
1/2/2022,Unity (61c06cab2cd994fec218c0ab),ROAS,2747,200.55,14,2.31,8.92,24.43,0,0,0,0,0,7773.88,4740,0.4892,38377.71
1/2/2022,Unity (612db4293201446aea84eb37),ROAS,10322,887.23,54,10.85,147.62,208.58,0,0,0,0,0,7773.88,4740,0.4892,38377.71
1/2/2022,Unity (60a4e5353aade805296adfa0),ROAS,12719,1038.28,66,17.59,117.24,213.93,0,0,0,0,0,7773.88,4740,0.4892,38377.71
1/2/2022,Unity (6081233cd01097498049b622),INSTALL,36016,800.94,171,43.25,190.28,271.59,0,0,0,0,0,7773.88,4740,0.4892,38377.71
1/2/2022,Unity (6066e99c352a0bbbf644ec71),INSTALL,41883,1502.02,285,90.84,352.4,550.02,0,0,0,0,0,7773.88,4740,0.4892,38377.71
1/2/2022,Moloco (qndPqBpJ1dAMf41N),ROAS,10322028,7518.77,925,106.45,755.57,1643.31,0,0,0,0,0,7773.88,4740,0.4892,38377.71
1/2/2022,Liftoff (88ffd090d1),OTHER,527868,12466.12,857,258.16,1559.99,2956.75,0,0,0,0,0,7773.88,4740,0.4892,38377.71
1/2/2022,IronSource (8454073),INSTALL,30049,1702.07,235,90.98,350.63,534.01,0,0,0,0,0,7773.88,4740,0.4892,38377.71
1/2/2022,IronSource (8437695),INSTALL,25288,517.3,85,20.76,67.16,84.09,0,0,0,0,0,7773.88,4740,0.4892,38377.71
1/2/2022,GoogleUAC (12661998941),AEO,90000,3963.57,13,0.68,43.04,86.2,0,0,0,0,0,7773.88,4740,0.4892,38377.71
1/2/2022,Facebook (23848330050610631),ROAS,81275,1323.73,0,0,0,0,0,0,0,0,0,7773.88,4740,0.4892,38377.71
1/2/2022,Facebook (23847706553010631),ROAS,474417,9684.36,0,0,0,0,0,0,0,0,0,7773.88,4740,0.4892,38377.71
1/2/2022,Facebook (23847011685740631),AEO,422058,4313.99,0,0,0,0,0,0,0,0,0,7773.88,4740,0.4892,38377.71
1/2/2022,Facebook (23847011092900631),INSTALL,4803,36.63,0,0,0,0,0,0,0,0,0,7773.88,4740,0.4892,38377.71
1/2/2022,Applovin (1b9638f46b9476ed96e6ccf54b2cc7bd),INSTALL,4895,390,38,14.59,52.37,77.83,0,0,0,0,0,7773.88,4740,0.4892,38377.71
1/2/2022,Applovin (1619a4ec3c54d4c51e469d3f245c1b4e),AEO,18724,2247.81,99,8.7,288.42,533.23,0,0,0,0,0,7773.88,4740,0.4892,38377.71
1/2/2022,AppleSearch (893215735),ROAS,108,58.14,6,0.37,40.27,40.6,0,0,0,0,0,7773.88,4740,0.4892,38377.71
1/2/2022,AppleSearch (893208478),ROAS,5878,1199.33,70,3.41,150.83,291.49,0,0,0,0,0,7773.88,4740,0.4892,38377.71
1/3/2022,Vungle (61c13dced41d3500101b4cef),ROAS,94964,2427,192,6.71,139.86,268.31,0,0,0,0,0,7627.23,4051,0.4828,38159.09
1/3/2022,Unity (61c06cab2cd994fec218c0ab),ROAS,2185,200.35,25,21.73,52.57,86.26,0,0,0,0,0,7627.23,4051,0.4828,38159.09
1/3/2022,Unity (612db4293201446aea84eb37),ROAS,10065,885.13,47,22.16,77.08,117.86,0,0,0,0,0,7627.23,4051,0.4828,38159.09
1/3/2022,Unity (60a4e5353aade805296adfa0),ROAS,11517,1019.69,46,37.77,102.71,126.51,0,0,0,0,0,7627.23,4051,0.4828,38159.09
1/3/2022,Unity (6081233cd01097498049b622),INSTALL,37047,799.76,145,50.29,213.71,341.99,0,0,0,0,0,7627.23,4051,0.4828,38159.09
1/3/2022,Unity (6066e99c352a0bbbf644ec71),INSTALL,44764,1504.27,257,90.26,449.6,580.15,0,0,0,0,0,7627.23,4051,0.4828,38159.09
1/3/2022,Moloco (qndPqBpJ1dAMf41N),ROAS,10226115,7517.69,844,313.71,1473.94,2813.36,0,0,0,0,0,7627.23,4051,0.4828,38159.09
1/3/2022,Liftoff (88ffd090d1),OTHER,495732,11519.53,736,197.84,1725.91,3231.24,0,0,0,0,0,7627.23,4051,0.4828,38159.09
1/3/2022,IronSource (8454073),INSTALL,24905,1460.83,52,17.21,116.02,147.04,0,0,0,0,0,7627.23,4051,0.4828,38159.09
1/3/2022,IronSource (8437695),INSTALL,35511,731.6,131,37.7,158.72,211.4,0,0,0,0,0,7627.23,4051,0.4828,38159.09
1/3/2022,GoogleUAC (12661998941),AEO,79439,4011.99,11,0.33,21.55,32.43,0,0,0,0,0,7627.23,4051,0.4828,38159.09
1/3/2022,Facebook (23848330050610631),ROAS,81038,1226.97,0,0,0,0,0,0,0,0,0,7627.23,4051,0.4828,38159.09
1/3/2022,Facebook (23847706553010631),ROAS,493329,9321.81,0,0,0,0,0,0,0,0,0,7627.23,4051,0.4828,38159.09
1/3/2022,Facebook (23847011685740631),AEO,488262,4122.09,0,0,0,0,0,0,0,0,0,7627.23,4051,0.4828,38159.09
1/3/2022,Facebook (23847011092900631),INSTALL,3358,35.2,0,0,0,0,0,0,0,0,0,7627.23,4051,0.4828,38159.09
1/3/2022,Applovin (1b9638f46b9476ed96e6ccf54b2cc7bd),INSTALL,6026,450,24,10.21,51.89,81.41,0,0,0,0,0,7627.23,4051,0.4828,38159.09
1/3/2022,Applovin (1619a4ec3c54d4c51e469d3f245c1b4e),AEO,13750,1923.96,109,24.43,457.95,1272.34,0,0,0,0,0,7627.23,4051,0.4828,38159.09
1/3/2022,AppleSearch (893215735),ROAS,92,41.02,3,0.29,90.2,152.15,0,0,0,0,0,7627.23,4051,0.4828,38159.09
1/3/2022,AppleSearch (893208478),ROAS,3970,1248.04,55,15.17,133.59,275.06,0,0,0,0,0,7627.23,4051,0.4828,38159.09
1/4/2022,Vungle (61c13dced41d3500101b4cef),ROAS,112872,2303,246,32.01,281.47,494.09,0,0,0,0,0,7303.1,4045,0.4816,29956.11
1/4/2022,Unity (61c06cab2cd994fec218c0ab),ROAS,3537,300.45,23,1.24,11,23.76,0,0,0,0,0,7303.1,4045,0.4816,29956.11
1/4/2022,Unity (612db4293201446aea84eb37),ROAS,10130,895.18,47,8.63,45.31,91.72,0,0,0,0,0,7303.1,4045,0.4816,29956.11
1/4/2022,Unity (60a4e5353aade805296adfa0),ROAS,12558,1010.47,50,8.33,64.97,138.68,0,0,0,0,0,7303.1,4045,0.4816,29956.11
1/4/2022,Unity (6081233cd01097498049b622),INSTALL,38062,808.63,167,46.95,173.74,257.22,0,0,0,0,0,7303.1,4045,0.4816,29956.11
1/4/2022,Unity (6066e99c352a0bbbf644ec71),INSTALL,45541,1504.11,263,111.19,481.45,627.21,0,0,0,0,0,7303.1,4045,0.4816,29956.11
1/4/2022,Moloco (qndPqBpJ1dAMf41N),ROAS,10700699,7514.36,784,66.59,921.05,1804.02,0,0,0,0,0,7303.1,4045,0.4816,29956.11
1/4/2022,Liftoff (88ffd090d1),OTHER,492472,11880.5,675,127.31,1075.35,2201.05,0,0,0,0,0,7303.1,4045,0.4816,29956.11
1/4/2022,IronSource (8454073),INSTALL,19423,827.81,109,42.04,117.76,152.84,0,0,0,0,0,7303.1,4045,0.4816,29956.11
1/4/2022,IronSource (8437695),INSTALL,40104,707.8,93,37.5,95.96,127.47,0,0,0,0,0,7303.1,4045,0.4816,29956.11
1/4/2022,GoogleUAC (12661998941),AEO,90817,3926.24,9,23.18,42.61,76.69,0,0,0,0,0,7303.1,4045,0.4816,29956.11
1/4/2022,Facebook (23848330050610631),ROAS,93341,1388.51,0,0,0,0,0,0,0,0,0,7303.1,4045,0.4816,29956.11
1/4/2022,Facebook (23847706553010631),ROAS,533664,9809.69,0,0,0,0,0,0,0,0,0,7303.1,4045,0.4816,29956.11
1/4/2022,Facebook (23847011685740631),AEO,494812,4302.43,0,0,0,0,0,0,0,0,0,7303.1,4045,0.4816,29956.11
1/4/2022,Facebook (23847011092900631),INSTALL,3843,35.37,0,0,0,0,0,0,0,0,0,7303.1,4045,0.4816,29956.11
1/4/2022,Applovin (1b9638f46b9476ed96e6ccf54b2cc7bd),INSTALL,5154,290,21,7.44,39.13,56.32,0,0,0,0,0,7303.1,4045,0.4816,29956.11
1/4/2022,Applovin (1619a4ec3c54d4c51e469d3f245c1b4e),AEO,13397,1472.1,126,12.34,345.45,539.71,0,0,0,0,0,7303.1,4045,0.4816,29956.11
1/4/2022,AppleSearch (893215735),ROAS,149,54.38,6,21.16,54.1,67.41,0,0,0,0,0,7303.1,4045,0.4816,29956.11
1/4/2022,AppleSearch (893208478),ROAS,3366,1215.3,47,1.47,19.32,63.31,0,0,0,0,0,7303.1,4045,0.4816,29956.11
1/5/2022,Vungle (61c13dced41d3500101b4cef),ROAS,127008,3499,297,32.9,325.46,630.02,0,0,0,0,0,7652.25,4223,0.488,30735.04
1/5/2022,Unity (61c06cab2cd994fec218c0ab),ROAS,6376,402.76,23,0.28,5.48,22.44,0,0,0,0,0,7652.25,4223,0.488,30735.04
1/5/2022,Unity (612db4293201446aea84eb37),ROAS,13105,918.79,43,44.25,335.16,554.85,0,0,0,0,0,7652.25,4223,0.488,30735.04
1/5/2022,Unity (60a4e5353aade805296adfa0),ROAS,13470,1001.86,44,2.52,36.11,102.82,0,0,0,0,0,7652.25,4223,0.488,30735.04
1/5/2022,Unity (6081233cd01097498049b622),INSTALL,35771,796.92,147,32.97,113.82,141.16,0,0,0,0,0,7652.25,4223,0.488,30735.04
1/5/2022,Unity (6066e99c352a0bbbf644ec71),INSTALL,41815,1492.69,271,87.77,324.33,430.53,0,0,0,0,0,7652.25,4223,0.488,30735.04
1/5/2022,Moloco (qndPqBpJ1dAMf41N),ROAS,10953869,7514.37,746,127.4,865.49,1924,0,0,0,0,0,7652.25,4223,0.488,30735.04
1/5/2022,Liftoff (88ffd090d1),OTHER,537542,11997.82,710,156.37,1481.28,2514.21,0,0,0,0,0,7652.25,4223,0.488,30735.04
1/5/2022,IronSource (8454073),INSTALL,13817,731.68,66,30.09,68.68,77.62,0,0,0,0,0,7652.25,4223,0.488,30735.04
1/5/2022,IronSource (8437695),INSTALL,38914,679.6,113,48.03,205.86,280.1,0,0,0,0,0,7652.25,4223,0.488,30735.04
1/5/2022,GoogleUAC (12661998941),AEO,70899,3498.52,12,1.35,24.57,53.23,0,0,0,0,0,7652.25,4223,0.488,30735.04
1/5/2022,Facebook (23848330050610631),ROAS,96800,1676.35,0,0,0,0,0,0,0,0,0,7652.25,4223,0.488,30735.04
1/5/2022,Facebook (23847706553010631),ROAS,513944,9366.05,0,0,0,0,0,0,0,0,0,7652.25,4223,0.488,30735.04
1/5/2022,Facebook (23847011685740631),AEO,532451,4314.43,0,0,0,0,0,0,0,0,0,7652.25,4223,0.488,30735.04
1/5/2022,Facebook (23847011092900631),INSTALL,3471,36.02,0,0,0,0,0,0,0,0,0,7652.25,4223,0.488,30735.04
1/5/2022,Applovin (2b5a3e161e7c1e7999d0d5cf7c1605fb),ROAS,16799,296.7,167,18.57,207.35,353.29,0,0,0,0,0,7652.25,4223,0.488,30735.04
1/5/2022,Applovin (1b9638f46b9476ed96e6ccf54b2cc7bd),INSTALL,6532,370,32,27.18,85.01,126.96,0,0,0,0,0,7652.25,4223,0.488,30735.04
1/5/2022,Applovin (1619a4ec3c54d4c51e469d3f245c1b4e),AEO,25389,1861.65,109,57.66,239.54,387.81,0,0,0,0,0,7652.25,4223,0.488,30735.04
1/5/2022,AppleSearch (893215735),ROAS,188,40.24,4,0.25,2.44,6,0,0,0,0,0,7652.25,4223,0.488,30735.04
1/5/2022,AppleSearch (893208478),ROAS,3728,1138.17,68,23.98,386.35,1040.43,0,0,0,0,0,7652.25,4223,0.488,30735.04
1/6/2022,Vungle (61c13dced41d3500101b4cef),ROAS,124318,3383,280,44.91,253.27,479.07,0,0,0,0,0,9675.28,4220,0.4583,34398.91
1/6/2022,Unity (61c06cab2cd994fec218c0ab),ROAS,8025,601.86,52,5.42,125.03,173.07,0,0,0,0,0,9675.28,4220,0.4583,34398.91
1/6/2022,Unity (61c065cfaf1994ae4941b331),INSTALL,257,9.72,3,0.87,1.1,1.1,0,0,0,0,0,9675.28,4220,0.4583,34398.91
1/6/2022,Unity (612db4293201446aea84eb37),ROAS,9903,853.56,42,43.05,216,324.1,0,0,0,0,0,9675.28,4220,0.4583,34398.91
1/6/2022,Unity (60a4e5353aade805296adfa0),ROAS,12330,1018.44,48,2.19,42.6,99.92,0,0,0,0,0,9675.28,4220,0.4583,34398.91
1/6/2022,Unity (6081233cd01097498049b622),INSTALL,38700,799.53,145,51.05,160.64,214.98,0,0,0,0,0,9675.28,4220,0.4583,34398.91
1/6/2022,Unity (6066e99c352a0bbbf644ec71),INSTALL,46782,1499.67,270,111.59,386.95,516.97,0,0,0,0,0,9675.28,4220,0.4583,34398.91
1/6/2022,Moloco (qndPqBpJ1dAMf41N),ROAS,10700947,7351.94,756,119.14,1163.96,1959.81,0,0,0,0,0,9675.28,4220,0.4583,34398.91
1/6/2022,Liftoff (88ffd090d1),OTHER,531754,12485.42,693,138,2417.85,4391.09,0,0,0,0,0,9675.28,4220,0.4583,34398.91
1/6/2022,IronSource (8454073),INSTALL,9006,398.08,37,20.11,50.82,63.85,0,0,0,0,0,9675.28,4220,0.4583,34398.91
1/6/2022,IronSource (8437695),INSTALL,40347,762.6,134,44.19,184,344.13,0,0,0,0,0,9675.28,4220,0.4583,34398.91
1/6/2022,GoogleUAC (12661998941),AEO,91721,3905.34,11,0.76,29.9,55.45,0,0,0,0,0,9675.28,4220,0.4583,34398.91
1/6/2022,Facebook (23848330050610631),ROAS,79714,1482.74,0,0,0,0,0,0,0,0,0,9675.28,4220,0.4583,34398.91
1/6/2022,Facebook (23847706553010631),ROAS,490054,9391.82,0,0,0,0,0,0,0,0,0,9675.28,4220,0.4583,34398.91
1/6/2022,Facebook (23847011685740631),AEO,537340,4338.98,0,0,0,0,0,0,0,0,0,9675.28,4220,0.4583,34398.91
1/6/2022,Facebook (23847011092900631),INSTALL,2992,35.93,0,0,0,0,0,0,0,0,0,9675.28,4220,0.4583,34398.91
1/6/2022,Applovin (2b5a3e161e7c1e7999d0d5cf7c1605fb),ROAS,14503,1309.03,122,32.83,187.17,247.96,0,0,0,0,0,9675.28,4220,0.4583,34398.91
1/6/2022,Applovin (1b9638f46b9476ed96e6ccf54b2cc7bd),INSTALL,4216,306,5,4.02,9.1,17.31,0,0,0,0,0,9675.28,4220,0.4583,34398.91
1/6/2022,Applovin (1619a4ec3c54d4c51e469d3f245c1b4e),AEO,19209,2211.63,133,41.68,343.13,524.86,0,0,0,0,0,9675.28,4220,0.4583,34398.91
1/6/2022,AppleSearch (893215735),ROAS,186,24.41,1,0,0,0,0,0,0,0,0,9675.28,4220,0.4583,34398.91
1/6/2022,AppleSearch (893208478),ROAS,4573,1501.49,71,27.28,144.55,245.2,0,0,0,0,0,9675.28,4220,0.4583,34398.91
1/7/2022,Vungle (61c13dced41d3500101b4cef),ROAS,135109,3607,288,33.09,439.39,716.41,0,0,0,0,0,11313,4529,0.4741,34241.64
1/7/2022,Unity (61c06cab2cd994fec218c0ab),ROAS,11085,597.43,43,1.56,30.34,56.86,0,0,0,0,0,11313,4529,0.4741,34241.64
1/7/2022,Unity (61c065cfaf1994ae4941b331),INSTALL,1087,22.6,5,0.34,3.1,4.67,0,0,0,0,0,11313,4529,0.4741,34241.64
1/7/2022,Unity (612db4293201446aea84eb37),ROAS,12439,861.28,42,2.7,12.18,28.74,0,0,0,0,0,11313,4529,0.4741,34241.64
1/7/2022,Unity (60a4e5353aade805296adfa0),ROAS,10154,722.54,25,19.75,67.66,104.44,0,0,0,0,0,11313,4529,0.4741,34241.64
1/7/2022,Unity (6081233cd01097498049b622),INSTALL,36519,800.64,129,29.71,92.42,130.97,0,0,0,0,0,11313,4529,0.4741,34241.64
1/7/2022,Unity (6066e99c352a0bbbf644ec71),INSTALL,74335,2349.24,392,178.49,737.15,1325.91,0,0,0,0,0,11313,4529,0.4741,34241.64
1/7/2022,Moloco (qndPqBpJ1dAMf41N),ROAS,9972433,7515.06,835,364.31,1615.83,2774.37,0,0,0,0,0,11313,4529,0.4741,34241.64
1/7/2022,Liftoff (88ffd090d1),OTHER,456326,12267.8,710,578.9,3844.16,6328.12,0,0,0,0,0,11313,4529,0.4741,34241.64
1/7/2022,IronSource (8454073),INSTALL,11113,435.42,54,14.75,32.09,34.88,0,0,0,0,0,11313,4529,0.4741,34241.64
1/7/2022,IronSource (8437695),INSTALL,39031,748.7,92,32.03,131.39,179.13,0,0,0,0,0,11313,4529,0.4741,34241.64
1/7/2022,GoogleUAC (12661998941),AEO,106613,4391.4,15,1.52,12.71,101.18,0,0,0,0,0,11313,4529,0.4741,34241.64
1/7/2022,Facebook (23848330050610631),ROAS,100792,1729.1,0,0,0,0,0,0,0,0,0,11313,4529,0.4741,34241.64
1/7/2022,Facebook (23847706553010631),ROAS,493685,9794.26,0,0,0,0,0,0,0,0,0,11313,4529,0.4741,34241.64
1/7/2022,Facebook (23847011685740631),AEO,593515,4555.07,0,0,0,0,0,0,0,0,0,11313,4529,0.4741,34241.64
1/7/2022,Facebook (23847011092900631),INSTALL,2976,36.17,0,0,0,0,0,0,0,0,0,11313,4529,0.4741,34241.64
1/7/2022,Applovin (2b5a3e161e7c1e7999d0d5cf7c1605fb),ROAS,19599,2727.57,79,53.77,250.16,409.29,0,0,0,0,0,11313,4529,0.4741,34241.64
1/7/2022,Applovin (1b9638f46b9476ed96e6ccf54b2cc7bd),INSTALL,1555,186,9,2.18,5.77,12.9,0,0,0,0,0,11313,4529,0.4741,34241.64
1/7/2022,Applovin (1619a4ec3c54d4c51e469d3f245c1b4e),AEO,31042,2084.05,151,75.89,427.05,676.63,0,0,0,0,0,11313,4529,0.4741,34241.64
1/7/2022,AppleSearch (893215735),ROAS,208,78.9,2,0,0,0.91,0,0,0,0,0,11313,4529,0.4741,34241.64
1/7/2022,AppleSearch (893208478),ROAS,4717,1364.44,69,6.35,75.45,138.32,0,0,0,0,0,11313,4529,0.4741,34241.64
1/8/2022,Vungle (61c13dced41d3500101b4cef),ROAS,122409,3429,277,71.78,332.64,579.12,0,0,0,0,0,9574.56,5109,0.4803,38445.59
1/8/2022,Unity (61c06cab2cd994fec218c0ab),ROAS,9652,602.64,34,2.83,95,215.89,0,0,0,0,0,9574.56,5109,0.4803,38445.59
1/8/2022,Unity (61c065cfaf1994ae4941b331),INSTALL,2057,31.98,6,0.13,2.32,2.6,0,0,0,0,0,9574.56,5109,0.4803,38445.59
1/8/2022,Unity (612db4293201446aea84eb37),ROAS,10191,912.59,39,7.66,31.96,75.12,0,0,0,0,0,9574.56,5109,0.4803,38445.59
1/8/2022,Unity (6116217fd19d5606f9bcd4b2),ROAS,5581,602.96,100,51.35,124.56,224.75,0,0,0,0,0,9574.56,5109,0.4803,38445.59
1/8/2022,Unity (60a4e5353aade805296adfa0),ROAS,8125,807.85,42,7.03,58.85,143.78,0,0,0,0,0,9574.56,5109,0.4803,38445.59
1/8/2022,Unity (6081233cd01097498049b622),INSTALL,39427,803.76,159,42.08,164.07,258.73,0,0,0,0,0,9574.56,5109,0.4803,38445.59
1/8/2022,Unity (6066e99c352a0bbbf644ec71),INSTALL,63647,2103.29,444,212.87,640.03,880.88,0,0,0,0,0,9574.56,5109,0.4803,38445.59
1/8/2022,Moloco (qndPqBpJ1dAMf41N),ROAS,10721625,7505.89,849,300.68,1910.67,3595.84,0,0,0,0,0,9574.56,5109,0.4803,38445.59
1/8/2022,Liftoff (88ffd090d1),OTHER,611455,12410.1,820,299.85,1474.99,2835.6,0,0,0,0,0,9574.56,5109,0.4803,38445.59
1/8/2022,IronSource (8454073),INSTALL,21363,870.61,148,61.11,167.25,191.22,0,0,0,0,0,9574.56,5109,0.4803,38445.59
1/8/2022,IronSource (8437695),INSTALL,37127,695.9,105,50.23,121.96,186.29,0,0,0,0,0,9574.56,5109,0.4803,38445.59
1/8/2022,GoogleUAC (12661998941),AEO,121643,4113.41,13,2.44,7.74,20.69,0,0,0,0,0,9574.56,5109,0.4803,38445.59
1/8/2022,Facebook (23848330050610631),ROAS,87617,1619.45,0,0,0,0,0,0,0,0,0,9574.56,5109,0.4803,38445.59
1/8/2022,Facebook (23847706553010631),ROAS,557857,10153.1,0,0,0,0,0,0,0,0,0,9574.56,5109,0.4803,38445.59
1/8/2022,Facebook (23847011685740631),AEO,612529,4731.48,0,0,0,0,0,0,0,0,0,9574.56,5109,0.4803,38445.59
1/8/2022,Facebook (23847011092900631),INSTALL,4133,39.26,0,0,0,0,0,0,0,0,0,9574.56,5109,0.4803,38445.59
1/8/2022,Applovin (2b5a3e161e7c1e7999d0d5cf7c1605fb),ROAS,12898,3050.86,86,27.78,130.38,221.51,0,0,0,0,0,9574.56,5109,0.4803,38445.59
1/8/2022,Applovin (1b9638f46b9476ed96e6ccf54b2cc7bd),INSTALL,2766,102,9,11.97,73.31,89.24,0,0,0,0,0,9574.56,5109,0.4803,38445.59
1/8/2022,Applovin (1619a4ec3c54d4c51e469d3f245c1b4e),AEO,27593,2269.84,188,47.99,309.6,594.15,0,0,0,0,0,9574.56,5109,0.4803,38445.59
1/8/2022,AppleSearch (893215735),ROAS,215,76.01,3,0,0,0,0,0,0,0,0,9574.56,5109,0.4803,38445.59
1/8/2022,AppleSearch (893208478),ROAS,5638,1631.14,96,23.94,214.31,402.96,0,0,0,0,0,9574.56,5109,0.4803,38445.59
1/9/2022,Vungle (61c13dced41d3500101b4cef),ROAS,113608,3697,283,116,416.95,667.91,0,0,0,0,0,10193.82,5374,0.4544,38706.31
1/9/2022,Unity (61c06cab2cd994fec218c0ab),ROAS,8766,606.01,48,5.31,42.41,135.56,0,0,0,0,0,10193.82,5374,0.4544,38706.31
1/9/2022,Unity (61c065cfaf1994ae4941b331),INSTALL,2450,51.04,14,4.35,13.18,17.82,0,0,0,0,0,10193.82,5374,0.4544,38706.31
1/9/2022,Unity (612db4293201446aea84eb37),ROAS,10302,939.03,34,37.07,86.63,104.62,0,0,0,0,0,10193.82,5374,0.4544,38706.31
1/9/2022,Unity (6116217fd19d5606f9bcd4b2),ROAS,6380,608.84,56,2.57,36.97,82.36,0,0,0,0,0,10193.82,5374,0.4544,38706.31
1/9/2022,Unity (60a4e5353aade805296adfa0),ROAS,8659,812.45,31,9.37,54.66,233.16,0,0,0,0,0,10193.82,5374,0.4544,38706.31
1/9/2022,Unity (6081233cd01097498049b622),INSTALL,36791,796.75,153,63.52,164.59,232.84,0,0,0,0,0,10193.82,5374,0.4544,38706.31
1/9/2022,Unity (6066e99c352a0bbbf644ec71),INSTALL,67863,2498.96,462,219.54,592.86,858.41,0,0,0,0,0,10193.82,5374,0.4544,38706.31
1/9/2022,Moloco (qndPqBpJ1dAMf41N),ROAS,9897927,7517.04,975,216.9,1045,2120.15,0,0,0,0,0,10193.82,5374,0.4544,38706.31
1/9/2022,Liftoff (88ffd090d1),OTHER,616941,12328.99,906,421.45,2025.76,3248.83,0,0,0,0,0,10193.82,5374,0.4544,38706.31
1/9/2022,IronSource (8454073),INSTALL,32864,1505.74,216,89.5,297.09,374.58,0,0,0,0,0,10193.82,5374,0.4544,38706.31
1/9/2022,IronSource (8437695),INSTALL,46810,802,124,37.9,143.19,205.69,0,0,0,0,0,10193.82,5374,0.4544,38706.31
1/9/2022,GoogleUAC (12661998941),AEO,97634,4086.77,9,0.81,12.72,16.15,0,0,0,0,0,10193.82,5374,0.4544,38706.31
1/9/2022,Facebook (23848330050610631),ROAS,80280,1584.52,0,0,0,0,0,0,0,0,0,10193.82,5374,0.4544,38706.31
1/9/2022,Facebook (23847706553010631),ROAS,487941,9344.1,0,0,0,0,0,0,0,0,0,10193.82,5374,0.4544,38706.31
1/9/2022,Facebook (23847011685740631),AEO,649380,4769.79,0,0,0,0,0,0,0,0,0,10193.82,5374,0.4544,38706.31
1/9/2022,Facebook (23847011092900631),INSTALL,3558,35.33,0,0,0,0,0,0,0,0,0,10193.82,5374,0.4544,38706.31
1/9/2022,Applovin (2b5a3e161e7c1e7999d0d5cf7c1605fb),ROAS,16279,2793.39,123,42.53,286.45,476.42,0,0,0,0,0,10193.82,5374,0.4544,38706.31
1/9/2022,Applovin (1b9638f46b9476ed96e6ccf54b2cc7bd),INSTALL,2555,150,7,5.48,31.21,36.47,0,0,0,0,0,10193.82,5374,0.4544,38706.31
