Date,Regional,KPI,Country,AC_Affliate_Spends,AC_Affliate_Paid_Orders,AC_Bing_Imp,AC_Criteo_Imp,AC_TikTok_Imp,AC_Average_Price,IB_Headcounts,IB_Affiliate_Imp,IB_TikTok_Imp,IB_Bing_Imp,IB_OpenTv_Grps,IB_PayTv_spends,Polo_Headcounts,Polo_OpenTv_Grps,Polo_PayTv_spends,RE_Affliate_Paid_Orders,RE_Bing_Imp,RE_Criteo_Imp,RE_TikTok_Imp,RE_Average_Price_Ton,FB_TON_Imp,FB_Stone_Leads_Imp,FB_Stone_SA_Imp,Google_TON_Imp,Google_STONE_Imp,Holidays,Mobility_Retail_Recreation,Mobility_Grocery_Pharmacy,Mobility_Parks,Mobility_Transit,Mobility_Workplaces,Mobility_Residential,IB_Headcounts_2020,IB_Headcounts_2021,Polo_Headcounts_2020,Polo_Headcounts_2021,FB_TON_Imp_2020,FB_TON_Imp_2021,FB_Stone_Leads_Imp_2020,FB_Stone_Leads_Imp_2021,FB_Stone_SA_Imp_2020,FB_Stone_SA_Imp_2021,Google_TON_Imp_2020,Google_TON_Imp_2021,Google_STONE_Imp_2020,Google_STONE_Imp_2021,Average_Price_2020,Average_Price_2021,Linear_trend,Poly_trend,Consumer_Confidence_Index,IPCA_Monthly_Rate,Taxa_Selic,Unemployment_rate,H_NY,Pre_H_Ind_LOA_2020,H_Rupublic_Shrove_2020,Pre_H_Easter_2021,H_Easter_Corp_2021,Pre_H_Repblic_2021,Holiday_Dip_2021,Initial_D,Covid_Cases,NY_2020,NY_2021,Easter_2021,Easter_2020,Shrove_2021,AC_Poly_2020,AC_Poly_2021,AC_Linear1,AC_Linear2,AC_LinearNew1,AC_LinearNew2,AC_Seas,IB_Seas,PL_Seas,RE_Seas,Lin_AC,Lin_IB,Lin_PL,Lin_RE,KPI_1,NY_2020_R_AC,NY_2021_R_AC,NY_2020_R_IB,NY_2021_R_IB,NY_2020_R_PL,NY_2021_R_PL,NY_2021_R_RE,RE_Seas_new,Poly_RE,AC_Poly_S,IB_Poly_S,PL_Poly_S,RE_Poly_S,IB_PayTv_spends_M,Covid_AC,ln_Linear_Trend,DummyTrend_AC,DummyTrend_AC_2021,DummyTrend_AC_2020,AC_PreEaster,AC_Post_Easter,AC_Easter,Avg_Price_2020,Avg_Price_2021,AC_PreH_Ind_2020,AC_H_rep_2020,AC_PreH_Easter_2021,AC_Jan,AC_Feb,AC_Mar,AC_Apr,AC_LinTrend,AC_PolyTrend,IB_PolyTrend,PL_PolyTrend,RE_PolyTrend,PL_PolyTrend_New,RE_PolyTrend_New,PL_Seas_New,PL_Seas_New_2020,PL_Seas_New_2021,Polo_PayTv_spends_M,Mobility_Transit_2020,Mobility_Transit_2021,IB_Seas_New,AC_Affliate_Spends_M,AC_Seas_New,AC_Black_Friday,IB_Black_Friday,PL_Black_Friday,RE_Black_Friday,PreH_BF_RD,AC_PreHNov_D1,AC_PreHNov_D2,AC_PreXmas_2020,PL_PreXmas_2020,PL_PreBalckFriday_2021,PL_PreEaster_2020,PL_PreEaster_2021,IB_Covid_D,PaymentCredit,PaymentDebit,IB_PreEaster,PL_PreEaster_2021New,IB_PreLabour,PL_HDIP,AC_HPUB,AC_Rup_2021,KPI_2020,KPI_2021,AC_BT,IB_BT,PL_BT,RE_BT,AC_PolyTrend_2020,AC_PolyTrend_2021,IB_PolyTrend_2020,IB_PolyTrend_2021,PL_PolyTrend_2020,PL_PolyTrend_2021,IB_Seas_New_2020,IB_Seas_New_2021,AC_PT_New,PL_DFEB24,PL_Djun1,PL_DOct25_2021,PL_DOct25_2021_V2,PL_DMay31_2021,RE_DOct31_2021,PL_PreH_May2020,AC_Seas_V2,AC_Seas_V3,IB_Seas_V3,RE_Holiday_PreInd,RE_Holiday_Dip1,RE_Holiday_PreLady,RE_Holiday_Dip2,RE_Holiday_PreSouls,RE_Holiday_Dip3,RE_PreHBlackFriday,RE_Dummy,RE_19thJuly,RE_2ndAug,RE_9thAug,RE_30thAug,RE_Holiday_Dip2_V2,RE_13_20thSept,RE_27thSept,RE_1stNov,FB_TON_Imp_2020_GM1,FB_TON_Imp_2021_GM1,FB_Stone_Leads_Imp_2020_GM1,FB_Stone_Leads_Imp_2021_GM1,FB_Stone_SA_Imp_2020_GM1,FB_Stone_SA_Imp_2021_GM1,Google_TON_Imp_2020_GM1,Google_TON_Imp_2021_GM1,Google_STONE_Imp_2020_GM1,Google_STONE_Imp_2021_GM1,AC_Affliate_Spends_GM,AC_Bing_Imp_GM,AC_Criteo_Imp_GM,AC_TikTok_Imp_GM,IB_Affiliate_Imp_GM,IB_TikTok_Imp_GM,IB_Bing_Imp_GM,IB_OpenTv_Grps_GM,IB_PayTv_spends_GM,Polo_OpenTv_Grps_GM,Polo_PayTv_spends_GM,RE_Affliate_Paid_Orders_GM,RE_Bing_Imp_GM,RE_Criteo_Imp_GM,RE_TikTok_Imp_GM,KPI_1_BL,FB_Stone_SA_Imp_2020_GM2,Polo_PayTv_spends_M_GM,IB_PayTv_spends_M_GM,AC_Affliate_Spends_M_GM,AC_BT_BL,IB_BT_BL,PL_BT_BL,RE_BT_BL,FB_TON_Imp_2020_GM1_SC,FB_TON_Imp_2021_GM1_SC,Google_TON_Imp_2020_GM1_SC,Google_TON_Imp_2021_GM1_SC,AC_Bing_Imp_GM_SC,AC_Criteo_Imp_GM_SC,AC_TikTok_Imp_GM_SC,AC_Affliate_Spends_M_GM_SC,FB_Stone_Leads_Imp_2020_GM1_SC,FB_Stone_Leads_Imp_2021_GM1_SC,Google_STONE_Imp_2020_GM1_SC,Google_STONE_Imp_2021_GM1_SC,FB_Stone_SA_Imp_2020_GM2_SC,FB_Stone_SA_Imp_2021_GM1_SC,IB_Affiliate_Imp_GM_SC,IB_TikTok_Imp_GM_SC,IB_Bing_Imp_GM_SC,IB_OpenTv_Grps_GM_SC,IB_PayTv_spends_M_GM_SC,Polo_OpenTv_Grps_GM_SC,Polo_PayTv_spends_M_GM_SC,RE_Bing_Imp_GM_SC,RE_Criteo_Imp_GM_SC,IB_Affiliate_Imp_GM_SC_V3,IB_TikTok_Imp_GM_SC_V3,IB_Bing_Imp_GM_SC_V3,IB_OpenTv_Grps_GM_SC_V3,Polo_OpenTv_Grps_GM_SC_V3,Polo_PayTv_spends_M_GM_SC_V3,IB_PayTv_spends_M_GM_SC_V3,RE_Affliate_Paid_Orders_GM_SC,RE_TikTok_Imp_GM_SC,Polo_PayTv_spends_M_GM_SC_Use,IB_PayTv_spends_M_GM_SC_Use,RE_Affliate_Paid_Orders_GM_SC_use,RE_Bing_Imp_GM_SC_use,RE_Criteo_Imp_GM_SC_use,RE_TikTok_Imp_GM_SC_use,RE_Affliate_Paid_Orders_GM_SC_latest
12/20/2021,Inbound,3526,Brazil,0,0,0,0,0,0,2046,0.001338,0,0.020254,0,10006.192,0,0,0,0,0,0,0,0,93.25787557,43.27194757,0,42.045389,1.159798,1,17.62502227,59.50930031,6.666857138,9.682030474,-1.402143988,1.330827401,0,2046,0,0,0,93.25787557,0,43.27194757,0,0,0,42.045389,0,1.159798,0,0,6334.892,12133.54347,75.5,0.73,9.25,12.1,1,0,0,0,0,0,0,0,25696,0,0.2,0,0,0,0,0,0,0,0,0,0,0.739758153,0,0,0,6334.892,0,0,3526,0,0,0,0.080428832,0,0,0,0,0,0,12133.54347,0,0,0.010006192,0,8.753828044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.682030474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283531.4224,292895.715,0,0,0,0,0,0,0,3526,0,3526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.790104,0,50.71524362,0,0.70791584,0,38.60727605,0,1.072528053,0,0,0,0,0.001861314,0.454280459,0.025506964,0,10844.4212,0,0,0,0,0,0,6641,0,0,0.010257963,0,0,0,0,0,0,0.375964423,0,0.291409386,0,0,0,0,0,0.476982252,0,0.000697337,0,0.001659555,0.122040966,0.003346257,0.093294333,0,2.29E-15,0,0,0,0,0,0.004706217,0,0,0,0,0,0,0,0,0.002234429,0,0,0,0,0
12/27/2021,Inbound,2748,Brazil,0,0,0,0,0,0,1705,0.001731,0,0,0,0,0,0,0,0,0,0,0,0,54.26949371,24.70572143,0,29.70417,0.401811,1,14.95669292,71.56322703,16.32456082,9.572324431,-8.017227419,5.092921786,0,1705,0,0,0,54.26949371,0,24.70572143,0,0,0,29.70417,0,0.401811,0,0,6392.786,12015.39056,75.5,0.73,9.25,12.1,1,0,0,0,0,0,0,0,54161,0,0,0,0,0,0,0,0,0,0,0,0,0.805569806,0,0,0,6392.786,0,0,2748,0,0,0,0.062682482,0,0,0,0,0,0,12015.39056,0,0,0,0,8.762925446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.572324431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202522.4446,209211.225,0,0,0,0,0,0,0,2748,0,2748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.67415521,0,43.54743724,0,0.371751073,0,34.9560681,0,0.854359626,0,0,0,0,0.001672875,0,0.016493446,0,6870.073859,0,0,0,0,0,0,6641,0,0,0.008162792,0,0,0,0,0,0,0.277111299,0,0.254071441,0,0,0,0,0,0.400880612,0,0.000444762,0,0.000466208,0.10245355,0,0.043800339,0,1.45E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001428055,0,0,0,0,0
12/30/2019,Polo,124,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,9740,0,0,0,0,0,0,0,0,21.02303929,8.933868,0,3.173827,1,0,0,0,0,0,0,0,0,9740,0,0,0,21.02303929,0,8.933868,0,0,0,3.173827,0,0,0,0,0,91.6,1.15,4.5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138533.767,151913.5714,0,0,0,0,0,0,124,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.446207403,0,3.599990656,0,0,0,1.278925046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0.046944301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038184286,0,0.000748336,0,2.47E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2020,Polo,5957,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,13636,0,0,0,0,0,0,0,0,22.17587571,4.87766,0,2.35143,1,0,0,0,0,0,0,0,0,13636,0,0,0,22.17587571,0,4.87766,0,0,0,2.35143,0,0,0,4402.257,8111.08197,90.4,0.21,4.5,11.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969529018,0,0,0,4402.257,0,5957,0,0,0,0,0,0,0,0,0,0,0,8111.08197,0,0,0,8.389872643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7136.632,0,6691.788799,0,0.96360033,0.96360033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193947.2738,212679,0,0,0,0,0,0,5957,0,0,0,5957,0,0,0,0,0,7136.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.82454023,0,7.299378785,0,0,0,2.842433978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5957,0.303847919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112939174,0,0.00358086,0,0.001006622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/13/2020,Polo,6752,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,13636,0,0,0,0,0,0,0,0,20.49931329,4.75176,0,2.63249,0,0,0,0,0,0,0,0,0,13636,0,0,0,20.49931329,0,4.75176,0,0,0,2.63249,0,0,0,4437.914,7468.79584,90.4,0.21,4.5,11.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10064826,0,0,0,4437.914,0,6752,0,0,0,0,0,0,0,0,0,0,0,7468.79584,0,0,0,8.397939725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6799.3488,0,6632.095936,0,1.093917776,1.093917776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193947.2738,212679,0,0,0,0,0,0,6752,0,0,0,6752,0,0,0,0,0,6799.3488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1918332,0,4.826927347,0,0,0,2.464685913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6752,0.872484996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179294096,0,0.002713055,0,0.007844572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2020,Polo,6673,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,13636,0,0,0,0,0,0,0,0,20.65379043,2.938149,0,2.43157,0,0,0,0,0,0,0,0,0,13636,0,0,0,20.65379043,0,2.938149,0,0,0,2.43157,0,0,0,4473.571,6895.49511,90.4,0.21,4.5,11.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12236789,0,0,0,4473.571,0,6673,0,0,0,0,0,0,0,0,0,0,0,6895.49511,0,0,0,8.40594225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6486.1924,0,6526.273271,0,1.11550459,1.11550459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193947.2738,212679,0,0,0,0,0,0,6673,0,0,0,6673,0,0,0,0,0,6486.1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.01288679,0,4.020947473,0,0,0,2.551527295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6673,1.764718573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176990506,0,0.002902487,0,0.029398219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2020,Polo,6926,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,13584,0,0,0,0,0,0,0,0,23.71081086,4.395067,0,3.977951,0,0,0,0,0,0,0,0,0,13584,0,0,0,23.71081086,0,4.395067,0,0,0,3.977951,0,0,0,4509.228,6386.53248,90.4,0.21,4.5,11.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.133748655,0,0,0,4509.228,0,6926,0,0,0,0,0,0,0,0,0,0,0,6386.53248,0,0,0,8.413881243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6196.3192,0,6383.483104,0,1.126815762,1.126815762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193947.2738,212679,0,0,0,0,0,0,6926,0,0,0,6926,0,0,0,0,0,6196.3192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.84037581,0,3.525228548,0,0,0,3.05469955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6926,2.91891266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187679768,0,0.004117886,0,0.071913603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/3/2020,Polo,6196,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,13454,0,0,0,0,0,0,0,0,31.318586,0.554426,0.021065,3.069217,0,0,0,0,0,0,0,0,0,13454,0,0,0,31.318586,0,0.554426,0,0.021065,0,3.069217,0,0,0,4544.885,5937.45625,87.8,0.25,4.5,11.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.103293086,0,0,0,4544.885,0,6196,0,0,0,0,0,0,0,0,0,0,0,5937.45625,0,0,0,8.421757704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5928.9,0,6212.044375,0,1.096546428,1.096546428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193947.2738,212679,0,0,0,0,0,0,6196,0,0,0,6196,0,0,0,0,0,5928.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.94402887,0,2.847442644,0,0.009200177,0,3.611767628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6469,4.245754411,0,0,0,0,0,0,0,0,0,8.12E-08,0,0,0,0,0,0.241682899,0,0.00569215,0,0.134075576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/10/2020,Polo,6469,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,13454,0,0,0,0,0,0,0,0,33.95868614,0,0.034213,3.883835,0,-1.439181018,1.315768234,-7.488358178,-3.225083397,2.878303268,0.698460026,0,0,13454,0,0,0,33.95868614,0,0,0,0.034213,0,3.883835,0,0,0,4580.542,5544.00672,87.8,0.25,4.5,11.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.147774247,0,0,0,4580.542,0,6469,0,0,0,0,0,0,0,0,0,0,0,5544.00672,0,0,0,8.429572611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5683.12,0,6019.478144,0,1.140755586,1.140755586,0,0,-3.225083397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193947.2738,212679,0,0,0,0,0,0,6469,0,0,0,6469,0,0,0,0,0,5683.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.33044062,0,0.331014548,0,0.021758249,0,3.397475397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6469,5.598173684,0,0,0,0,0,0,0,0,0,4.54E-07,0,0,0,0,0,0.299996137,0,0.005058639,0,0.205401128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/17/2020,Polo,6396,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,13454,0,0,0,0,0,0,0,0,21.47709529,9.116051,0.075612,3.569658,0,-0.844818515,3.526869995,-0.972660808,3.19827785,10.71902261,-0.667797587,0,0,13454,0,0,0,21.47709529,0,9.116051,0,0.075612,0,3.569658,0,0,0,4616.199,5202.11259,87.8,0.25,4.5,11.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.090068957,0,0,0,4616.199,0,6396,0,0,0,0,0,0,0,0,0,0,0,5202.11259,0,0,0,8.437326918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5458.1788,0,5812.552351,0,1.083403165,1.083403165,0,0,3.19827785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193947.2738,212679,0,0,0,0,0,0,6396,0,0,0,6396,0,0,0,0,0,5458.1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.23308869,0,3.673403101,0,0.049142585,0,3.757234264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6469,3.929843169,0,0,0,0,0,0,0,0,0,2.32E-06,0,0,0,0,0,0.272134337,0,0.006141788,0,0.118352126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/24/2020,Polo,3223,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,13469,0,0,0,0,0,0,0,0.760107857,27.03326171,3.494822,0.08362,3.313652,1,-12.66163718,-4.580246865,-1.859860541,-10.486335,-10.3381082,4.607502375,0,0,13469,0,0.760107857,0,27.03326171,0,3.494822,0,0.08362,0,3.313652,0,0,0,4651.856,4907.88736,87.8,0.25,4.5,11.6,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928894876,0,0,0,4651.856,0,3223,0,0,0,0,0,0,0,0,0,0,0,4907.88736,0,0,0,8.445021559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5253.2904,0,5597.325856,0,0.923214667,0.923214667,0,0,-10.486335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285182805,0,0,193947.2738,212679,0,0,0,0,0,0,3223,0,0,0,3223,0,0,0,0,0,5253.2904,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306292995,0,27.07072439,0,6.850921061,0,0.069186397,0,3.466497845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6469,3.407318559,0,0,0,0,0,0,0,5.44E-05,0,4.59E-06,0,0,0,0,0,0.256664785,0,0.005258912,0,0.093509756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/2/2020,Polo,8432,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,13559,0,0,0,0,0,0,0,10.317461,34.96078857,2.25119,3.548661,4.99177,0,-1.629754386,4.280056374,-12.99472601,-1.852477442,14.40133328,-0.356836987,0,0,13559,0,10.317461,0,34.96078857,0,2.25119,0,3.548661,0,4.99177,0,0,0,4687.513,4657.62573,80.2,0.07,4.25,12.2,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1.240663734,0,0,0,4687.513,0,8432,0,0,0,0,0,0,0,0,0,0,0,4657.62573,0,0,0,8.452657444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5067.6832,0,5379.191759,0,1.233077053,1.233077053,0,0,-1.852477442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245949877,0,0,193947.2738,212679,0,0,0,0,0,0,8432,0,0,0,8432,0,0,0,0,0,5067.6832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.611338031,0,28.72190428,0,2.99368816,0,1.595063479,0,3.98986628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8432,2.92856541,0,0,0,0,0,0,0,0.011195126,0,0.002331935,0,0,0,0,0,0.278637307,0,0.006893366,0,0.072322834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/9/2020,Polo,7272,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,13559,0,0,0,0,0,0,0,10.85066571,37.12685886,3.482461,14.645447,6.062014,0,-3.582625955,2.66301151,-11.32911716,-1.773198517,14.59392636,-0.515669162,0,0,13559,0,10.85066571,0,37.12685886,0,3.482461,0,14.645447,0,6.062014,0,0,0,4723.17,4447.8,80.2,0.07,4.25,12.2,0,0,0,0,0,0,0,1,142,0,0,0,1,0,0,0,0,0,0,0,0,0,1.156510186,0,0,0,4723.17,0,7272,0,0,0,0,0,0,0,0,0,0,0,4447.8,0,0,0,8.460235463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4900.6,0,5162.92,0,1.149438106,1.149438106,0,0,-1.773198517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178002503,0,0,193947.2738,212679,0,0,0,0,0,0,7272,0,0,0,7272,0,0,0,0,0,4900.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53232112,0,33.69608562,0,2.747342853,0,7.564651249,0,5.423035427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7272,3.056756082,0,0,0,0,0,0,0,0.051180129,0,0.044185979,0,0,0,0,0,0.344266947,0,0.012371923,0,0.077828149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/16/2020,Polo,5263,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,13559,0,0,0,0,0,0,0,7.433264429,58.48555729,9.262762,7.252165,3.265258,0,-37.94338331,-6.635770027,-38.15439104,-32.22240965,-9.177843026,8.952123048,0,0,13559,0,7.433264429,0,58.48555729,0,9.262762,0,7.252165,0,3.265258,0,0,0,4758.827,4275.05647,80.2,0.07,4.25,12.2,0,0,0,0,0,0,0,1,1384,0,0,0,1,0,0,0,0,0,0,0,0,0,1.04166063,0,0,0,4758.827,0,5263,0,0,0,0,0,0,0,0,0,0,0,4275.05647,0,0,0,8.467756488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4751.298,0,4952.699239,0,1.035290856,1.035290856,0,0,-32.22240965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094700172,0,0,193947.2738,212679,0,0,0,0,0,0,5263,0,0,0,5263,0,0,0,0,0,4751.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.473589996,0,45.12458156,0,5.811690578,0,8.756579312,0,4.935033451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6469,2.778886425,0,0,0,0,0,0,0,0.042389364,0,0.057241905,0,0,0,0,0,0.485529583,0,0.010346769,0,0.066064233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/23/2020,Polo,2800,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,13559,0,0,0,0,0,0,0,4.397840857,66.959052,15.319776,1.612154,24.05192,0,-69.04288207,-32.7737842,-54.71361534,-61.8061838,-40.60416553,19.92901594,0,0,13559,0,4.397840857,0,66.959052,0,15.319776,0,1.612154,0,24.05192,0,0,0,4794.484,4136.21184,80.2,0.07,4.25,12.2,0,0,0,0,0,0,0,1,2710,0,0,0,1,0,0,0,0,0,0,0,0,0,0.828231203,0,0,0,4794.484,0,2800,0,0,0,0,0,0,0,0,0,0,0,4136.21184,0,0,0,8.475221369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4619.0488,0,4752.178016,0,0.823166555,0.823166555,0,0,-61.8061838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114012243,0,0,193947.2738,212679,0,0,0,0,0,0,2800,0,0,0,2800,0,0,0,0,0,4619.0488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.210110416,0,56.13780729,0,11.70349582,0,6.561008827,0,11.64144947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6469,3.947980118,0,0,0,0,0,0,0,0.019588234,0,0.034201616,0,0,0,0,0,0.60232924,0,0.050351614,0,0.119241777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
