Date,Regional,KPI,Country,AC_Affliate_Spends,AC_Affliate_Paid_Orders,AC_Bing_Imp,AC_Criteo_Imp,AC_TikTok_Imp,AC_Average_Price,IB_Headcounts,IB_Affiliate_Imp,IB_TikTok_Imp,IB_Bing_Imp,IB_OpenTv_Grps,IB_PayTv_spends,Polo_Headcounts,Polo_OpenTv_Grps,Polo_PayTv_spends,RE_Affliate_Paid_Orders,RE_Bing_Imp,RE_Criteo_Imp,RE_TikTok_Imp,RE_Average_Price_Ton,FB_TON_Imp,FB_Stone_Leads_Imp,FB_Stone_SA_Imp,Google_TON_Imp,Google_STONE_Imp,Holidays,Mobility_Retail_Recreation,Mobility_Grocery_Pharmacy,Mobility_Parks,Mobility_Transit,Mobility_Workplaces,Mobility_Residential,IB_Headcounts_2020,IB_Headcounts_2021,Polo_Headcounts_2020,Polo_Headcounts_2021,FB_TON_Imp_2020,FB_TON_Imp_2021,FB_Stone_Leads_Imp_2020,FB_Stone_Leads_Imp_2021,FB_Stone_SA_Imp_2020,FB_Stone_SA_Imp_2021,Google_TON_Imp_2020,Google_TON_Imp_2021,Google_STONE_Imp_2020,Google_STONE_Imp_2021,Average_Price_2020,Average_Price_2021,Linear_trend,Poly_trend,Consumer_Confidence_Index,IPCA_Monthly_Rate,Taxa_Selic,Unemployment_rate,H_NY,Pre_H_Ind_LOA_2020,H_Rupublic_Shrove_2020,Pre_H_Easter_2021,H_Easter_Corp_2021,Pre_H_Repblic_2021,Holiday_Dip_2021,Initial_D,Covid_Cases,NY_2020,NY_2021,Easter_2021,Easter_2020,Shrove_2021,AC_Poly_2020,AC_Poly_2021,AC_Linear1,AC_Linear2,AC_LinearNew1,AC_LinearNew2,AC_Seas,IB_Seas,PL_Seas,RE_Seas,Lin_AC,Lin_IB,Lin_PL,Lin_RE,KPI_1,NY_2020_R_AC,NY_2021_R_AC,NY_2020_R_IB,NY_2021_R_IB,NY_2020_R_PL,NY_2021_R_PL,NY_2021_R_RE,RE_Seas_new,Poly_RE,AC_Poly_S,IB_Poly_S,PL_Poly_S,RE_Poly_S,IB_PayTv_spends_M,Covid_AC,ln_Linear_Trend,DummyTrend_AC,DummyTrend_AC_2021,DummyTrend_AC_2020,AC_PreEaster,AC_Post_Easter,AC_Easter,Avg_Price_2020,Avg_Price_2021,AC_PreH_Ind_2020,AC_H_rep_2020,AC_PreH_Easter_2021,AC_Jan,AC_Feb,AC_Mar,AC_Apr,AC_LinTrend,AC_PolyTrend,IB_PolyTrend,PL_PolyTrend,RE_PolyTrend,PL_PolyTrend_New,RE_PolyTrend_New,PL_Seas_New,PL_Seas_New_2020,PL_Seas_New_2021,Polo_PayTv_spends_M,Mobility_Transit_2020,Mobility_Transit_2021,IB_Seas_New,AC_Affliate_Spends_M,AC_Seas_New,AC_Black_Friday,IB_Black_Friday,PL_Black_Friday,RE_Black_Friday,PreH_BF_RD,AC_PreHNov_D1,AC_PreHNov_D2,AC_PreXmas_2020,PL_PreXmas_2020,PL_PreBalckFriday_2021,PL_PreEaster_2020,PL_PreEaster_2021,IB_Covid_D,PaymentCredit,PaymentDebit,IB_PreEaster,PL_PreEaster_2021New,IB_PreLabour,PL_HDIP,AC_HPUB,AC_Rup_2021,KPI_2020,KPI_2021,AC_BT,IB_BT,PL_BT,RE_BT,AC_PolyTrend_2020,AC_PolyTrend_2021,IB_PolyTrend_2020,IB_PolyTrend_2021,PL_PolyTrend_2020,PL_PolyTrend_2021,IB_Seas_New_2020,IB_Seas_New_2021,AC_PT_New,PL_DFEB24,PL_Djun1,PL_DOct25_2021,PL_DOct25_2021_V2,PL_DMay31_2021,RE_DOct31_2021,PL_PreH_May2020,AC_Seas_V2,AC_Seas_V3,IB_Seas_V3,RE_Holiday_PreInd,RE_Holiday_Dip1,RE_Holiday_PreLady,RE_Holiday_Dip2,RE_Holiday_PreSouls,RE_Holiday_Dip3,RE_PreHBlackFriday,RE_Dummy,RE_19thJuly,RE_2ndAug,RE_9thAug,RE_30thAug,RE_Holiday_Dip2_V2,RE_13_20thSept,RE_27thSept,RE_1stNov,FB_TON_Imp_2020_GM1,FB_TON_Imp_2021_GM1,FB_Stone_Leads_Imp_2020_GM1,FB_Stone_Leads_Imp_2021_GM1,FB_Stone_SA_Imp_2020_GM1,FB_Stone_SA_Imp_2021_GM1,Google_TON_Imp_2020_GM1,Google_TON_Imp_2021_GM1,Google_STONE_Imp_2020_GM1,Google_STONE_Imp_2021_GM1,AC_Affliate_Spends_GM,AC_Bing_Imp_GM,AC_Criteo_Imp_GM,AC_TikTok_Imp_GM,IB_Affiliate_Imp_GM,IB_TikTok_Imp_GM,IB_Bing_Imp_GM,IB_OpenTv_Grps_GM,IB_PayTv_spends_GM,Polo_OpenTv_Grps_GM,Polo_PayTv_spends_GM,RE_Affliate_Paid_Orders_GM,RE_Bing_Imp_GM,RE_Criteo_Imp_GM,RE_TikTok_Imp_GM,KPI_1_BL,FB_Stone_SA_Imp_2020_GM2,Polo_PayTv_spends_M_GM,IB_PayTv_spends_M_GM,AC_Affliate_Spends_M_GM,AC_BT_BL,IB_BT_BL,PL_BT_BL,RE_BT_BL,FB_TON_Imp_2020_GM1_SC,FB_TON_Imp_2021_GM1_SC,Google_TON_Imp_2020_GM1_SC,Google_TON_Imp_2021_GM1_SC,AC_Bing_Imp_GM_SC,AC_Criteo_Imp_GM_SC,AC_TikTok_Imp_GM_SC,AC_Affliate_Spends_M_GM_SC,FB_Stone_Leads_Imp_2020_GM1_SC,FB_Stone_Leads_Imp_2021_GM1_SC,Google_STONE_Imp_2020_GM1_SC,Google_STONE_Imp_2021_GM1_SC,FB_Stone_SA_Imp_2020_GM2_SC,FB_Stone_SA_Imp_2021_GM1_SC,IB_Affiliate_Imp_GM_SC,IB_TikTok_Imp_GM_SC,IB_Bing_Imp_GM_SC,IB_OpenTv_Grps_GM_SC,IB_PayTv_spends_M_GM_SC,Polo_OpenTv_Grps_GM_SC,Polo_PayTv_spends_M_GM_SC,RE_Bing_Imp_GM_SC,RE_Criteo_Imp_GM_SC,IB_Affiliate_Imp_GM_SC_V3,IB_TikTok_Imp_GM_SC_V3,IB_Bing_Imp_GM_SC_V3,IB_OpenTv_Grps_GM_SC_V3,Polo_OpenTv_Grps_GM_SC_V3,Polo_PayTv_spends_M_GM_SC_V3,IB_PayTv_spends_M_GM_SC_V3,RE_Affliate_Paid_Orders_GM_SC,RE_TikTok_Imp_GM_SC,Polo_PayTv_spends_M_GM_SC_Use,IB_PayTv_spends_M_GM_SC_Use,RE_Affliate_Paid_Orders_GM_SC_use,RE_Bing_Imp_GM_SC_use,RE_Criteo_Imp_GM_SC_use,RE_TikTok_Imp_GM_SC_use,RE_Affliate_Paid_Orders_GM_SC_latest
4/26/2021,Auto_Cred,7361,Brazil,0,0,0.291947,0,0,4341.24809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.6852207,52.85472143,7.135144,41.310055,0.765068,1,-21.66919004,20.71264337,-35.28951618,-22.7784036,-1.676247374,7.043724326,0,0,0,0,0,156.6852207,0,52.85472143,0,7.135144,0,41.310055,0,0.765068,0,4341.24809,5937.546,5569.71833,72.5,0.31,2.75,14.4,0,0,0,0,0,0,0,0,413723,0,0,0,0,0,0,7106.1512,6681.33,0,0,6687.58,0.90151179,0,0,0,5977.136,0,0,0,7361,0,0,0,0,0,0,0,0,0,5569.71833,0,0,0,0,0,8.689051196,1,0,1,0,1,0,0,4341.24809,0,0,0,0,0,0,0,16,5661.95632,0,0,0,0,0,0,0,0,0,0,-22.7784036,0,0,0.892975708,0,0,0,0,0,0,0,0,0,0,0,0,0,220694.2308,241608,0,0,0,0,0,0,0,7361,7361,0,0,0,0,5661.95632,0,0,0,0,0,0,6.92759505,0,0,0,0,0,0,0,0.888658135,0.877519522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.5431377,0,56.98748211,0,11.81128288,0,39.25243989,0,0.546580582,0,0.145143435,0,0,0,0,0,0,0,0,0,0,0,0,0,7361,0,0,0,0,0,0,0,0,0,0.578187084,0,0.297989864,0.164791978,0,0,0,0,0.538513596,0,0.000183354,0,0.256953705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/3/2021,Auto_Cred,7110,Brazil,0,0,0.191445,0,0,4341.24809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.7680341,55.48191914,6.612631,38.899244,0.386064,0,-12.04144918,34.25731843,-34.82841257,-15.62003366,5.798576333,4.974051969,0,0,0,0,0,183.7680341,0,55.48191914,0,6.612631,0,38.899244,0,0.386064,0,4341.24809,6021.63,5594.38,76.2,0.83,3.5,14.7,0,0,0,0,0,0,0,0,428511,0,0,0,0,0,0,7149.0128,6786.66,0,0,6788.55,0.914478439,0,0,0,6052.704,0,0,0,7110,0,0,0,0,0,0,0,0,0,5594.38,0,0,0,0,0,8.703113266,1,0,1,0,1,0,0,4341.24809,0,0,0,0,0,0,0,17,5679.95,0,0,0,0,0,0,0,0,0,0,-15.62003366,0,0,0.905819581,0,0,0,0,0,0,0,0,0,0,0,0,0,220694.2308,241608,0,0,0,0,0,0,0,7110,7110,0,0,0,0,5679.95,0,0,0,0,0,0,7.051742,0,0,0,0,0,0,0,0.92900386,0.888658135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.2675151,0,54.49725814,0,10.39933182,0,39.92518266,0,0.612344582,0,0.193631847,0,0,0,0,0,0,0,0,0,0,0,0,0,7361,0,0,0,0,0,0,0,0,0,0.580563307,0,0.304841043,0.252529567,0,0,0,0,0.514690162,0,0.000229775,0,0.214016043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/10/2021,Auto_Cred,7874,Brazil,0,0,0.272296,0,0,4341.24809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.8399129,57.41081571,5.755521,36.155624,0.240194,0,-15.63130695,27.29637092,-34.17224369,-16.95646903,2.544921827,6.482349916,0,0,0,0,0,176.8399129,0,57.41081571,0,5.755521,0,36.155624,0,0.240194,0,4341.24809,6105.714,5611.77607,76.2,0.83,3.5,14.7,0,0,0,0,1,0,0,0,445514,0,0,0,0,0,0,7194.7776,6891.99,0,0,6889.52,0.997662791,0,0,0,6128.272,0,0,0,7874,0,0,0,0,0,0,0,0,0,5611.77607,0,0,0,0,0,8.716980333,1,0,1,0,1,0,0,4341.24809,0,0,0,0,0,0,0,18,5690.36448,0,0,0,0,0,0,0,0,0,0,-16.95646903,0,0,0.988216291,0,0,0,0,0,0,0,0,0,0,0,0,0,220694.2308,241608,0,0,0,0,0,0,0,7874,7874,0,0,0,0,5690.36448,0,0,0,0,0,0,7.175233592,0,0,0,0,0,0,0,0.946201588,0.92900386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.2880631,0,54.76032081,0,7.802305956,0,37.32319202,0,0.327284238,0,0.243167491,0,0,0,0,0,0,0,0,0,0,0,0,0,7874,0,0,0,0,0,0,0,0,0,0.599930194,0,0.278289757,0.3430892,0,0,0,0,0.517245158,0,6.61E-05,0,0.137774775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/17/2021,Auto_Cred,7354,Brazil,0,0,0.339087,0,0,4341.24809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.6302626,61.414385,5.945112,36.81084,0.242715,0,-17.29641332,26.2535327,-31.13383964,-18.00855676,4.82670752,6.979360934,0,0,0,0,0,194.6302626,0,61.414385,0,5.945112,0,36.81084,0,0.242715,0,4341.24809,6189.798,5620.89344,76.2,0.83,3.5,14.7,0,0,0,0,0,0,0,0,457075,0,0,0,0,0,0,7245.2,6997.32,0,0,6990.49,0.953598161,0,0,0,6203.84,0,0,0,7354,0,0,0,0,0,0,0,0,0,5620.89344,0,0,0,0,0,8.730657732,1,0,1,0,1,0,0,4341.24809,0,0,0,0,0,0,0,19,5692.41256,0,0,0,0,0,0,0,0,0,0,-18.00855676,0,0,0.944568892,0,0,0,0,0,0,0,0,0,0,0,0,0,220694.2308,241608,0,0,0,0,0,0,0,7354,7354,0,0,0,0,5692.41256,0,0,0,0,0,0,7.297612858,0,0,0,0,0,0,0,0.949938647,0.946201588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.9127195,0,57.43762808,0,6.423610054,0,36.53200793,0,0.241209862,0,0.274133208,0,0,0,0,0,0,0,0,0,0,0,0,0,7361,0,0,0,0,0,0,0,0,0,0.63832602,0,0.270196597,0.397998352,0,0,0,0,0.542732713,0,3.60E-05,0,0.100396441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/24/2021,Auto_Cred,6999,Brazil,0,0,0.235088,0,0,4341.24809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.5011573,55.69183914,6.040014,50.662819,1.010978,0,-16.54754688,27.96786241,-28.18577389,-17.30382091,5.152786158,7.085845318,0,0,0,0,0,182.5011573,0,55.69183914,0,6.040014,0,50.662819,0,1.010978,0,4341.24809,6273.882,5620.62421,76.2,0.83,3.5,14.7,0,0,0,0,0,0,0,0,427497,0,0,0,0,0,0,7301.6504,7102.65,0,0,7091.46,0.925796785,0,0,0,6279.408,0,0,0,6999,0,0,0,0,0,0,0,0,0,5620.62421,0,0,0,0,0,8.744150581,1,0,1,0,1,0,0,4341.24809,0,0,0,0,0,0,0,20,5685.24224,0,0,0,0,0,0,0,0,0,0,-17.30382091,0,0,0.917030758,0,0,0,0,0,0,0,0,0,0,0,0,0,220694.2308,241608,0,0,0,0,0,0,0,6999,6999,0,0,0,0,5685.24224,0,0,0,0,0,0,7.418368287,0,0,0,0,0,0,0,0.933720536,0.949938647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.5965799,0,58.45132245,0,6.096010825,0,44.76800568,0,0.55229419,0,0.267557315,0,0,0,0,0,0,0,0,0,0,0,0,0,7361,0,0,0,0,0,0,0,0,0,0.640320698,0,0.353674926,0.386504287,0,0,0,0,0.552134905,0,0.000187182,0,0.091996392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31/2021,Auto_Cred,7029,Brazil,0,0,0.225519,4.135943,0,4318.86709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.0983969,50.81076157,4.122863,42.898694,2.472693,1,-13.75873419,33.64314085,-20.61319247,-16.20885171,-3.666312452,8.01875026,0,0,0,0,0,183.0983969,0,50.81076157,0,4.122863,0,42.898694,0,2.472693,0,4318.86709,6357.966,5609.76208,76.2,0.83,3.5,14.7,0,0,0,0,0,0,0,0,433046,0,0,0,0,0,0,7365.1152,7207.98,0,0,7192.43,0.948543365,0,0,0,6354.976,0,0,0,7029,0,0,0,0,0,0,0,0,0,5609.76208,0,0,0,0,0,8.757463794,1,0,1,0,1,0,0,4318.86709,0,0,0,0,0,0,0,21,5667.93432,0,0,0,0,0,0,0,0,0,0,-16.20885171,0,0,0.939561959,0,0,0,0,0,0,0,0,0,0,0,0,0,220694.2308,241608,0,0,0,0,0,0,0,7029,7029,0,0,0,0,5667.93432,0,0,0,0,0,0,7.536931587,0,0,0,0,0,0,0,0.942101708,0.933720536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.4833924,0,57.11742713,0,5.599292483,0,46.20277549,0,1.599990547,0,0.264851109,0.718750686,0,0,0,0,0,0,0,0,0,0,0,0,7361,0,0,0,0,0,0,0,0,0,0.648645242,0,0.367922887,0.381745908,0.001280799,0,0,0,0.539734307,0,0.001532839,0,0.079686162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/7/2021,Auto_Cred,7350,Brazil,0,0,0.09147,10.838607,4.226303,4318.86709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.4779521,49.316454,5.192842,34.225382,2.906506,0,-7.630304765,37.6154336,-25.1225351,-11.75524683,7.275521572,6.28808847,0,0,0,0,0,178.4779521,0,49.316454,0,5.192842,0,34.225382,0,2.906506,0,4318.86709,6442.05,5586.99875,80.9,0.53,4.25,14.7,0,0,0,0,0,0,0,0,468609,0,0,0,0,0,0,7436.1968,7313.31,0,0,7293.4,0.978982025,0,0,0,6430.544,0,0,0,7350,0,0,0,0,0,0,0,0,0,5586.99875,0,0,0,0,0,8.770602091,1,0,1,0,1,0,0,4318.86709,0,0,0,0,0,0,0,22,5639.5,0,0,0,0,0,0,0,0,0,0,-11.75524683,0,0,0.969712406,0,0,0,0,0,0,0,0,0,0,0,0,0,220694.2308,241608,0,0,0,0,0,0,0,7350,7350,0,0,0,0,5639.5,0,0,0,0,0,0,7.652675438,0,0,0,0,0,0,0,0.955054427,0.942101708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.7409201,0,52.60090573,0,5.372339999,0,37.91637483,0,2.647502248,0,0.211781576,2.948477396,1.697957712,0,0,0,0,0,0,0,0,0,0,0,7361,0,0,0,0,0,0,0,0,0,0.631933567,0,0.284353437,0.285899945,0.019399326,0.013778488,0,0,0.496008418,0,0.004095503,0,0.074247829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/14/2021,Auto_Cred,6962,Brazil,0,0,0.031859,11.265874,4.587093,4318.86709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.8386911,64.98057614,1.531925,39.943973,2.690726,0,-13.84508005,29.07095512,-27.4483995,-15.23584628,5.83699494,6.590586574,0,0,0,0,0,199.8386911,0,64.98057614,0,1.531925,0,39.943973,0,2.690726,0,4318.86709,6526.134,5550.92032,80.9,0.53,4.25,14.7,0,0,0,0,0,0,0,0,510818,0,0,0,0,0,0,7515.1136,7418.64,0,0,7394.37,0.965026394,0,0,0,6506.112,0,0,0,6962,0,0,0,0,0,0,0,0,0,5550.92032,0,0,0,0,0,8.78357001,1,0,1,0,0,0,0,4318.86709,0,0,0,0,0,0,0,23,5598.87848,0,0,0,0,0,0,0,0,0,0,-15.23584628,0,0,0.955888916,0,0,0,0,0,0,0,0,0,0,0,0,0,220694.2308,241608,0,0,0,0,0,0,0,6962,6962,0,0,0,0,5598.87848,0,0,0,0,0,0,7.764911245,0,0,0,0,0,0,0,0.951426214,0.955054427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.4952728,0,53.3326807,0,4.489925066,0,37.51038381,0,2.81955531,0,0.134194134,5.931914136,3.233078747,0,0,0,0,0,0,0,0,0,0,0,7361,0,0,0,0,0,0,0,0,0,0.64292878,0,0.280203753,0.145779544,0.068356445,0.045031819,0,0,0.503271905,0,0.00462651,0,0.054361946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/21/2021,Auto_Cred,6959,Brazil,0,0,0.005963,10.370157,5.180828,4318.86709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.9036394,72.80692957,0,52.610526,1.032004,0,-13.52073701,28.15945533,-25.11076985,-16.13995966,4.238703834,6.233167445,0,0,0,0,0,189.9036394,0,72.80692957,0,0,0,52.610526,0,1.032004,0,4318.86709,6610.218,5500.00369,80.9,0.53,4.25,14.7,0,0,0,0,0,0,0,0,491384,0,0,0,0,0,0,7601.7,7523.97,0,0,7495.34,0.937554679,0,0,0,6581.68,0,0,0,6959,0,0,0,0,0,0,0,0,0,5500.00369,0,0,0,0,0,8.796371913,1,0,1,0,0,0,0,4318.86709,0,0,0,0,0,0,0,24,5544.93456,0,0,0,0,0,0,0,0,0,0,-16.13995966,0,0,0.928677321,0,0,0,0,0,0,0,0,0,0,0,0,0,220694.2308,241608,0,0,0,0,0,0,0,6959,6959,0,0,0,0,5544.93456,0,0,0,0,0,0,7.8728869,0,0,0,0,0,0,0,0.959263154,0.951426214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.9124948,0,59.88775677,0,3.045410222,0,47.22017958,0,2.02232753,0,0.074457988,8.972923656,4.728468271,0,0,0,0,0,0,0,0,0,0,0,7361,0,0,0,0,0,0,0,0,0,0.652709198,0,0.377950853,0.054280349,0.13617241,0.087185686,0,0,0.565222078,0,0.0024248,0,0.027032948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/28/2021,Auto_Cred,7422,Brazil,1675.504516,13.96253763,0.005887,11.048155,7.901551,4129.380834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.8839944,75.35476514,1.328746,67.692127,1.882641,0,-9.100833878,36.1076065,-25.15828858,-13.30633074,7.049742957,6.008292825,0,0,0,0,0,191.8839944,0,75.35476514,0,1.328746,0,67.692127,0,1.882641,0,4129.380834,6694.302,5432.61296,80.9,0.53,4.25,14.7,0,0,0,0,0,0,0,0,349055,0,0,0,0,0,0,7695.4064,7629.3,0,0,7596.31,1.002717587,0,0,0,6657.248,0,0,0,7422,0,0,0,0,0,0,0,0,0,5432.61296,0,0,0,0,0,8.809011996,1,0,1,0,0,0,0,4129.380834,0,0,0,0,0,0,0,25,5476.45624,0,0,0,0,0,0,0,0,0,0,-13.30633074,0,0.001675505,0.993223224,0,0,0,0,0,0,0,0,0,0,0,0,0,239686.9848,256772.3888,0,0,0,0,0,0,0,7422,7422,0,0,0,0,5476.45624,0,0,0,0,0,0,7.975784534,0,0,0,0,0,0,0,0.997685926,0.959263154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.3458521,0,69.96926763,0,2.136812818,0,61.27403884,0,1.37477661,675.161151,0.027768371,10.87665521,6.114007238,0,0,0,0,0,0,0,0,0,0,0,7422,0,0,0,0.001675505,0.001675505,0.001675505,0.001675505,0.001675505,0,0.667817558,0,0.508127125,0.008791156,0.183726274,0.133076444,0.00331918,0,0.649221235,0,0.001137667,0,0.013981997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/5/2021,Auto_Cred,7823,Brazil,2932.132903,24.43444086,0.005386,11.600724,9.043022,4129.380834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.4684577,80.52173514,2.672858,71.08594,1.534453,0,-0.818714193,43.82376902,-14.66649607,-5.929744744,7.956330327,5.063940516,0,0,0,0,0,202.4684577,0,80.52173514,0,2.672858,0,71.08594,0,1.534453,0,4129.380834,6778.386,5346.99583,82.2,0.96,4.25,14.6,0,0,0,0,0,0,0,0,319652,0,0,0,0,0,0,7795.2992,7734.63,0,0,7697.28,1.081396577,0,0,0,6732.816,0,0,0,7823,0,0,0,0,0,0,0,0,0,5346.99583,0,0,0,0,0,8.821494299,1,0,1,0,0,0,0,4129.380834,0,0,0,0,0,0,0,26,5392.15232,0,0,0,0,0,0,0,0,0,0,-5.929744744,0,0.002932133,1.071157233,0,0,0,0,0,0,0,0,0,0,0,0,0,253931.5503,268145.6803,0,0,0,0,0,0,0,7823,7823,0,0,0,0,5392.15232,0,0,0,0,0,0,8.072718275,0,0,0,0,0,0,0,1.075329678,0.997685926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.6581735,0,75.3640961,0,1.23956892,0,69.64167748,0,1.742335194,2181.875379,0.010457838,11.01172364,7.627436801,0,0,0,0,0,0,0,0,0,0,0,7823,0,0,0,0.002932133,0.002932133,0.002932133,0.002932133,0.002932133,0,0.665935186,0,0.576724114,0.001320346,0.187189582,0.187764093,0.009751947,0,0.688597172,0,0.00181167,0,0.004941763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/12/2021,Auto_Cred,8354,Brazil,2932.132903,24.43444086,0.007251,17.866289,15.354445,4129.380834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.272641,69.41796043,3.13877,74.562579,2.238507,0,-2.79007757,37.97849837,-15.16858159,-6.37788706,8.290873437,5.091361123,0,0,0,0,0,208.272641,0,69.41796043,0,3.13877,0,74.562579,0,2.238507,0,4129.380834,6862.47,5241.28,82.2,0.96,4.25,14.6,0,0,0,0,0,0,0,0,286986,0,0,0,0,0,0,7900.0608,7839.96,0,0,7798.25,1.172712557,0,0,0,6808.384,0,0,0,8354,0,0,0,0,0,0,0,0,0,5241.28,0,0,0,0,0,8.833822714,1,0,1,0,0,0,0,4129.380834,0,0,0,0,0,0,0,27,5290.65,0,0,0,0,0,0,0,0,0,0,-6.37788706,0,0.002932133,1.161608575,0,0,0,0,0,0,0,0,0,0,0,0,0,253931.5503,268145.6803,0,0,0,0,0,0,0,8354,8354,0,0,0,0,5290.65,0,0,0,0,0,0,8.162732,0,0,0,0,0,0,0,1.118287716,1.075329678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.6529912,0,75.89772573,0,1.613851718,0,73.08306926,0,1.818158537,2932.132903,0.006123004,12.1836832,11.27128994,0,0,0,0,0,0,0,0,0,0,0,8354,0,0,0,0.002932133,0.002932133,0.002932133,0.002932133,0.002932133,0,0.682056634,0,0.602828301,0.000459184,0.217565583,0.325780759,0.009751947,0,0.692287156,0,0.001969287,0,0.008206618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/19/2021,Auto_Cred,8212,Brazil,2932.132903,24.43444086,0.009883,8.978308,11.039215,4129.380834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.1873181,51.64905857,2.266213,88.845524,4.324407,0,-2.055693489,38.47461481,-12.65919397,-5.950770463,9.291093747,5.148153521,0,0,0,0,0,203.1873181,0,51.64905857,0,2.266213,0,88.845524,0,4.324407,0,4129.380834,6946.554,5113.46957,82.2,0.96,4.25,14.6,0,0,0,0,0,0,0,0,312446,0,0,0,0,0,0,8007.9896,7945.29,0,0,7899.22,1.132823627,0,0,0,6883.952,0,0,0,8212,0,0,0,0,0,0,0,0,0,5113.46957,0,0,0,0,0,8.846000988,1,0,1,0,0,0,0,4129.380834,0,0,0,0,0,0,0,28,5170.49248,0,0,0,0,0,0,0,0,0,0,-5.950770463,0,0.002932133,1.122097339,0,0,0,0,0,0,0,0,0,0,0,0,0,253931.5503,268145.6803,0,0,0,0,0,0,0,8212,8212,0,0,0,0,5170.49248,0,0,0,0,0,0,8.244797097,0,0,0,0,0,0,0,1.127213119,1.118287716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.7258194,0,70.3990131,0,2.342284879,0,82.76730987,0,3.079041079,2932.132903,0.007263273,12.60209553,11.92104647,0,0,0,0,0,0,0,0,0,0,0,8354,0,0,0,0.002932133,0.002932133,0.002932133,0.002932133,0.002932133,0,0.695195482,0,0.669673437,0.000643689,0.228516338,0.350106999,0.009751947,0,0.65249796,0,0.005483997,0,0.016613308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
