Date,Region,App_D7_TR,Appier_Install,AppleSearch_Roas,Applovin_AEO,Applovin_ALL,Applovin_Install,Applovin_Roas,Chart_Boost_Roas,Exmox_AEO,Facebook_AEO,Facebook_ALL,Facebook_INSTALL,Facebook_ROAS,Google_UAC_AEO,GoogleUAC_ALL,GoogleUAC_ROAS,IronSource_Install,Jampp_ROAS,Kaden_ROAS,Kyawake_ALL,Kyawake_Other,Kyawake_ROAS,Liftoff_Other,Mobupps_AEO,Moloco_Roas,Snapchat_AEO,Snapchat_INSTALL,TikTok_AEO,TikTok_Install,Unity_Install,Unity_ROAS,Vungle_Other,Vungle_Roas,spend_Appier_INSTALL,spend_AppleSearch_ROAS,spend_Applovin_AEO,spend_Applovin_ALL,spend_Applovin_INSTALL,spend_Applovin_ROAS,spend_Chartboost_ROAS,spend_Exmox_AEO,spend_Facebook_AEO,spend_Facebook_ALL,spend_Facebook_INSTALL,spend_Facebook_ROAS,spend_GoogleUAC_AEO,spend_GoogleUAC_ALL,spend_GoogleUAC_ROAS,spend_IronSource_INSTALL,spend_Jampp_ROAS,spend_Kaden_ROAS,spend_Kyawake_ALL,spend_Kyawake_OTHER,spend_Kyawake_ROAS,spend_Liftoff_OTHER,spend_Mobupps_AEO,spend_Moloco_ROAS,spend_Snapchat_AEO,spend_Snapchat_INSTALL,spend_TikTok_AEO,spend_TikTok_INSTALL,spend_Unity_INSTALL,spend_Unity_ROAS,spend_Vungle_OTHER,spend_Vungle_ROAS,Bug_fix,NM_Basic_Activities1,NM_Basic_Activities2,NM_Basic_Activities3,NM_Basic_Activities4,NM_Basic_Activities5,NM_Basic_Activities6,NM_Advanced_activities1,NM_Advanced_activities2,NM_Advanced_activities3,NM_Advanced_activities4,NM_Advanced_activities5,force_update_2021,force_update_2022,hot_update_2021,hot_update_2022,Holiday_FEB,Holiday_JAN,hot_update_2022_dip,hot_update_2022_PU1,hot_update_2022_PU2,hot_update_2022_PU3,hot_update_2022_PU4,hot_update_2022_PU5,NM_Basic_Activities4_V2,hot_update_Oct14th,NewYear22,Weekend_Sun_2021,Weekend_Sun_2022,Weekend_Sat_2021,Weekend_Sat_2022,Weekend_Fri_2021,Weekend_Fri_2022,Week_Mon_2021,Week_Mon_2022,Week_Tue_2021,Week_Tue_2022,Week_Wed_2021,Week_Wed_2022,Week_Thurs_2021,Week_Thurs_2022
2022-01-01,US,8416.6,0.0,5.5,25.69,0.0,5.52,0.0,0.0,0.0,626.63,0.0,4.19,573.13,74.73,0.0,0.0,40.559999999999995,0.0,0.0,0.0,0.0,0.0,532.72,0.0,10027.96,0.0,0.0,0.0,0.0,79.25,30.590000000000003,0.0,117.74,0.0,1249.5600000000002,1755.88,0.0,450.0,0.0,0.0,0.0,4224.18,0.0,36.29,10764.04,3922.67,0.0,0.0,1019.3399999999999,0.0,0.0,0.0,0.0,0.0,12266.19,0.0,7512.99,0.0,0.0,0.0,0.0,2304.2400000000002,2132.01,0.0,2873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-01-02,US,7773.88,0.0,5.99,18.72,0.0,4.89,0.0,0.0,0.0,422.06,0.0,4.8,555.7,90.0,0.0,0.0,55.34,0.0,0.0,0.0,0.0,0.0,527.87,0.0,10322.03,0.0,0.0,0.0,0.0,77.9,25.79,0.0,142.39,0.0,1257.47,2247.81,0.0,390.0,0.0,0.0,0.0,4313.99,0.0,36.63,11008.09,3963.57,0.0,0.0,2219.37,0.0,0.0,0.0,0.0,0.0,12466.12,0.0,7518.77,0.0,0.0,0.0,0.0,2302.96,2126.06,0.0,3640.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-03,US,7627.2300000000005,0.0,4.0600000000000005,13.75,0.0,6.03,0.0,0.0,0.0,488.26,0.0,3.36,574.37,79.44,0.0,0.0,60.41,0.0,0.0,0.0,0.0,0.0,495.73,0.0,10226.12,0.0,0.0,0.0,0.0,81.81,23.759999999999998,0.0,94.96,0.0,1289.06,1923.96,0.0,450.0,0.0,0.0,0.0,4122.09,0.0,35.2,10548.779999999999,4011.9900000000002,0.0,0.0,2192.43,0.0,0.0,0.0,0.0,0.0,11519.53,0.0,7517.6900000000005,0.0,0.0,0.0,0.0,2304.0299999999997,2105.17,0.0,2427.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-01-04,US,7303.1,0.0,3.52,13.4,0.0,5.15,0.0,0.0,0.0,494.81,0.0,3.84,627.0,90.82,0.0,0.0,59.52,0.0,0.0,0.0,0.0,0.0,492.47,0.0,10700.7,0.0,0.0,0.0,0.0,83.6,26.23,0.0,112.87,0.0,1269.68,1472.1000000000001,0.0,290.0,0.0,0.0,0.0,4302.43,0.0,35.37,11198.2,3926.2400000000002,0.0,0.0,1535.6100000000001,0.0,0.0,0.0,0.0,0.0,11880.5,0.0,7514.360000000001,0.0,0.0,0.0,0.0,2312.7400000000002,2206.1000000000004,0.0,2303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-01-05,US,7652.25,0.0,3.92,25.39,0.0,6.53,16.8,0.0,0.0,532.45,0.0,3.47,610.74,70.9,0.0,0.0,52.73,0.0,0.0,0.0,0.0,0.0,537.54,0.0,10953.87,0.0,0.0,0.0,0.0,77.59,32.95,0.0,127.01,0.0,1178.41,1861.65,0.0,370.0,296.7,0.0,0.0,4314.43,0.0,36.02,11042.400000000001,3498.52,0.0,0.0,1411.2800000000002,0.0,0.0,0.0,0.0,0.0,11997.82,0.0,7514.37,0.0,0.0,0.0,0.0,2289.61,2323.41,0.0,3499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022-01-06,US,9675.28,0.0,4.760000000000001,19.21,0.0,4.22,14.5,0.0,0.0,537.34,0.0,2.99,569.76,91.72,0.0,0.0,49.36,0.0,0.0,0.0,0.0,0.0,531.75,0.0,10700.95,0.0,0.0,0.0,0.0,85.74000000000001,30.25,0.0,124.32,0.0,1525.9,2211.63,0.0,306.0,1309.03,0.0,0.0,4338.9800000000005,0.0,35.93,10874.56,3905.34,0.0,0.0,1160.68,0.0,0.0,0.0,0.0,0.0,12485.42,0.0,7351.9400000000005,0.0,0.0,0.0,0.0,2308.92,2473.86,0.0,3383.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022-01-07,US,11313.0,0.0,4.93,31.04,0.0,1.56,19.6,0.0,0.0,593.52,0.0,2.98,594.47,106.61,0.0,0.0,50.14,0.0,0.0,0.0,0.0,0.0,456.33,0.0,9972.43,0.0,0.0,0.0,0.0,111.94,33.67,0.0,135.11,0.0,1443.3400000000001,2084.05,0.0,186.0,2727.57,0.0,0.0,4555.07,0.0,36.17,11523.36,4391.400000000001,0.0,0.0,1184.1200000000001,0.0,0.0,0.0,0.0,0.0,12267.800000000001,0.0,7515.06,0.0,0.0,0.0,0.0,3172.4800000000005,2181.25,0.0,3607.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-01-08,US,9574.56,0.0,5.859999999999999,27.59,0.0,2.77,12.9,0.0,0.0,612.53,0.0,4.13,645.48,121.64,0.0,0.0,58.49,0.0,0.0,0.0,0.0,0.0,611.46,0.0,10721.62,0.0,0.0,0.0,0.0,105.14,33.54,0.0,122.41,0.0,1707.15,2269.84,0.0,102.0,3050.86,0.0,0.0,4731.4800000000005,0.0,39.26,11772.550000000001,4113.41,0.0,0.0,1566.51,0.0,0.0,0.0,0.0,0.0,12410.1,0.0,7505.89,0.0,0.0,0.0,0.0,2939.0299999999997,2926.04,0.0,3429.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-01-09,US,10193.819999999998,0.0,5.07,25.08,0.0,2.56,16.28,0.0,0.0,649.38,0.0,3.56,568.22,97.63,0.0,0.0,79.67,0.0,0.0,0.0,0.0,0.0,616.94,0.0,9897.93,0.0,0.0,0.0,0.0,107.1,34.11,0.0,113.61,0.0,1562.1299999999999,2038.52,0.0,150.0,2793.39,0.0,0.0,4769.79,0.0,35.33,10928.62,4086.77,0.0,0.0,2307.74,0.0,0.0,0.0,0.0,0.0,12328.99,0.0,7517.04,0.0,0.0,0.0,0.0,3346.75,2966.33,0.0,3697.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-10,US,9508.880000000001,0.0,4.75,46.71,0.0,1.7,20.34,0.0,0.0,637.58,0.0,3.3,612.65,136.46,0.0,0.0,69.27,0.0,0.0,0.0,0.0,0.0,459.31,0.0,10222.15,0.0,0.0,0.0,0.0,99.53999999999999,39.07,0.0,95.13,0.0,1618.43,2548.52,0.0,120.0,3347.36,0.0,0.0,4994.28,0.0,36.08,11543.470000000001,4303.63,0.0,0.0,2048.35,0.0,0.0,0.0,0.0,0.0,11425.41,0.0,8929.54,0.0,0.0,0.0,0.0,2658.43,3146.1,0.0,2425.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-01-11,US,7986.7,0.0,5.11,33.97,0.0,0.99,25.81,0.0,0.0,497.4,0.0,3.1,507.61,95.2,0.0,0.0,48.28,0.0,0.0,0.0,0.0,0.0,469.56,0.0,11610.92,0.0,0.0,0.0,76.92,105.33,38.8,0.0,116.75,0.0,1561.96,3602.4,0.0,72.0,3858.69,0.0,0.0,4776.96,0.0,35.85,10964.82,4187.4,0.0,0.0,1139.77,0.0,0.0,0.0,0.0,0.0,14134.31,0.0,9499.16,0.0,0.0,0.0,291.0,2895.8500000000004,3114.62,0.0,2878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-01-12,US,9240.73,0.0,5.45,29.56,0.0,0.97,26.68,5.61,0.0,537.84,0.0,2.94,483.82,91.26,0.0,0.0,40.66,0.0,0.0,0.0,0.0,0.0,346.77,0.0,10905.67,0.0,0.0,0.0,102.3,112.42000000000002,37.269999999999996,0.0,119.47,0.0,1802.95,4085.26,0.0,72.0,6507.92,20.0,0.0,5238.08,0.0,36.35,11637.69,4014.04,0.0,0.0,1140.8899999999999,0.0,0.0,0.0,0.0,0.0,13333.26,0.0,9531.31,0.0,0.0,0.0,291.0,2911.62,2861.82,0.0,2792.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022-01-13,US,9872.800000000001,0.0,5.31,44.82,0.0,1.15,37.94,0.0,0.0,530.19,0.0,2.82,451.29,55.97,0.0,0.0,32.98,0.0,0.0,0.0,0.0,0.0,343.85,0.0,10731.16,0.0,0.0,0.0,100.38,100.8,38.5,0.0,158.99,0.0,1644.3899999999999,4414.08,0.0,72.0,6563.04,0.0,0.0,5250.53,0.0,37.5,12332.5,3262.85,0.0,0.0,675.79,0.0,0.0,0.0,0.0,0.0,13916.27,0.0,9524.73,0.0,0.0,0.0,291.0,2715.23,2923.3500000000004,0.0,3539.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022-01-14,US,9641.460000000001,0.0,6.66,36.19,0.0,1.06,70.54,3.85,0.0,565.01,0.0,2.84,476.66,86.09,0.0,0.0,27.41,0.0,0.0,0.0,0.0,0.0,468.8,0.0,12028.21,0.0,0.0,0.0,84.49,101.31,31.990000000000002,0.0,128.82,0.0,2136.25,4738.22,0.0,54.0,12977.44,20.0,0.0,5430.6900000000005,0.0,36.72,12228.26,3844.9300000000003,0.0,0.0,728.85,0.0,0.0,0.0,0.0,0.0,13680.84,0.0,9512.51,0.0,0.0,0.0,291.0,2545.58,2926.3900000000003,0.0,2873.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-01-15,US,13152.210000000001,0.0,7.15,64.46,0.0,3.01,65.48,0.0,0.0,614.6,0.0,3.14,514.19,128.03,0.0,0.0,65.09,0.0,0.0,0.0,0.0,0.0,599.81,0.0,11767.99,0.0,0.0,0.0,90.76,103.38999999999999,46.89,0.0,147.3,0.0,1713.54,4720.16,0.0,48.0,16433.06,0.0,0.0,5465.47,0.0,36.74,12577.8,4060.4700000000003,0.0,0.0,1933.0900000000001,0.0,0.0,0.0,0.0,0.0,14113.94,0.0,9519.04,0.0,0.0,0.0,291.0,2694.83,2910.63,0.0,3666.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-01-16,US,13652.380000000001,0.0,5.83,53.25,0.0,5.25,74.93,5.43,0.0,555.88,0.0,2.86,512.63,133.52,0.0,0.0,62.54,0.0,0.0,0.0,0.0,0.0,883.46,0.0,13242.15,0.0,0.0,0.0,84.79,102.22999999999999,30.87,0.0,130.77,0.0,1884.57,5718.150000000001,0.0,84.0,13542.970000000001,30.0,0.0,5245.05,0.0,35.68,11876.95,4342.95,0.0,0.0,2073.75,0.0,0.0,0.0,0.0,0.0,13666.09,0.0,9516.81,0.0,0.0,0.0,291.0,2810.58,2957.71,0.0,3664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-17,US,10762.300000000001,0.0,5.7,89.1,0.0,3.54,103.2,12.96,0.0,537.94,0.0,2.87,536.76,93.3,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,759.77,0.0,14968.87,0.0,0.0,0.0,86.85,100.67999999999999,33.07,0.0,118.22,0.0,1981.42,7095.56,0.0,126.0,12074.91,50.0,0.0,5220.77,0.0,36.49,11791.8,3410.96,0.0,0.0,2543.9900000000002,0.0,0.0,0.0,0.0,0.0,16720.08,0.0,9513.710000000001,0.0,0.0,0.0,291.0,2773.57,2953.34,0.0,2295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-01-18,US,15291.16,0.0,5.06,83.16,0.0,0.58,93.98,6.68,0.0,560.86,0.0,2.66,570.64,190.16,0.0,0.0,67.05,0.0,0.0,0.0,0.0,0.0,729.46,0.0,13886.94,0.0,0.0,424.64,70.95,83.47999999999999,42.89,0.0,140.28,0.0,1813.09,7512.7300000000005,0.0,138.0,12918.45,30.0,0.0,5559.1900000000005,0.0,36.0,12598.050000000001,5587.35,0.0,0.0,2092.73,0.0,0.0,0.0,0.0,0.0,15267.07,0.0,9526.65,0.0,0.0,1455.01,291.0,2279.0699999999997,3385.1400000000003,0.0,2736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-01-19,US,11665.6,0.0,5.03,54.6,0.0,0.92,111.99,47.9,0.0,573.64,0.0,2.74,512.06,112.35,0.0,0.0,69.21000000000001,0.0,0.0,0.0,0.0,0.0,1510.96,0.0,13333.04,0.0,0.0,484.09,73.33,86.64,50.03999999999999,0.0,166.6,0.0,1870.89,6208.49,0.0,48.0,13641.880000000001,70.0,0.0,5570.7,0.0,37.0,12605.410000000002,3792.06,0.0,0.0,2134.33,0.0,0.0,0.0,0.0,0.0,16020.75,0.0,9516.62,0.0,0.0,1405.21,291.0,2230.0,3327.3500000000004,0.0,3343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022-01-20,US,12144.42,0.0,5.42,69.04,0.0,0.21,97.4,31.38,0.0,521.05,0.0,2.64,540.18,126.65,0.0,0.0,42.21,0.0,0.0,0.0,0.0,0.0,1665.19,0.0,13448.51,0.0,0.0,415.47,2.57,93.4,56.89,0.0,150.45,0.0,2010.13,5259.72,0.0,30.0,16536.44,50.0,0.0,5674.06,0.0,36.59,12776.43,4425.9800000000005,0.0,0.0,1412.38,0.0,0.0,0.0,0.0,0.0,16458.14,0.0,9511.17,0.0,0.0,1455.01,10.24,2163.76,3334.98,0.0,3355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022-01-21,US,10004.11,995.94,3.99,57.62,0.0,0.0,123.06,5.94,0.0,582.65,0.0,2.6,621.81,107.17,0.0,0.0,69.27000000000001,0.0,0.0,0.0,0.0,0.0,575.41,0.0,14199.2,0.0,0.0,363.88,0.0,84.3,73.05,0.0,142.77,30.0,2027.48,5391.46,0.0,30.0,23323.86,40.0,0.0,6821.29,0.0,36.7,15321.09,3683.57,0.0,0.0,2032.27,0.0,0.0,0.0,0.0,0.0,17204.84,0.0,9511.710000000001,0.0,0.0,1455.0,0.0,2047.6799999999998,4272.21,0.0,2786.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-01-22,US,12207.460000000001,1325.41,5.18,54.06,0.0,0.0,78.18,4.72,0.0,591.69,0.0,2.83,628.02,192.6,0.0,0.0,82.52,0.0,0.0,0.0,0.0,0.0,576.8,0.0,14145.82,0.0,0.0,296.04,0.0,80.44999999999999,79.5,0.0,159.34,85.0,1937.92,4371.37,0.0,18.0,17542.65,40.0,0.0,7334.21,0.0,36.12,16362.36,5628.7,0.0,0.0,2612.23,0.0,0.0,0.0,0.0,0.0,17762.78,0.0,9507.9,0.0,0.0,996.38,0.0,2135.74,4296.25,0.0,3794.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-01-23,US,12471.62,1452.24,6.430000000000001,43.11,0.0,0.0,73.0,9.05,0.0,592.51,0.0,2.86,643.61,243.5,0.0,0.0,117.65,0.0,0.0,0.0,0.0,0.0,591.42,0.0,13131.9,0.0,0.0,110.68,0.0,88.63,87.02,0.0,162.76,130.0,2047.5,4333.35,0.0,30.0,17574.8,30.0,0.0,7569.1,0.0,36.33,17676.84,5506.51,0.0,0.0,3270.6800000000003,0.0,0.0,0.0,0.0,0.0,17089.010000000002,0.0,9512.84,0.0,0.0,336.79,0.0,2320.57,4637.0,0.0,3692.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-24,US,11554.94,2922.26,5.9,55.35,0.0,0.0,117.55,1.44,0.0,683.77,0.0,2.62,685.12,120.3,0.0,0.0,115.18,0.0,0.0,0.0,0.0,0.0,600.77,0.0,14737.13,0.0,0.0,395.92,0.0,106.15,85.2,0.0,121.97,225.0,1848.24,5525.32,0.0,36.0,17916.62,20.0,0.0,7674.27,0.0,37.06,18730.15,4339.9400000000005,0.0,0.0,3446.54,0.0,0.0,0.0,0.0,0.0,16775.31,0.0,9508.77,0.0,0.0,1454.99,0.0,2418.1400000000003,4783.15,0.0,2642.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-01-25,US,14682.16,6502.57,8.690000000000001,86.9,0.0,0.0,133.78,13.07,0.0,734.89,0.0,2.59,682.79,127.21,0.0,0.0,128.44,0.0,0.0,0.0,0.0,0.0,470.04,0.0,15983.12,0.0,0.0,375.24,0.0,127.19,115.84,0.0,136.76,485.0,2015.61,7423.18,0.0,12.0,24695.71,20.0,0.0,9440.94,0.0,36.49,17844.489999999998,4647.56,0.0,0.0,3081.15,0.0,0.0,0.0,0.0,0.0,18180.65,0.0,9470.51,0.0,0.0,1455.0,0.0,2877.8500000000004,5751.5,0.0,2877.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-01-26,US,13391.300000000001,8195.98,9.82,85.56,0.0,0.0,141.04,61.89,0.0,802.37,0.0,2.45,833.3599999999999,72.15,0.0,0.0,117.64000000000001,0.0,0.0,0.0,0.0,0.0,449.77,0.0,14951.9,0.0,0.0,366.75,0.0,151.26,123.41,0.0,144.01,655.0,2000.88,9024.36,0.0,0.0,24743.16,110.0,0.0,8381.54,0.0,37.07,20616.670000000002,3031.27,0.0,0.0,2988.91,0.0,0.0,0.0,0.0,0.0,18186.96,0.0,9512.7,0.0,0.0,1455.0,0.0,3444.3,6688.16,0.0,3338.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022-01-27,US,11497.15,9198.06,9.14,107.55,0.0,0.0,166.23,4.22,0.0,778.32,0.0,2.35,888.48,49.78,0.0,0.0,113.76,0.0,0.0,0.0,0.0,0.0,430.5,0.0,16681.63,0.0,0.0,302.94,0.0,152.33,144.7,0.0,194.38,495.0,2507.84,7957.75,0.0,12.0,25626.91,30.0,0.0,8071.42,0.0,35.93,22167.83,2258.83,0.0,0.0,2954.5200000000004,0.0,0.0,0.0,0.0,0.0,17997.86,0.0,11828.09,0.0,0.0,1455.0,0.0,3388.8100000000004,7794.100000000001,0.0,4070.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022-01-28,US,14107.09,4597.92,7.67,57.43,0.0,0.0,228.64,2.75,0.0,811.28,0.0,2.53,938.44,35.57,0.0,0.0,104.11999999999999,0.0,0.0,0.0,0.0,0.0,458.17,0.0,18170.43,0.0,0.0,323.23,0.0,142.22,120.32000000000001,0.0,199.81,405.0,2080.67,6897.27,0.0,6.0,22499.21,30.0,0.0,8349.14,0.0,35.88,22760.54,1833.19,0.0,0.0,2710.3599999999997,0.0,0.0,0.0,0.0,0.0,18488.75,0.0,12524.33,0.0,0.0,1442.13,0.0,3118.32,6797.59,0.0,4687.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-01-29,US,16444.09,6721.02,12.77,63.37,0.0,0.0,135.8,8.13,0.0,846.56,0.0,2.58,977.2,59.74,0.0,0.0,112.07999999999998,0.0,0.0,0.0,0.0,0.0,456.82,0.0,17586.7,0.0,0.0,363.48,0.0,157.01,162.48,0.0,173.93,465.0,2076.66,5148.4400000000005,0.0,36.0,24591.15,80.0,0.0,8453.15,0.0,35.85,22953.0,2867.04,0.0,0.0,3309.5600000000004,0.0,0.0,0.0,0.0,0.0,18533.49,0.0,12510.2,0.0,0.0,1455.0,0.0,3414.46,7590.72,0.0,3903.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
