date,impression_Appier_INSTALL,impression_AppleSearch_ROAS,impression_Applovin_AEO,impression_Applovin_ALL,impression_Applovin_INSTALL,impression_Applovin_ROAS,impression_Chartboost_ROAS,impression_Exmox_AEO,impression_Facebook_AEO,impression_Facebook_ALL,impression_Facebook_INSTALL,impression_Facebook_ROAS,impression_GoogleUAC_AEO,impression_GoogleUAC_ALL,impression_GoogleUAC_ROAS,impression_IronSource_INSTALL,impression_Jampp_ROAS,impression_Kaden_ROAS,impression_Kyawake_ALL,impression_Kyawake_OTHER,impression_Kyawake_ROAS,impression_Liftoff_OTHER,impression_Mobupps_AEO,impression_Moloco_ROAS,impression_Snapchat_AEO,impression_Snapchat_INSTALL,impression_TikTok_AEO,impression_TikTok_INSTALL,impression_Unity_INSTALL,impression_Unity_ROAS,impression_Vungle_OTHER,impression_Vungle_ROAS,spend_Appier_INSTALL,spend_AppleSearch_ROAS,spend_Applovin_AEO,spend_Applovin_ALL,spend_Applovin_INSTALL,spend_Applovin_ROAS,spend_Chartboost_ROAS,spend_Exmox_AEO,spend_Facebook_AEO,spend_Facebook_ALL,spend_Facebook_INSTALL,spend_Facebook_ROAS,spend_GoogleUAC_AEO,spend_GoogleUAC_ALL,spend_GoogleUAC_ROAS,spend_IronSource_INSTALL,spend_Jampp_ROAS,spend_Kaden_ROAS,spend_Kyawake_ALL,spend_Kyawake_OTHER,spend_Kyawake_ROAS,spend_Liftoff_OTHER,spend_Mobupps_AEO,spend_Moloco_ROAS,spend_Snapchat_AEO,spend_Snapchat_INSTALL,spend_TikTok_AEO,spend_TikTok_INSTALL,spend_Unity_INSTALL,spend_Unity_ROAS,spend_Vungle_OTHER,spend_Vungle_ROAS,advertising_new_user,day1_revenue,advertising_day7_revenue,day14_revenue,publish_force,publish_hot,publish_bug,publish_internal,publish_external,kpi_day7_revenue,kpi_new_user,retention,active_revenue
2022-08-13,2169536.0,2933.0,,,,36534.0,,0.0,,,,125472.0,13683.0,,,,,,,,0.0,,,1321756.0,,,,,,,,,410.0,855.98,,,,11814.87,,104.2,,,,2378.92,970.5,,,,,,,,797.5,,,1529.8600000000001,,,,,,,,,645,291.61,2328.62,3630.9100000000003,0.0,0.0,0.0,0.0,0.0,3392.2200000000003,1116.0,42.74,36856.43
2022-08-14,4388516.0,2340.0,,,,31981.0,,0.0,,,,124117.0,14535.0,,,,,,,,0.0,,,1218371.0,,,,,,,,,360.0,807.1400000000001,,,,11064.37,,155.8,,,,2260.9900000000002,992.5600000000001,,,,,,,,830.5,,,1420.6200000000001,,,,,,,,,650,248.65,1512.6299999999999,2192.37,0.0,0.0,0.0,0.0,0.0,2169.03,1180.0,42.8,36500.19
2022-08-15,3768388.0,2191.0,,,,52067.0,,0.0,,,,127509.0,16286.0,,,,,,,,0.0,,,1525384.0,,,,,,,,,500.0,714.5100000000001,,,,10816.5,,213.8,,,,2202.69,1000.7,,,,,,,,792.0,,,1381.94,,,,,,,,,736,219.24,2257.5099999999998,3218.38,0.0,0.0,0.0,0.0,0.0,4889.45,1165.0,43.09,42407.11
2022-08-16,4167223.0,2142.0,,,,49926.0,,0.0,,,,120298.0,16086.0,,,,,,,,0.0,,,1254469.0,,,,,,,,,450.0,761.62,,,,12178.62,,151.20000000000002,,,,2371.76,1014.83,,,,,,,,748.0,,,1293.93,,,,,,,,,642,144.5,1556.86,2278.98,0.0,0.0,0.0,0.0,0.0,2084.66,1095.0,43.56,37146.89
2022-08-17,4415677.0,949.0,,,,60547.0,,0.0,,,,107953.0,15656.0,,,,,,,,0.0,,,1089141.0,,,,,,,,,650.0,335.37,,,,13346.65,,97.10000000000001,,,,2167.9700000000003,1015.08,,,,,,,,770.0,,,1175.0,,,,,,,,,731,388.96000000000004,2441.22,3358.67,0.0,0.0,0.0,0.0,0.0,3043.01,1119.0,45.4,40016.71
2022-08-18,3260169.0,,,,,57603.0,,0.0,,,,130247.0,16768.0,,,,,,,,0.0,,,908585.0,,,,,,,,,420.0,,,,,13671.9,,113.2,,,,2226.29,993.9200000000001,,,,,,,,764.5,,,1261.47,,,,,,,,,621,233.81,1818.8600000000001,2663.25,0.0,0.0,0.0,0.0,0.0,2356.52,1036.0,43.05,36431.05
2022-08-19,3270215.0,,,,0.0,83277.0,,0.0,,,,125880.0,21864.0,,,,,,,,0.0,,,779466.0,,,,,,,,,270.0,,,,6.0,15156.66,,70.3,,,,2251.65,976.71,,,,,,,,781.0,,,1183.01,,,,,,,,,637,484.27,2113.14,3097.77,0.0,0.0,0.0,0.0,0.0,2502.26,1058.0,40.83,34396.25
2022-08-20,3323414.0,,,,,69822.0,,0.0,,,,154816.0,19962.0,,,,,,,,0.0,,,976029.0,,,,,,,,,290.0,,,,,15705.300000000001,,92.60000000000001,,,,2443.54,882.6700000000001,,,,,,,,671.0,,,1221.6000000000001,,,,,,,,,718,289.64,2109.94,3007.54,0.0,0.0,0.0,0.0,0.0,2717.8299999999995,1215.0,44.28000000000001,38793.25
2022-08-21,3476585.0,,,,,61976.0,,0.0,,,,149841.0,25026.0,,,,,,,,0.0,,,972395.0,,,,,,,,,320.0,,,,,17893.27,,101.0,,,,2245.78,969.76,,,,,,,,632.5,,,1127.39,,,,,,,,,762,575.44,2486.79,3939.2200000000003,0.0,0.0,0.0,0.0,0.0,3724.29,1239.0,41.32,33617.19
2022-08-22,2430433.0,,,,,71402.0,,0.0,,,,134909.0,22688.0,,,,,,,,0.0,,,1282910.0,,,,,,,,,240.0,,,,,15581.06,,46.800000000000004,,,,2232.9500000000003,1010.71,,,,,,,,500.5,,,1358.83,,,,,,,,,638,247.43000000000004,2018.76,2983.3900000000003,0.0,0.0,0.0,0.0,0.0,3077.38,1098.0,41.34999999999999,32202.0
2022-08-23,2296354.0,,,,,81929.0,,0.0,,,,124970.0,19892.0,,,,,,,,0.0,128256.0,,1115820.0,,,,,,,,,360.0,,,,,15886.880000000001,,53.9,,,,2296.51,997.96,,,,,,,,473.0,935.02,,1497.78,,,,,,,,,806,160.19,1613.8600000000001,2459.33,0.0,0.0,0.0,0.0,0.0,2925.4900000000002,1239.0,43.830000000000005,29714.010000000002
2022-08-24,2751796.0,,,,,77444.0,,0.0,,,,86986.0,19936.0,,,,,,,,0.0,147243.0,,1118336.0,,,,,,,,,340.0,,,,,13984.6,,35.0,,,,2162.11,972.85,,,,,,,,506.0,925.41,,1555.58,,,,,,,,,710,190.66000000000003,1707.66,2605.9300000000003,0.0,0.0,0.0,0.0,0.0,2968.69,1096.0,41.24,32257.170000000002
2022-08-25,2558477.0,,,,,83263.0,,0.0,,,,99251.0,19436.0,,,,,,,,0.0,,,1038149.0,,,,,,,,,350.0,,,,,14521.44,,41.800000000000004,,,,2214.88,973.0500000000001,,,,,,,,484.0,,,1459.79,,,,,,,,,660,319.37,1891.1200000000001,3295.1,0.0,0.0,0.0,0.0,0.0,2442.31,1041.0,41.69,38994.77999999999
2022-08-26,2098913.0,,,,,78151.0,,0.0,,,,79959.0,,,,,,,,,0.0,,,1149125.0,,,,,,,,,240.0,,,,,15324.61,,42.7,,,,1684.3700000000001,,,,,,,,,473.0,,,1353.64,,,,,,,,,546,139.36,1121.3700000000001,1719.8799999999999,0.0,0.0,0.0,0.0,0.0,2650.16,873.0,39.290000000000006,33738.2
2022-08-27,686898.0,,,,,102636.0,,0.0,,,,83536.0,,,,,,,,,0.0,,,1094242.0,,,,,,,,,90.0,,,,,14961.220000000001,,45.0,,,,1676.46,,,,,,,,,462.0,,,1291.59,,,,,,,,,666,309.06,2227.06,3708.68,0.0,0.0,0.0,0.0,0.0,3114.14,1049.0,45.47,37422.64
2022-08-28,1439478.0,,,,,103391.0,,0.0,,,,86617.0,,,,,,,,,0.0,,,907514.0,,,,,,,,,150.0,,,,,14754.210000000001,,20.0,,,,1720.32,,,,,,,,,451.0,,,1084.82,,,,,,,,,731,313.19,2039.5900000000001,3344.35,0.0,0.0,0.0,0.0,0.0,2470.4900000000002,1120.0,41.699999999999996,33068.15
2022-08-29,1591.0,,,,,86858.0,,0.0,,,,101499.0,,,,,,,,,0.0,,,1088923.0,,,,,,,,,20.0,,,,,17119.87,,11.5,,,,2135.59,,,,,,,,,511.5,,,1188.78,,,,,,,,,551,353.06,1762.37,2827.9700000000003,0.0,0.0,0.0,0.0,0.0,2867.59,934.0,42.18,30988.650000000005
2022-08-30,,,,,,76873.0,,0.0,,,,100446.0,,,,,,,,,0.0,,,1034210.0,,,,,,,,,,,,,,12551.800000000001,,14.0,,,,2153.61,,,,,,,,,462.0,,,1203.21,,,,,,,,,604,294.18,1517.5800000000002,2795.72,0.0,0.0,0.0,0.0,0.0,2142.23,934.0,38.12,29683.129999999997
2022-08-31,,,,,,66833.0,,0.0,,,,116384.0,,,,,,,,,0.0,,,879699.0,,,,,,,,,,,,,,12544.15,,31.900000000000002,,,,2520.82,,,,,,,,,396.0,,,1212.52,,,,,,,,,510,217.17000000000002,983.49,1895.9,0.0,0.0,0.0,0.0,0.0,2137.14,860.0,42.33,34227.6
2022-09-01,,,,,,77550.0,,,,,,121787.0,,,,,,,,,0.0,,,1188327.0,,,,,,,,,,,,,,13234.81,,,,,,2575.04,,,,,,,,,368.5,,,1337.26,,,,,,,,,624,330.68,2498.75,3733.81,0.0,0.0,0.0,0.0,0.0,2913.76,992.0,42.44,32197.97
2022-09-02,,,,,,77152.0,,0.0,,,,126092.0,,,,,,,,,0.0,,,1379233.0,,,,,,,,,,,,,,11150.550000000001,,42.0,,,,2608.25,,,,,,,,,379.5,,,1575.95,,,,,,,,,556,240.06,1385.0700000000002,2593.89,0.0,0.0,0.0,0.0,0.0,2028.7099999999998,878.0,43.28,36037.24
2022-09-03,,,,,,81861.0,,0.0,,,,132867.0,,,,,,,,,0.0,,,1304724.0,,,,,,,,,,,,,,13662.18,,30.0,,,,2852.9,,,,,,,,,440.0,,,1505.7,,,,,,,,,661,588.8900000000001,2605.87,3884.51,0.0,0.0,0.0,0.0,0.0,3505.8599999999997,1061.0,45.71,34901.82
2022-09-04,,,,,,80446.0,,,,,,137743.0,,,,,,,,,0.0,,,1217439.0,,,,,,,,,,,,,,14402.960000000001,,,,,,3119.26,,,,,,,,,429.0,,,1379.44,,,,,,,,,705,316.07000000000005,2878.56,5209.43,0.0,0.0,0.0,0.0,0.0,4737.89,1205.0,45.73,33831.340000000004
2022-09-05,,,,,,69166.0,,0.0,,,,145274.0,,,,,,,,,0.0,,,1639913.0,,,,,,,,,,,,,,15550.32,,1.7,,,,3472.7000000000003,,,,,,,,,522.5,,,1489.54,,,,,,,,,559,311.53000000000003,1335.73,1839.25,0.0,0.0,0.0,0.0,0.0,2214.56,1019.0,41.9,33640.79
2022-09-06,,,,,,77492.0,,0.0,,,,151233.0,,,,,,,,,0.0,,,1720820.0,,,,,,,,,,,,,,13826.95,,91.5,,,,3462.55,,,,,,,,,528.0,,,1645.88,,,,,,,,,740,369.8,2707.46,4688.540000000001,0.0,0.0,0.0,0.0,0.0,3400.31,1127.0,42.68,29979.6
2022-09-07,,,,,,41174.0,,0.0,,,,155912.0,,,,,,,,,0.0,,,1384385.0,,,,,,,,,,,,,,13873.83,,30.0,,,,3785.4300000000003,,,,,,,,,451.0,,,1965.93,,,,,,,,,564,187.35,1566.8400000000001,2446.1000000000004,0.0,0.0,0.0,0.0,0.0,2157.5,948.0,42.620000000000005,37071.840000000004
2022-09-08,,,,,,45253.0,,0.0,,,,163800.0,,,,,,,,,0.0,,,1546001.0,,,,,,,,,,,,,,11904.59,,2.0,,,,3817.09,,,,,,,,,467.5,,,2108.82,,,,,,,,,539,207.43,1670.31,3191.1499999999996,0.0,0.0,0.0,0.0,0.0,2394.21,909.0,41.58,41305.06
2022-09-09,,,,,0.0,48313.0,,,,,,163921.0,,,,,,,,,0.0,,,1830190.0,,,,,,,,,,,,,6.0,11520.130000000001,,,,,,3927.31,,,,,,,,,462.0,,,2236.96,,,,,,,,,575,243.35,1830.96,2940.23,0.0,0.0,0.0,0.0,0.0,2881.21,954.0,40.150000000000006,39455.33
2022-09-10,,,,,,53776.0,,,,,,173802.0,,,,,,,,,0.0,,,1542061.0,,,,,,,,,,,,,,11033.72,,,,,,4342.42,,,,,,,,,467.5,,,2113.5,,,,,,,,,691,177.06,1624.08,2384.48,0.0,0.0,0.0,0.0,0.0,2717.76,1168.0,43.580000000000005,47229.1
2022-09-11,,,,,,61205.0,,,,,,175900.0,,,,,,,,,0.0,,,1403613.0,,,,,,,,,,,,,,11401.43,,,,,,4066.09,,,,,,,,,451.0,,,1889.6100000000001,,,,,,,,,768,188.85,1466.7,2448.5299999999997,0.0,0.0,0.0,0.0,0.0,2604.26,1304.0,37.65,40816.19
2022-09-12,,,,,,54304.0,,,,,,175330.0,,,,,,,,,0.0,,,1682636.0,,,,,,,,,,,,,,11543.25,,,,,,4055.61,,,,,,,,,511.5,,,2031.77,,,,,,,,,617,198.26000000000002,1140.16,1809.96,0.0,0.0,0.0,0.0,0.0,1637.46,1036.0,41.02,32015.79
2022-09-13,,,,,,46566.0,,,,,,130028.0,,,,,,,,,0.0,,,1645212.0,,,,,,,,,,,,,,10568.77,,,,,,3155.34,,,,,,,,,528.0,,,2082.28,,,,,,,,,536,149.06,840.07,1353.87,0.0,0.0,0.0,0.0,0.0,1222.22,925.0,40.54,26298.3
2022-09-14,,,,,,55111.0,,,,,,126039.0,,,3169.0,,,,,,0.0,,,1404461.0,,,,,,,,,,,,,,10604.11,,,,,,2935.4500000000003,,,156.01,,,,,,451.0,,,2124.73,,,,,,,,,612,246.79000000000002,1665.52,2769.7000000000003,0.0,0.0,0.0,0.0,0.0,2259.48,1016.0,39.86,30869.440000000002
2022-09-15,,,,,,53601.0,,,,,,124483.0,,,9189.0,,,,,,0.0,,,1390184.0,,,,,,,,,,,,,,9220.85,,,,,,2997.92,,,542.46,,,,,,506.0,,,2113.71,,,,,,,,,639,134.33,861.69,1412.7,0.0,0.0,0.0,0.0,0.0,1725.1,1063.0,37.25,29506.52
2022-09-16,,,,,,51903.0,,,,,,128972.0,,,26893.0,,,,,,0.0,,,1449682.0,,,,,,,,,,,,,,9925.380000000001,,,,,,3070.38,,,1646.95,,,,,,478.5,,,2171.56,,,,,,,,,582,99.72,761.39,1047.32,0.0,0.0,0.0,0.0,0.0,1500.22,1010.0,39.31,29389.53
2022-09-17,,,,,,51062.0,,,,,,144489.0,,,25139.0,,,,,,0.0,,,1499431.0,,,,,,,,,,,,,,9306.53,,,,,,3346.15,,,1341.5,,,,,,467.5,,,2174.1,,,,,,,,,598,174.20000000000002,1212.82,2500.5,0.0,0.0,0.0,0.0,0.0,1599.28,1043.0,42.28,29864.129999999997
2022-09-18,,,,,,42444.0,,,,,,146133.0,,,20227.0,,,,,,0.0,,,1454284.0,,,,,,,,,,,,,,8105.46,,,,,,3230.03,,,1050.3700000000001,,,,,,423.5,,,1903.1100000000001,,,,,,,,,575,197.98999999999998,1518.21,2231.96,0.0,0.0,0.0,0.0,0.0,2412.21,1065.0,39.25,35908.46
2022-09-19,,,,,,39493.0,,,,,,145861.0,,,15965.0,,,,,,0.0,,,1354505.0,,,,,,,,,,,,,,9666.710000000001,,,,,,3142.4,,,878.32,,,,,,473.0,,,1595.5900000000001,,,,,,,,,469,155.52,957.65,1489.1100000000001,0.0,0.0,0.0,0.0,0.0,1525.38,884.0,40.949999999999996,27405.15
2022-09-20,,,,,,38821.0,,,,,,128130.0,,,23647.0,,,,,,0.0,,,1179344.0,,,,,,,,,,,,,,8456.54,,,,,,3217.4500000000003,,,1603.66,,,,,,396.0,,,1494.45,,,,,,,,,485,82.82000000000001,1429.28,2149.4,0.0,0.0,0.0,0.0,0.0,2060.04,886.0,45.03,28546.35
2022-09-21,,,,,,59313.0,,,,,,112982.0,,,20370.0,,,,,,0.0,,,897535.0,,,,,,,,,,,,,,8139.34,,,,,,3177.57,,,1492.27,,,,,,500.5,,,1493.13,,,,,,,,,494,147.71,1920.38,2932.94,0.0,0.0,0.0,0.0,0.0,3099.31,952.0,41.91,26251.24
2022-09-22,,,,,,36785.0,,,,,,108198.0,,,19871.0,,,,,,0.0,,,899605.0,,,,,,,,,,,,,,9607.37,,,,,,3177.2000000000003,,,1031.64,,,,,,379.5,,,1464.76,,,,,,,,,402,161.32,857.27,1361.65,0.0,0.0,0.0,0.0,0.0,2674.4500000000003,832.0,41.47,28423.57
2022-09-23,,,,,0.0,46111.0,,,,,,114791.0,,,17813.0,,,,,,0.0,,,837223.0,,,,,,,,,,,,,6.0,8630.95,,,,,,3015.28,,,851.3100000000001,,,,,,302.5,,,1517.6200000000001,,,,,,,,,462,208.48,698.21,1112.53,0.0,0.0,0.0,0.0,0.0,1136.51,876.0,37.44,30507.87
2022-09-24,,,,,,43104.0,,,,,,143851.0,,,13117.0,,,,,,0.0,,,903975.0,,,,,,,,,,,,,,9612.47,,,,,,3334.73,,,689.79,,,,,,495.0,,,1569.79,,,,,,,,,517,192.33,1422.13,2673.85,0.0,0.0,0.0,0.0,0.0,2055.83,906.0,41.72,27752.07
2022-09-25,,,,,,33959.0,,,,,,139015.0,,,389.0,,,,,,0.0,,,950688.0,,,,,,,,,,,,,,8647.23,,,,,,3251.16,,,45.74,,,,,,500.5,,,1407.24,,,,,,,,,462,357.52,1062.3899999999999,1507.42,0.0,0.0,0.0,0.0,0.0,2158.88,902.0,43.68,30163.32
2022-09-26,,,,,,51098.0,,,,,,140580.0,,,226.0,,,,,,0.0,,,873635.0,,,,,,,,,,,,,,9584.880000000001,,,,,,3134.09,,,17.43,,,,,,462.0,,,1438.6200000000001,,,,,,,,,533,247.79000000000002,1195.73,2086.26,0.0,0.0,0.0,0.0,0.0,1933.7900000000002,929.0,41.870000000000005,26469.670000000002
2022-09-27,,,,,,56370.0,,,,,,131644.0,,,158.0,,,,,,0.0,,,883861.0,,,,,,,,,,,,,,9516.39,,,,,,3123.36,,,9.49,,,,,,440.0,,,1418.78,,,,,,,,,508,224.43,924.21,1648.65,0.0,0.0,0.0,0.0,0.0,1656.58,875.0,41.94,22991.33
2022-09-28,,,,,,41151.0,,,,,,128741.0,,,165.0,,,,,,0.0,,,919926.0,,,,,,,,,,,,,,9071.03,,,,,,3056.64,,,14.66,,,,,,495.0,,,1533.1100000000001,,,,,,,,,441,146.07,1663.29,2918.71,0.0,0.0,0.0,0.0,0.0,2517.85,772.0,45.98,25106.86
2022-09-29,,,,,,43318.0,,,,,,135202.0,,,153.0,,,,,,0.0,,,814308.0,,,,,,,,,,,,,,8649.53,,,,,,3146.0,,,9.82,,,,,,522.5,,,1539.8400000000001,,,,,,,,,497,153.53,1653.5700000000002,2158.14,0.0,0.0,0.0,0.0,0.0,3076.09,830.0,43.49,34189.86
2022-09-30,,,,,0.0,33422.0,,,,,,133645.0,,,87.0,,,,,,0.0,,,866480.0,,,,,,,,,,,,,6.0,8613.78,,,,,,3168.71,,,5.09,,,,,,533.5,,,1530.8400000000001,,,,,,,,,445,126.48,1145.98,1638.85,0.0,0.0,0.0,0.0,0.0,1522.75,763.0,40.63,33196.93
2022-10-01,,,,,,38814.0,,,,,,167581.0,,,212.0,,,,,,0.0,,,1421239.0,,,,,,,,,,,,,,8660.53,,,,,,3414.73,,,14.81,,,,,,533.5,,,1594.69,,,,,,,,,530,201.65,1332.7400000000002,2186.11,0.0,0.0,0.0,0.0,0.0,2292.84,964.0,42.95,28270.95
2022-10-02,,,,,,40063.0,,,,,,167166.0,,,294.0,,,,,,0.0,,,1143599.0,,,,,,,,,,,,,,9543.77,,,,,,3200.05,,,10.370000000000001,,,,,,484.0,,,1392.95,,,,,,,,,495,265.16,1289.2400000000002,2125.25,0.0,0.0,0.0,0.0,0.0,2108.83,929.0,40.58,29308.010000000002
2022-10-03,,,,,,29133.0,,,,,,186347.0,,,208.0,,,,,,0.0,,,1551683.0,,,,,,,,,,,,,,10468.93,,,,,,3153.6,,,9.82,,,,,,467.5,,,1437.31,,,,,,,,,421,118.62,627.23,1222.06,0.0,0.0,0.0,0.0,0.0,1558.28,831.0,43.56,24048.37
2022-10-04,,,,,,32813.0,,,,,,189309.0,,,166.0,,,,,,0.0,,,1210058.0,,,,,,,,,,,,,,8706.01,,,,,,3124.65,,,2.5,,,,,,495.0,,,1471.51,,,,,,,,,499,158.12,649.84,938.79,0.0,0.0,0.0,0.0,0.0,1567.15,957.0,42.95,25635.73
2022-10-05,,,,,,36082.0,,,,,,135939.0,,,122.0,,,,,,0.0,,,1329048.0,,,,,,,,,,,,,,8060.0,,,,,,3223.81,,,8.05,,,,,,484.0,,,1545.65,,,,,,,,,477,167.67,1036.06,1657.44,0.0,0.0,0.0,0.0,0.0,1633.63,898.0,43.32,24646.59
2022-10-06,,,,,,31343.0,,,,,,142153.0,,,379.0,,,,,,0.0,,,1133841.0,,,,,,,,,,,,,,8919.52,,,,,,3061.9,,,40.050000000000004,,,,,,511.5,,,1485.78,,,,,,,,,471,122.67,870.6400000000001,1423.71,0.0,0.0,0.0,0.0,0.0,1247.77,871.0,38.46,23382.03
2022-10-07,,,,,,35251.0,,,,,,133647.0,,,352.0,,,,,,0.0,,,1303479.0,,,,,,,,,,,,,,7857.62,,,,,,3268.4500000000003,,,40.54,,,,,,484.0,,,1569.16,,,,,,,,,469,210.42999999999998,1504.92,2786.8,0.0,0.0,0.0,0.0,0.0,2163.79,849.0,42.64,28557.879999999997
2022-10-08,,,,,,33563.0,,,,,,142813.0,,,360.0,,,,,,0.0,,,1355583.0,,,,,,,,,,,,,,7801.39,,,,,,3262.38,,,57.36,,,,,,390.5,,,1278.64,,,,,,,,,408,181.55,823.4100000000001,1165.52,0.0,0.0,0.0,0.0,0.0,1831.02,798.0,42.730000000000004,25422.850000000002
2022-10-09,,,,,,32125.0,,,,,,144271.0,,,217.0,,,,,,0.0,,,1125569.0,,,,,,,,,,,,,,7922.4400000000005,,,,,,3217.53,,,18.5,,,,,,407.0,,,996.75,,,,,,,,,467,204.93,1531.02,2530.36,0.0,0.0,0.0,0.0,0.0,3603.4700000000003,917.0,40.46,29425.5
2022-10-10,,,,,0.0,32423.0,,,,,,154071.0,,,191.0,,,,,,0.0,,,1185697.0,,,,,,,,,,,,,6.0,9117.800000000001,,,,,,3187.02,,,28.080000000000002,,,,,,412.5,,,1012.46,,,,,,,,,423,139.97000000000003,882.23,1782.63,0.0,0.0,0.0,0.0,0.0,2029.76,798.0,43.48,22283.72
2022-10-11,,,,,,38357.0,,,,,,139492.0,,,168.0,,,,,,0.0,,,1008682.0,,,,,,,,,,,,,,8372.73,,,,,,3080.28,,,13.02,,,,,,500.5,,,1024.77,,,,,,,,,492,202.31,1032.16,1686.73,0.0,0.0,0.0,0.0,0.0,1545.89,863.0,44.03,25002.86
2022-10-12,,,,,,44442.0,,,,,,143537.0,,,198.0,,,,,,0.0,,,937210.0,,,,,,,,,,,,,,7886.24,,,,,,3083.98,,,6.21,,,,,,913.0,,,985.97,,,,,,,,,595,198.8,1276.73,2203.42,0.0,0.0,0.0,0.0,0.0,1996.3400000000001,961.0,42.559999999999995,27077.640000000003
2022-10-13,,,,,,38689.0,,,,,,139979.0,,,158.0,,,,,,0.0,,,815119.0,,,,,,,,,,,,,,9852.37,,,,,,3148.44,,,10.56,,,,,,913.0,,,1034.06,,,,,,,,,547,186.16,1454.4800000000002,1920.98,0.0,0.0,0.0,0.0,0.0,2264.6,908.0,41.63,27332.129999999997
2022-10-14,,,,,,37344.0,,,,,,132867.0,,,156.0,,,,,,0.0,,,507166.0,,,,,,,,,,,,,,9971.52,,,,,,3120.87,,,9.200000000000001,,,,,,935.0,,,557.3000000000001,,,,,,,,,441,293.32,1292.1999999999998,1959.65,0.0,0.0,0.0,0.0,0.0,2301.59,842.0,43.71,27936.57
2022-10-15,,,,,,35550.0,,,,,,185365.0,,,116.0,,,,,,0.0,,,,,,,,,,,,,,,,,8272.23,,,,,,3456.75,,,4.16,,,,,,643.5,,,,,,,,,,,,333,454.72,1594.9,2412.3,0.0,0.0,0.0,0.0,0.0,2490.25,851.0,46.06,28275.3
2022-10-16,,,,,,45149.0,,,,,,171878.0,,,165.0,,,,,,0.0,,,,,,,,,,,,,,,,,8469.89,,,,,,3217.94,,,10.31,,,,,,935.0,,,,,,,,,,,,526,275.16,1618.5700000000002,2674.7200000000003,0.0,0.0,0.0,0.0,0.0,2846.39,1113.0,41.42,28534.32
2022-10-17,,,,,,29429.0,,,,,,171542.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,9221.83,,,,,,3298.53,,,,,,,,,962.5,,,,,,,,,,,,345,52.32,465.23,676.0500000000001,0.0,0.0,0.0,0.0,0.0,1353.95,799.0,40.68,27565.600000000002
2022-10-18,,,,,,44497.0,,,,,,159480.0,,,131.0,,,,,,0.0,,,,,,,,,,,,,,,,,9247.08,,,,,,3014.25,,,13.26,,,,,,1045.0,,,,,,,,,,,,491,72.11,606.27,1061.52,0.0,0.0,0.0,0.0,0.0,1430.3700000000001,982.0,43.580000000000005,25511.71
2022-10-19,,,,,,44466.0,,,,,,177305.0,,,69.0,,,,,,0.0,,,,,,,,,,,,,,,,,8630.91,,,,,,3051.37,,,11.09,,,,,,1028.5,,,,,,,,,,,,423,215.76000000000002,1023.59,1870.1,0.0,0.0,0.0,0.0,0.0,1714.6200000000001,889.0,47.81,26456.21
2022-10-20,,,,,,39710.0,,,,,,166901.0,,,2.0,,,,,,0.0,,,,,,,,,,,,,,,,,8481.2,,,,,,3083.03,,,0.11,,,,,,913.0,,,,,,,,,,,,369,36.949999999999996,935.0699999999999,1358.62,0.0,0.0,0.0,0.0,0.0,1622.1100000000001,774.0,43.02,24873.24
2022-10-21,,,,28760.0,0.0,28760.0,,,,162928.0,,162928.0,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,8129.52,6.0,8123.52,,,,3272.58,,3272.58,,,,,,,841.5,,841.5,,,,,,,,,,,,576,134.92,2054.08,4358.92,0.0,0.0,0.0,0.0,0.0,1969.0399999999997,711.0,42.05,30636.23
2022-10-22,,,,29671.0,,29671.0,,,,152327.0,,152327.0,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,8388.19,,8388.19,,,,3356.58,,3356.58,,,,,,,748.0,,748.0,,,,,,,,,,,,716,339.02000000000004,2111.28,3293.16,0.0,0.0,0.0,0.0,0.0,2174.75,870.0,44.14000000000001,23983.78
2022-10-23,,,,27743.0,,27743.0,,,,154389.0,,154389.0,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,7787.21,,7787.21,,,,3229.52,,3229.52,,,,,,,682.0,,682.0,,,,,,,,,,,,718,186.64000000000001,1009.9200000000001,2027.8,0.0,0.0,0.0,0.0,0.0,1298.41,849.0,40.64,23559.2
2022-10-24,,,,24926.0,,24926.0,,,,154000.0,,154000.0,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,8230.1,,8230.1,,,,3164.07,,3164.07,,,,,,,462.0,,462.0,,,,,,,,,,,,420,91.44,1484.3,2784.5,0.0,0.0,0.0,0.0,0.0,1477.14,622.0,50.32,22791.600000000002
2022-10-25,,,,32144.0,,32144.0,,,,148883.0,,148883.0,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,7269.9800000000005,,7269.9800000000005,,,,3061.32,,3061.32,,,,,,,429.0,,429.0,,,,,,,,,,,,624,291.64,1998.9,3473.96,0.0,0.0,0.0,0.0,0.0,1546.3,689.0,42.53,21545.81
2022-10-26,,,,27393.0,,27393.0,,,,150620.0,,150620.0,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,8048.4800000000005,,8048.4800000000005,,,,3214.38,,3214.38,,,,,,,302.5,,302.5,,,,,,,,,,,,470,453.96,1805.66,3377.36,0.0,0.0,0.0,0.0,0.0,1545.61,604.0,37.75,24657.02
